id,movimenti
http://www.wikidata.org/entity/Q98684801,
http://www.wikidata.org/entity/Q98925578,
http://www.wikidata.org/entity/Q98925663,
http://www.wikidata.org/entity/Q99323182,
http://www.wikidata.org/entity/Q99937752,
http://www.wikidata.org/entity/Q100273549,
http://www.wikidata.org/entity/Q100502707,neoclassicismo
http://www.wikidata.org/entity/Q101853163,arte della Controriforma
http://www.wikidata.org/entity/Q101984696,
http://www.wikidata.org/entity/Q103823905,
http://www.wikidata.org/entity/Q103847443,
http://www.wikidata.org/entity/Q103884105,pittura barocca
http://www.wikidata.org/entity/Q104117302,
http://www.wikidata.org/entity/Q104832804,Alto Rinascimento
http://www.wikidata.org/entity/Q104902739,
http://www.wikidata.org/entity/Q104963266,
http://www.wikidata.org/entity/Q104966980,
http://www.wikidata.org/entity/Q104999859,
http://www.wikidata.org/entity/Q105001687,
http://www.wikidata.org/entity/Q105001950,
http://www.wikidata.org/entity/Q105002330,
http://www.wikidata.org/entity/Q105005172,
http://www.wikidata.org/entity/Q105009573,
http://www.wikidata.org/entity/Q105010125,
http://www.wikidata.org/entity/Q105010402,
http://www.wikidata.org/entity/Q105025725,
http://www.wikidata.org/entity/Q105070687,
http://www.wikidata.org/entity/Q105070700,
http://www.wikidata.org/entity/Q105070713,
http://www.wikidata.org/entity/Q105544193,
http://www.wikidata.org/entity/Q105754329,pittura veneta; Alto Rinascimento
http://www.wikidata.org/entity/Q105760555,
http://www.wikidata.org/entity/Q105773240,
http://www.wikidata.org/entity/Q105882065,
http://www.wikidata.org/entity/Q105906293,
http://www.wikidata.org/entity/Q105942793,
http://www.wikidata.org/entity/Q105942808,
http://www.wikidata.org/entity/Q106172341,
http://www.wikidata.org/entity/Q106547526,
http://www.wikidata.org/entity/Q106570155,
http://www.wikidata.org/entity/Q106575251,
http://www.wikidata.org/entity/Q106649932,
http://www.wikidata.org/entity/Q106684238,
http://www.wikidata.org/entity/Q106766906,pittura veneta
http://www.wikidata.org/entity/Q106766907,pittura veneta
http://www.wikidata.org/entity/Q106857023,
http://www.wikidata.org/entity/Q106863540,
http://www.wikidata.org/entity/Q107132227,
http://www.wikidata.org/entity/Q107171794,
http://www.wikidata.org/entity/Q107254346,
http://www.wikidata.org/entity/Q107273576,
http://www.wikidata.org/entity/Q107311733,
http://www.wikidata.org/entity/Q107440131,
http://www.wikidata.org/entity/Q107467842,
http://www.wikidata.org/entity/Q107496570,
http://www.wikidata.org/entity/Q107522400,futurismo
http://www.wikidata.org/entity/Q107548658,
http://www.wikidata.org/entity/Q107720702,
http://www.wikidata.org/entity/Q108123187,
http://www.wikidata.org/entity/Q108123188,
http://www.wikidata.org/entity/Q108292260,
http://www.wikidata.org/entity/Q108314527,
http://www.wikidata.org/entity/Q108321038,
http://www.wikidata.org/entity/Q108321039,
http://www.wikidata.org/entity/Q108335985,
http://www.wikidata.org/entity/Q108584832,
http://www.wikidata.org/entity/Q108783372,
http://www.wikidata.org/entity/Q108799898,
http://www.wikidata.org/entity/Q108816249,
http://www.wikidata.org/entity/Q108873567,
http://www.wikidata.org/entity/Q108900483,
http://www.wikidata.org/entity/Q108917715,realismo
http://www.wikidata.org/entity/Q108917736,realismo
http://www.wikidata.org/entity/Q108921968,
http://www.wikidata.org/entity/Q108922744,
http://www.wikidata.org/entity/Q109798688,
http://www.wikidata.org/entity/Q109913006,
http://www.wikidata.org/entity/Q109913050,
http://www.wikidata.org/entity/Q109914012,
http://www.wikidata.org/entity/Q109928591,
http://www.wikidata.org/entity/Q109937746,
http://www.wikidata.org/entity/Q110009768,
http://www.wikidata.org/entity/Q110015681,
http://www.wikidata.org/entity/Q110039871,
http://www.wikidata.org/entity/Q110062892,
http://www.wikidata.org/entity/Q110227186,pittura veneta
http://www.wikidata.org/entity/Q110312698,pittura bolognese
http://www.wikidata.org/entity/Q110382981,pittura bolognese
http://www.wikidata.org/entity/Q110384990,Macchiaioli
http://www.wikidata.org/entity/Q110546796,
http://www.wikidata.org/entity/Q110619157,
http://www.wikidata.org/entity/Q110626569,pittura veneta
http://www.wikidata.org/entity/Q110634767,pittura bolognese
http://www.wikidata.org/entity/Q110681237,
http://www.wikidata.org/entity/Q110714745,
http://www.wikidata.org/entity/Q110770118,
http://www.wikidata.org/entity/Q110865329,pittura veneta
http://www.wikidata.org/entity/Q110866078,pittura bolognese
http://www.wikidata.org/entity/Q110867847,barocco romano
http://www.wikidata.org/entity/Q110868028,
http://www.wikidata.org/entity/Q110868273,pittura napoletana
http://www.wikidata.org/entity/Q110872609,pittura veneta
http://www.wikidata.org/entity/Q110872935,
http://www.wikidata.org/entity/Q110884929,
http://www.wikidata.org/entity/Q110907328,
http://www.wikidata.org/entity/Q110907797,
http://www.wikidata.org/entity/Q111041574,
http://www.wikidata.org/entity/Q111042707,
http://www.wikidata.org/entity/Q111159651,
http://www.wikidata.org/entity/Q111160508,
http://www.wikidata.org/entity/Q111255373,
http://www.wikidata.org/entity/Q111255770,
http://www.wikidata.org/entity/Q111256129,
http://www.wikidata.org/entity/Q111257029,realismo
http://www.wikidata.org/entity/Q111308504,
http://www.wikidata.org/entity/Q111485530,
http://www.wikidata.org/entity/Q111485979,
http://www.wikidata.org/entity/Q111486358,
http://www.wikidata.org/entity/Q111486756,
http://www.wikidata.org/entity/Q111486805,
http://www.wikidata.org/entity/Q111486873,
http://www.wikidata.org/entity/Q111508542,
http://www.wikidata.org/entity/Q111509018,
http://www.wikidata.org/entity/Q111512548,
http://www.wikidata.org/entity/Q111577849,
http://www.wikidata.org/entity/Q111593419,
http://www.wikidata.org/entity/Q111718624,
http://www.wikidata.org/entity/Q111738668,
http://www.wikidata.org/entity/Q111803475,impressionismo
http://www.wikidata.org/entity/Q111972094,
http://www.wikidata.org/entity/Q111976882,
http://www.wikidata.org/entity/Q112007402,
http://www.wikidata.org/entity/Q112034219,
http://www.wikidata.org/entity/Q112034223,
http://www.wikidata.org/entity/Q112074870,
http://www.wikidata.org/entity/Q112075694,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q112109956,
http://www.wikidata.org/entity/Q112110434,
http://www.wikidata.org/entity/Q112122261,
http://www.wikidata.org/entity/Q112125081,Rinascimento
http://www.wikidata.org/entity/Q112133371,
http://www.wikidata.org/entity/Q112133543,
http://www.wikidata.org/entity/Q112228996,realismo
http://www.wikidata.org/entity/Q112675085,
http://www.wikidata.org/entity/Q112798481,manierismo; pittura rinascimentale italiana
http://www.wikidata.org/entity/Q112958938,
http://www.wikidata.org/entity/Q113005931,pittura barocca
http://www.wikidata.org/entity/Q113006398,pittura veneta
http://www.wikidata.org/entity/Q113016417,manierismo; pittura rinascimentale italiana
http://www.wikidata.org/entity/Q113328601,
http://www.wikidata.org/entity/Q113328821,pittura barocca
http://www.wikidata.org/entity/Q113444533,impressionismo
http://www.wikidata.org/entity/Q113465655,rinascimento tedesco
http://www.wikidata.org/entity/Q113465666,rinascimento tedesco
http://www.wikidata.org/entity/Q113550634,romanticismo
http://www.wikidata.org/entity/Q113825024,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q113878786,
http://www.wikidata.org/entity/Q113988555,
http://www.wikidata.org/entity/Q114065222,
http://www.wikidata.org/entity/Q114241461,
http://www.wikidata.org/entity/Q114417179,
http://www.wikidata.org/entity/Q114417792,
http://www.wikidata.org/entity/Q114601165,pittura veneta
http://www.wikidata.org/entity/Q114647508,
http://www.wikidata.org/entity/Q114647547,pittura veneta
http://www.wikidata.org/entity/Q114770904,primitivi fiamminghi
http://www.wikidata.org/entity/Q114772679,barocco
http://www.wikidata.org/entity/Q114775095,
http://www.wikidata.org/entity/Q114793365,
http://www.wikidata.org/entity/Q114807998,
http://www.wikidata.org/entity/Q114811811,
http://www.wikidata.org/entity/Q114825983,manierismo
http://www.wikidata.org/entity/Q114857806,manierismo
http://www.wikidata.org/entity/Q114859027,manierismo
http://www.wikidata.org/entity/Q114863216,
http://www.wikidata.org/entity/Q114869573,
http://www.wikidata.org/entity/Q114937054,
http://www.wikidata.org/entity/Q115041810,neoclassicismo
http://www.wikidata.org/entity/Q115067483,Primo Rinascimento
http://www.wikidata.org/entity/Q115102928,neoclassicismo
http://www.wikidata.org/entity/Q115110979,manierismo; pittura rinascimentale italiana
http://www.wikidata.org/entity/Q115153302,futurismo
http://www.wikidata.org/entity/Q115153353,eclettismo
http://www.wikidata.org/entity/Q115192337,
http://www.wikidata.org/entity/Q115193266,
http://www.wikidata.org/entity/Q115206624,pittura napoletana
http://www.wikidata.org/entity/Q115249957,barocco
http://www.wikidata.org/entity/Q115326515,
http://www.wikidata.org/entity/Q115327275,barocco
http://www.wikidata.org/entity/Q115329022,
http://www.wikidata.org/entity/Q115350433,pittura romantica
http://www.wikidata.org/entity/Q115363544,
http://www.wikidata.org/entity/Q115380883,
http://www.wikidata.org/entity/Q115382052,
http://www.wikidata.org/entity/Q115390601,barocco
http://www.wikidata.org/entity/Q115430770,
http://www.wikidata.org/entity/Q115431741,manierismo
http://www.wikidata.org/entity/Q115434462,Rinascimento
http://www.wikidata.org/entity/Q115452504,manierismo
http://www.wikidata.org/entity/Q115453601,manierismo
http://www.wikidata.org/entity/Q115456457,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q115470798,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q115484898,
http://www.wikidata.org/entity/Q115512129,
http://www.wikidata.org/entity/Q115522910,
http://www.wikidata.org/entity/Q115555506,
http://www.wikidata.org/entity/Q115589005,
http://www.wikidata.org/entity/Q115589179,
http://www.wikidata.org/entity/Q115652286,
http://www.wikidata.org/entity/Q115659447,manierismo
http://www.wikidata.org/entity/Q115662781,manierismo
http://www.wikidata.org/entity/Q115669298,
http://www.wikidata.org/entity/Q115680005,
http://www.wikidata.org/entity/Q115707472,
http://www.wikidata.org/entity/Q115727218,
http://www.wikidata.org/entity/Q115770576,
http://www.wikidata.org/entity/Q115776591,scuola cretese
http://www.wikidata.org/entity/Q115783769,
http://www.wikidata.org/entity/Q115787659,pittura veneta
http://www.wikidata.org/entity/Q115788237,
http://www.wikidata.org/entity/Q115789803,
http://www.wikidata.org/entity/Q115796466,
http://www.wikidata.org/entity/Q115798316,manierismo
http://www.wikidata.org/entity/Q115821855,
http://www.wikidata.org/entity/Q115821974,
http://www.wikidata.org/entity/Q115839852,
http://www.wikidata.org/entity/Q115862528,
http://www.wikidata.org/entity/Q115863339,
http://www.wikidata.org/entity/Q115898761,
http://www.wikidata.org/entity/Q116259243,
http://www.wikidata.org/entity/Q116259790,
http://www.wikidata.org/entity/Q116270130,
http://www.wikidata.org/entity/Q116414251,
http://www.wikidata.org/entity/Q116734952,
http://www.wikidata.org/entity/Q116771231,
http://www.wikidata.org/entity/Q116771349,
http://www.wikidata.org/entity/Q116771885,pittura veneta
http://www.wikidata.org/entity/Q116772186,Primo Rinascimento
http://www.wikidata.org/entity/Q116779908,
http://www.wikidata.org/entity/Q116780072,pittura veneta
http://www.wikidata.org/entity/Q116780670,
http://www.wikidata.org/entity/Q116786123,
http://www.wikidata.org/entity/Q116802769,
http://www.wikidata.org/entity/Q116804064,pittura veneta
http://www.wikidata.org/entity/Q116804839,
http://www.wikidata.org/entity/Q116805369,pittura veneta
http://www.wikidata.org/entity/Q116806301,pittura veneta
http://www.wikidata.org/entity/Q116807092,
http://www.wikidata.org/entity/Q116875391,
http://www.wikidata.org/entity/Q116912669,
http://www.wikidata.org/entity/Q116912674,
http://www.wikidata.org/entity/Q116912676,manierismo
http://www.wikidata.org/entity/Q116912691,
http://www.wikidata.org/entity/Q116912704,
http://www.wikidata.org/entity/Q116912709,
http://www.wikidata.org/entity/Q116912724,
http://www.wikidata.org/entity/Q116920763,
http://www.wikidata.org/entity/Q116920783,
http://www.wikidata.org/entity/Q116938047,
http://www.wikidata.org/entity/Q116943395,
http://www.wikidata.org/entity/Q116943590,
http://www.wikidata.org/entity/Q116943795,
http://www.wikidata.org/entity/Q116944959,
http://www.wikidata.org/entity/Q116944960,
http://www.wikidata.org/entity/Q116945667,
http://www.wikidata.org/entity/Q116955599,
http://www.wikidata.org/entity/Q116956495,
http://www.wikidata.org/entity/Q116957155,
http://www.wikidata.org/entity/Q116968203,
http://www.wikidata.org/entity/Q116968267,
http://www.wikidata.org/entity/Q116984810,
http://www.wikidata.org/entity/Q116984873,
http://www.wikidata.org/entity/Q116985089,
http://www.wikidata.org/entity/Q116985263,
http://www.wikidata.org/entity/Q116985325,
http://www.wikidata.org/entity/Q116985346,
http://www.wikidata.org/entity/Q116989564,
http://www.wikidata.org/entity/Q116990427,
http://www.wikidata.org/entity/Q116991105,
http://www.wikidata.org/entity/Q116991906,
http://www.wikidata.org/entity/Q116992418,
http://www.wikidata.org/entity/Q116993372,
http://www.wikidata.org/entity/Q116993384,
http://www.wikidata.org/entity/Q116993417,
http://www.wikidata.org/entity/Q116994722,
http://www.wikidata.org/entity/Q116994793,
http://www.wikidata.org/entity/Q116995512,
http://www.wikidata.org/entity/Q117005860,
http://www.wikidata.org/entity/Q117005926,
http://www.wikidata.org/entity/Q117005980,
http://www.wikidata.org/entity/Q117023915,
http://www.wikidata.org/entity/Q117024956,
http://www.wikidata.org/entity/Q117034670,
http://www.wikidata.org/entity/Q117034906,
http://www.wikidata.org/entity/Q117034996,
http://www.wikidata.org/entity/Q117035037,
http://www.wikidata.org/entity/Q117035093,
http://www.wikidata.org/entity/Q117040607,
http://www.wikidata.org/entity/Q117041748,
http://www.wikidata.org/entity/Q117041785,
http://www.wikidata.org/entity/Q117042320,
http://www.wikidata.org/entity/Q117042984,
http://www.wikidata.org/entity/Q117043780,
http://www.wikidata.org/entity/Q117043824,
http://www.wikidata.org/entity/Q117044144,
http://www.wikidata.org/entity/Q117051271,
http://www.wikidata.org/entity/Q117051307,
http://www.wikidata.org/entity/Q117051343,
http://www.wikidata.org/entity/Q117051893,
http://www.wikidata.org/entity/Q117052364,
http://www.wikidata.org/entity/Q117086849,
http://www.wikidata.org/entity/Q117086888,
http://www.wikidata.org/entity/Q117086924,
http://www.wikidata.org/entity/Q117086970,
http://www.wikidata.org/entity/Q117161791,
http://www.wikidata.org/entity/Q117162400,
http://www.wikidata.org/entity/Q117164043,
http://www.wikidata.org/entity/Q117188285,neoclassicismo
http://www.wikidata.org/entity/Q117304805,
http://www.wikidata.org/entity/Q117323711,
http://www.wikidata.org/entity/Q117338080,
http://www.wikidata.org/entity/Q117382014,
http://www.wikidata.org/entity/Q117408489,
http://www.wikidata.org/entity/Q117408743,
http://www.wikidata.org/entity/Q117408881,
http://www.wikidata.org/entity/Q117427024,
http://www.wikidata.org/entity/Q117428285,
http://www.wikidata.org/entity/Q117428543,
http://www.wikidata.org/entity/Q117428772,
http://www.wikidata.org/entity/Q117430308,
http://www.wikidata.org/entity/Q117430437,
http://www.wikidata.org/entity/Q117447676,
http://www.wikidata.org/entity/Q117470090,
http://www.wikidata.org/entity/Q117615645,tardo barocco
http://www.wikidata.org/entity/Q117708969,
http://www.wikidata.org/entity/Q117715996,
http://www.wikidata.org/entity/Q117753177,
http://www.wikidata.org/entity/Q117756937,
http://www.wikidata.org/entity/Q117797593,rinascimento tedesco
http://www.wikidata.org/entity/Q117803973,pittura barocca
http://www.wikidata.org/entity/Q117826019,
http://www.wikidata.org/entity/Q117832067,
http://www.wikidata.org/entity/Q117834449,
http://www.wikidata.org/entity/Q117834473,
http://www.wikidata.org/entity/Q117834509,
http://www.wikidata.org/entity/Q117834674,
http://www.wikidata.org/entity/Q117834758,
http://www.wikidata.org/entity/Q117834806,
http://www.wikidata.org/entity/Q117834885,
http://www.wikidata.org/entity/Q117848663,
http://www.wikidata.org/entity/Q117848759,
http://www.wikidata.org/entity/Q117848804,
http://www.wikidata.org/entity/Q117848843,
http://www.wikidata.org/entity/Q117848873,
http://www.wikidata.org/entity/Q117849453,
http://www.wikidata.org/entity/Q117849868,
http://www.wikidata.org/entity/Q117850467,
http://www.wikidata.org/entity/Q117949491,
http://www.wikidata.org/entity/Q117950829,
http://www.wikidata.org/entity/Q118121260,
http://www.wikidata.org/entity/Q118138029,
http://www.wikidata.org/entity/Q118140584,
http://www.wikidata.org/entity/Q118273001,
http://www.wikidata.org/entity/Q118277328,
http://www.wikidata.org/entity/Q118287906,
http://www.wikidata.org/entity/Q118368958,
http://www.wikidata.org/entity/Q118383381,
http://www.wikidata.org/entity/Q118383458,
http://www.wikidata.org/entity/Q118384137,
http://www.wikidata.org/entity/Q118398891,
http://www.wikidata.org/entity/Q118399101,
http://www.wikidata.org/entity/Q118522639,
http://www.wikidata.org/entity/Q118522898,
http://www.wikidata.org/entity/Q118590751,
http://www.wikidata.org/entity/Q118601577,
http://www.wikidata.org/entity/Q118605466,
http://www.wikidata.org/entity/Q118606399,
http://www.wikidata.org/entity/Q118611138,
http://www.wikidata.org/entity/Q118641092,
http://www.wikidata.org/entity/Q118675903,
http://www.wikidata.org/entity/Q118678052,
http://www.wikidata.org/entity/Q118680631,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q118724762,
http://www.wikidata.org/entity/Q118725088,
http://www.wikidata.org/entity/Q118725638,
http://www.wikidata.org/entity/Q118822913,
http://www.wikidata.org/entity/Q118835177,
http://www.wikidata.org/entity/Q118868275,
http://www.wikidata.org/entity/Q118869818,
http://www.wikidata.org/entity/Q118873919,
http://www.wikidata.org/entity/Q118898180,
http://www.wikidata.org/entity/Q118905108,
http://www.wikidata.org/entity/Q118978047,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q119008888,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q119010849,
http://www.wikidata.org/entity/Q119157243,
http://www.wikidata.org/entity/Q119164762,manierismo
http://www.wikidata.org/entity/Q119169372,
http://www.wikidata.org/entity/Q119292565,
http://www.wikidata.org/entity/Q119353076,
http://www.wikidata.org/entity/Q119398059,
http://www.wikidata.org/entity/Q119404568,
http://www.wikidata.org/entity/Q119406125,
http://www.wikidata.org/entity/Q119443390,
http://www.wikidata.org/entity/Q119443609,
http://www.wikidata.org/entity/Q119493466,
http://www.wikidata.org/entity/Q119496040,
http://www.wikidata.org/entity/Q119574411,
http://www.wikidata.org/entity/Q119702756,
http://www.wikidata.org/entity/Q119819515,
http://www.wikidata.org/entity/Q119846277,
http://www.wikidata.org/entity/Q120311223,
http://www.wikidata.org/entity/Q120317949,
http://www.wikidata.org/entity/Q120401056,
http://www.wikidata.org/entity/Q120488471,
http://www.wikidata.org/entity/Q120488611,
http://www.wikidata.org/entity/Q120488851,
http://www.wikidata.org/entity/Q120489814,
http://www.wikidata.org/entity/Q120509133,
http://www.wikidata.org/entity/Q120509521,
http://www.wikidata.org/entity/Q120509789,
http://www.wikidata.org/entity/Q120598525,
http://www.wikidata.org/entity/Q120598716,
http://www.wikidata.org/entity/Q120763322,
http://www.wikidata.org/entity/Q120766339,manierismo
http://www.wikidata.org/entity/Q120793977,
http://www.wikidata.org/entity/Q120822987,scuola fiorentina
http://www.wikidata.org/entity/Q120884863,
http://www.wikidata.org/entity/Q120884895,
http://www.wikidata.org/entity/Q120900571,
http://www.wikidata.org/entity/Q120903815,
http://www.wikidata.org/entity/Q120968113,"pittura fiamminga; Vlaamse school, 17de eeuw, Navolging van"
http://www.wikidata.org/entity/Q120968282,"pittura fiamminga; Vlaamse school, 17de eeuw, Navolging van"
http://www.wikidata.org/entity/Q120968550,"pittura fiamminga; Vlaamse school, 17de eeuw, Navolging van"
http://www.wikidata.org/entity/Q120968767,"pittura fiamminga; Vlaamse school, 17de eeuw, Navolging van"
http://www.wikidata.org/entity/Q120968914,
http://www.wikidata.org/entity/Q120985002,
http://www.wikidata.org/entity/Q121050640,
http://www.wikidata.org/entity/Q121064292,
http://www.wikidata.org/entity/Q121064630,
http://www.wikidata.org/entity/Q121065902,
http://www.wikidata.org/entity/Q121066043,
http://www.wikidata.org/entity/Q121450256,
http://www.wikidata.org/entity/Q121462678,
http://www.wikidata.org/entity/Q121504941,
http://www.wikidata.org/entity/Q121546107,
http://www.wikidata.org/entity/Q121678655,pittura veneta
http://www.wikidata.org/entity/Q121685223,
http://www.wikidata.org/entity/Q121689728,
http://www.wikidata.org/entity/Q121692401,
http://www.wikidata.org/entity/Q121735048,
http://www.wikidata.org/entity/Q121780997,
http://www.wikidata.org/entity/Q121811406,
http://www.wikidata.org/entity/Q121995915,
http://www.wikidata.org/entity/Q122227973,
http://www.wikidata.org/entity/Q122615548,
http://www.wikidata.org/entity/Q122617360,
http://www.wikidata.org/entity/Q122730307,
http://www.wikidata.org/entity/Q122733370,pittura veneta
http://www.wikidata.org/entity/Q122740583,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q122764699,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q122912807,
http://www.wikidata.org/entity/Q122948136,
http://www.wikidata.org/entity/Q122965388,
http://www.wikidata.org/entity/Q123036459,
http://www.wikidata.org/entity/Q123052486,realismo
http://www.wikidata.org/entity/Q123052559,realismo
http://www.wikidata.org/entity/Q123055325,
http://www.wikidata.org/entity/Q123146252,pittura gotica
http://www.wikidata.org/entity/Q123178580,barocco napoletano
http://www.wikidata.org/entity/Q123200931,
http://www.wikidata.org/entity/Q123200938,
http://www.wikidata.org/entity/Q123200940,
http://www.wikidata.org/entity/Q123201359,
http://www.wikidata.org/entity/Q123258249,
http://www.wikidata.org/entity/Q123260093,impressionismo
http://www.wikidata.org/entity/Q123301255,pittura romantica
http://www.wikidata.org/entity/Q123313948,
http://www.wikidata.org/entity/Q123314103,
http://www.wikidata.org/entity/Q123328738,
http://www.wikidata.org/entity/Q123338940,
http://www.wikidata.org/entity/Q123375075,manierismo
http://www.wikidata.org/entity/Q123416410,
http://www.wikidata.org/entity/Q123416461,
http://www.wikidata.org/entity/Q123416548,
http://www.wikidata.org/entity/Q123416954,
http://www.wikidata.org/entity/Q123416994,
http://www.wikidata.org/entity/Q123417018,
http://www.wikidata.org/entity/Q123418628,
http://www.wikidata.org/entity/Q123419057,
http://www.wikidata.org/entity/Q123419096,
http://www.wikidata.org/entity/Q123419116,
http://www.wikidata.org/entity/Q123419220,
http://www.wikidata.org/entity/Q123419237,
http://www.wikidata.org/entity/Q123419285,
http://www.wikidata.org/entity/Q123419324,
http://www.wikidata.org/entity/Q123419384,
http://www.wikidata.org/entity/Q123419421,
http://www.wikidata.org/entity/Q123422898,
http://www.wikidata.org/entity/Q123457362,
http://www.wikidata.org/entity/Q123457371,
http://www.wikidata.org/entity/Q123457388,
http://www.wikidata.org/entity/Q123457393,
http://www.wikidata.org/entity/Q123457399,
http://www.wikidata.org/entity/Q123458625,
http://www.wikidata.org/entity/Q123462848,
http://www.wikidata.org/entity/Q123480115,
http://www.wikidata.org/entity/Q123562848,
http://www.wikidata.org/entity/Q123671285,pittura veneta
http://www.wikidata.org/entity/Q123709241,pittura veneta
http://www.wikidata.org/entity/Q123709348,
http://www.wikidata.org/entity/Q123741888,pittura veneta
http://www.wikidata.org/entity/Q123751969,pittura veneta
http://www.wikidata.org/entity/Q123753616,
http://www.wikidata.org/entity/Q123754396,
http://www.wikidata.org/entity/Q123912954,pittura veneta
http://www.wikidata.org/entity/Q124038605,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q124039068,pittura veneta
http://www.wikidata.org/entity/Q124039121,
http://www.wikidata.org/entity/Q124039323,
http://www.wikidata.org/entity/Q124043063,pittura veneta
http://www.wikidata.org/entity/Q124056690,pittura veneta
http://www.wikidata.org/entity/Q124069413,
http://www.wikidata.org/entity/Q124069583,
http://www.wikidata.org/entity/Q124069753,
http://www.wikidata.org/entity/Q124079494,
http://www.wikidata.org/entity/Q124083860,
http://www.wikidata.org/entity/Q124084281,
http://www.wikidata.org/entity/Q124086041,
http://www.wikidata.org/entity/Q124086306,
http://www.wikidata.org/entity/Q124086626,
http://www.wikidata.org/entity/Q124087802,
http://www.wikidata.org/entity/Q124091771,
http://www.wikidata.org/entity/Q124092399,
http://www.wikidata.org/entity/Q124092672,
http://www.wikidata.org/entity/Q124097861,
http://www.wikidata.org/entity/Q124098297,
http://www.wikidata.org/entity/Q124100563,pittura rinascimentale italiana
http://www.wikidata.org/entity/Q124101877,
http://www.wikidata.org/entity/Q124101956,
http://www.wikidata.org/entity/Q124150884,
http://www.wikidata.org/entity/Q124151090,
http://www.wikidata.org/entity/Q124152267,pittura veneta
http://www.wikidata.org/entity/Q124154199,
http://www.wikidata.org/entity/Q124154228,
http://www.wikidata.org/entity/Q124210379,
http://www.wikidata.org/entity/Q124218595,pittura veneta
http://www.wikidata.org/entity/Q124246612,pittura veneta
http://www.wikidata.org/entity/Q124248182,manierismo; pittura rinascimentale italiana
http://www.wikidata.org/entity/Q124256182,
http://www.wikidata.org/entity/Q124286611,pittura veneta
http://www.wikidata.org/entity/Q124287319,pittura veneta
http://www.wikidata.org/entity/Q124287594,
http://www.wikidata.org/entity/Q124288119,Alto Rinascimento
http://www.wikidata.org/entity/Q124307433,
http://www.wikidata.org/entity/Q124307821,
http://www.wikidata.org/entity/Q124316070,
http://www.wikidata.org/entity/Q124321743,
http://www.wikidata.org/entity/Q124348363,
http://www.wikidata.org/entity/Q124348745,
http://www.wikidata.org/entity/Q124349538,
http://www.wikidata.org/entity/Q124369794,
http://www.wikidata.org/entity/Q124498236,
http://www.wikidata.org/entity/Q124499426,
http://www.wikidata.org/entity/Q124537391,
http://www.wikidata.org/entity/Q124538450,
http://www.wikidata.org/entity/Q124627974,
http://www.wikidata.org/entity/Q124629543,
http://www.wikidata.org/entity/Q124630700,
http://www.wikidata.org/entity/Q124652229,realismo
http://www.wikidata.org/entity/Q124652592,
http://www.wikidata.org/entity/Q124662452,
http://www.wikidata.org/entity/Q124662574,
http://www.wikidata.org/entity/Q124663036,
http://www.wikidata.org/entity/Q124664892,
http://www.wikidata.org/entity/Q124686467,Alto Rinascimento
http://www.wikidata.org/entity/Q124719736,
http://www.wikidata.org/entity/Q124721106,
http://www.wikidata.org/entity/Q124723493,
http://www.wikidata.org/entity/Q124724283,pittura veneta; Alto Rinascimento
http://www.wikidata.org/entity/Q124726116,
http://www.wikidata.org/entity/Q124726300,
http://www.wikidata.org/entity/Q124736928,
http://www.wikidata.org/entity/Q124738743,
http://www.wikidata.org/entity/Q124801581,
http://www.wikidata.org/entity/Q124884546,romanticismo; art pompier
http://www.wikidata.org/entity/Q124902982,romanticismo; art pompier
http://www.wikidata.org/entity/Q124922865,romanticismo; art pompier
http://www.wikidata.org/entity/Q124962542,manierismo
http://www.wikidata.org/entity/Q124981334,art pompier; realismo
http://www.wikidata.org/entity/Q125102834,realismo
http://www.wikidata.org/entity/Q125107060,naturalismo; realismo
http://www.wikidata.org/entity/Q125116690,neoclassicismo
http://www.wikidata.org/entity/Q125144993,
http://www.wikidata.org/entity/Q125170382,
http://www.wikidata.org/entity/Q125176302,romanticismo
http://www.wikidata.org/entity/Q125189520,
http://www.wikidata.org/entity/Q125208945,
http://www.wikidata.org/entity/Q125266586,
http://www.wikidata.org/entity/Q125293980,
http://www.wikidata.org/entity/Q125298817,
http://www.wikidata.org/entity/Q125387269,
http://www.wikidata.org/entity/Q125399429,
http://www.wikidata.org/entity/Q125490773,
http://www.wikidata.org/entity/Q125599554,
http://www.wikidata.org/entity/Q125678611,
http://www.wikidata.org/entity/Q125679589,
http://www.wikidata.org/entity/Q125692333,
http://www.wikidata.org/entity/Q125704254,
http://www.wikidata.org/entity/Q125728210,
http://www.wikidata.org/entity/Q125774997,
http://www.wikidata.org/entity/Q125775011,
http://www.wikidata.org/entity/Q125775038,
http://www.wikidata.org/entity/Q125775039,
http://www.wikidata.org/entity/Q125775114,
http://www.wikidata.org/entity/Q125775115,
http://www.wikidata.org/entity/Q125775113,
http://www.wikidata.org/entity/Q125775116,
http://www.wikidata.org/entity/Q125794511,
