id,artisti
http://www.wikidata.org/entity/Q125599554,
http://www.wikidata.org/entity/Q125794511,
http://www.wikidata.org/entity/Q125811262,
http://www.wikidata.org/entity/Q125811962,
http://www.wikidata.org/entity/Q125813029,
http://www.wikidata.org/entity/Q125813094,
http://www.wikidata.org/entity/Q125813375,
http://www.wikidata.org/entity/Q125813475,
http://www.wikidata.org/entity/Q125863783,
http://www.wikidata.org/entity/Q125938897,
http://www.wikidata.org/entity/Q126127358,
http://www.wikidata.org/entity/Q126284178,
http://www.wikidata.org/entity/Q126284183,
http://www.wikidata.org/entity/Q126284187,
http://www.wikidata.org/entity/Q126284185,
http://www.wikidata.org/entity/Q126284191,
http://www.wikidata.org/entity/Q126284189,
http://www.wikidata.org/entity/Q126284194,
http://www.wikidata.org/entity/Q126284192,
http://www.wikidata.org/entity/Q131690525,
http://www.wikidata.org/entity/Q131690546,
http://www.wikidata.org/entity/Q131690557,
http://www.wikidata.org/entity/Q131690560,
http://www.wikidata.org/entity/Q131690582,
http://www.wikidata.org/entity/Q131690637,
http://www.wikidata.org/entity/Q131702506,
http://www.wikidata.org/entity/Q131719684,
http://www.wikidata.org/entity/Q131719743,
http://www.wikidata.org/entity/Q131719750,
http://www.wikidata.org/entity/Q131766147,
http://www.wikidata.org/entity/Q131812937,
http://www.wikidata.org/entity/Q131825279,
http://www.wikidata.org/entity/Q131829978,
http://www.wikidata.org/entity/Q131831573,
http://www.wikidata.org/entity/Q131831783,
http://www.wikidata.org/entity/Q131832197,
http://www.wikidata.org/entity/Q131832227,
http://www.wikidata.org/entity/Q131851103,
http://www.wikidata.org/entity/Q131856942,
http://www.wikidata.org/entity/Q131859345,
http://www.wikidata.org/entity/Q131859542,
http://www.wikidata.org/entity/Q131860141,
http://www.wikidata.org/entity/Q131860198,
http://www.wikidata.org/entity/Q131861810,
http://www.wikidata.org/entity/Q131861981,
http://www.wikidata.org/entity/Q131869926,
http://www.wikidata.org/entity/Q131869955,
http://www.wikidata.org/entity/Q132147979,
http://www.wikidata.org/entity/Q132148015,
http://www.wikidata.org/entity/Q132166188,
http://www.wikidata.org/entity/Q132166238,
http://www.wikidata.org/entity/Q132166239,
http://www.wikidata.org/entity/Q132166241,
http://www.wikidata.org/entity/Q132166246,
http://www.wikidata.org/entity/Q132166245,
http://www.wikidata.org/entity/Q132166250,
http://www.wikidata.org/entity/Q132166251,
http://www.wikidata.org/entity/Q132166254,
http://www.wikidata.org/entity/Q132166252,
http://www.wikidata.org/entity/Q132166258,
http://www.wikidata.org/entity/Q132166259,
http://www.wikidata.org/entity/Q132166256,
http://www.wikidata.org/entity/Q132166257,
http://www.wikidata.org/entity/Q132166260,
http://www.wikidata.org/entity/Q132166261,
http://www.wikidata.org/entity/Q132166294,
http://www.wikidata.org/entity/Q132166295,
http://www.wikidata.org/entity/Q132166293,
http://www.wikidata.org/entity/Q132188587,
http://www.wikidata.org/entity/Q132397614,
http://www.wikidata.org/entity/Q132397615,
http://www.wikidata.org/entity/Q132397613,
http://www.wikidata.org/entity/Q132655854,
http://www.wikidata.org/entity/Q133280987,
http://www.wikidata.org/entity/Q133281000,
http://www.wikidata.org/entity/Q133281019,
http://www.wikidata.org/entity/Q134006791,
http://www.wikidata.org/entity/Q135089933,
http://www.wikidata.org/entity/Q135286600,
http://www.wikidata.org/entity/Q135972052,
http://www.wikidata.org/entity/Q136457064,
http://www.wikidata.org/entity/Q136468769,
http://www.wikidata.org/entity/Q136752887,
http://www.wikidata.org/entity/Q136789581,
http://www.wikidata.org/entity/Q136806465,
http://www.wikidata.org/entity/Q136849352,
http://www.wikidata.org/entity/Q5659648,Giambattista Tiepolo (maschio)
http://www.wikidata.org/entity/Q5954551,Sandro Botticelli (maschio)
http://www.wikidata.org/entity/Q6696013,Leonardo da Vinci (maschio)
http://www.wikidata.org/entity/Q7232252,Sebastiano del Piombo (maschio)
http://www.wikidata.org/entity/Q7232287,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q7232305,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q7401416,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q7401482,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q7720644,Guercino (maschio)
http://www.wikidata.org/entity/Q7750471,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q7885787,Sandro Botticelli (maschio)
http://www.wikidata.org/entity/Q7920573,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q9387722,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q11694943,Tiziano Vecellio (maschio); Marco Vecellio (maschio)
http://www.wikidata.org/entity/Q11753618,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q11769022,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q12172990,Fra' Galgario (maschio)
http://www.wikidata.org/entity/Q15008032,Giovanni Bellini (maschio); Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q15974347,Marco d'Oggiono (maschio)
http://www.wikidata.org/entity/Q15982437,Cima da Conegliano (maschio)
http://www.wikidata.org/entity/Q16167039,Il Moretto (maschio)
http://www.wikidata.org/entity/Q16467999,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q16536592,Canaletto (maschio)
http://www.wikidata.org/entity/Q16543332,Paolo Veronese (maschio)
http://www.wikidata.org/entity/Q16549203,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q16564738,Battistello Caracciolo (maschio)
http://www.wikidata.org/entity/Q16573223,Giovanni Fattori (maschio)
http://www.wikidata.org/entity/Q16574865,Guido da Siena (maschio); Dietisalvi di Speme (maschio)
http://www.wikidata.org/entity/Q16585848,Paolo Veronese (maschio)
http://www.wikidata.org/entity/Q16596967,Francesco Hayez (maschio)
http://www.wikidata.org/entity/Q16608187,Domenico Beccafumi (maschio)
http://www.wikidata.org/entity/Q16620779,Giovanni Bellini (maschio)
http://www.wikidata.org/entity/Q16621939,El Greco (maschio)
http://www.wikidata.org/entity/Q37027223,Dosso Dossi (maschio); Battista Dossi (maschio)
http://www.wikidata.org/entity/Q40669017,Daniele Crespi (maschio)
http://www.wikidata.org/entity/Q40691169,Daniele Crespi (maschio)
http://www.wikidata.org/entity/Q40695411,Daniele Crespi (maschio)
http://www.wikidata.org/entity/Q45361473,Plautilla Nelli (femmina)
http://www.wikidata.org/entity/Q46833514,Jean Clouet (maschio)
http://www.wikidata.org/entity/Q46998093,Umberto Boccioni (maschio)
http://www.wikidata.org/entity/Q48388241,Giovanni Bellini (maschio)
http://www.wikidata.org/entity/Q48808515,Cosmè Tura (maschio)
http://www.wikidata.org/entity/Q48814933,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q48917755,Mattia Preti (maschio)
http://www.wikidata.org/entity/Q48927682,El Greco (maschio)
http://www.wikidata.org/entity/Q49167284,Francesco Rustici (maschio)
http://www.wikidata.org/entity/Q49167493,Francesco Rustici (maschio)
http://www.wikidata.org/entity/Q49167697,Francesco Rustici (maschio)
http://www.wikidata.org/entity/Q49167869,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q50378007,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q50378015,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q50384906,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q50399525,Anton Domenico Gabbiani (maschio)
http://www.wikidata.org/entity/Q50422860,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q50474718,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q50752920,Jacopo Palma il Vecchio (maschio)
http://www.wikidata.org/entity/Q50840293,Giovan Battista Moroni (maschio)
http://www.wikidata.org/entity/Q50846578,Sebastiano Ricci (maschio)
http://www.wikidata.org/entity/Q50880887,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q50884435,Alessandro Allori (maschio)
http://www.wikidata.org/entity/Q50894841,Antonio Moro (maschio)
http://www.wikidata.org/entity/Q50939921,Giuseppe Maria Crespi (maschio)
http://www.wikidata.org/entity/Q51212996,Gian Lorenzo Bernini (maschio)
http://www.wikidata.org/entity/Q51726313,Joaquín Sorolla (maschio)
http://www.wikidata.org/entity/Q51918916,Camillo Filippi (maschio)
http://www.wikidata.org/entity/Q52084102,Francesco Hayez (maschio)
http://www.wikidata.org/entity/Q52155208,Carlo Maratta (maschio)
http://www.wikidata.org/entity/Q52155641,Elisabeth Chaplin (femmina)
http://www.wikidata.org/entity/Q52157937,John Singer Sargent (maschio)
http://www.wikidata.org/entity/Q52217967,Raffaello Gambogi (maschio)
http://www.wikidata.org/entity/Q52329690,Vittorio Matteo Corcos (maschio)
http://www.wikidata.org/entity/Q52735921,Vincenzo Cabianca (maschio)
http://www.wikidata.org/entity/Q53560123,Giusto de' Menabuoi (maschio)
http://www.wikidata.org/entity/Q54086391,Lodovico Cigoli (maschio)
http://www.wikidata.org/entity/Q54625897,Lattanzio Querena (maschio)
http://www.wikidata.org/entity/Q55177712,Antonio Ciseri (maschio)
http://www.wikidata.org/entity/Q55814015,Carlo Bazzi (maschio)
http://www.wikidata.org/entity/Q56043344,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q56062483,Corrado Giaquinto (maschio)
http://www.wikidata.org/entity/Q56149824,Antonio Rotta (maschio)
http://www.wikidata.org/entity/Q56318135,Alessandro Sanquirico (maschio)
http://www.wikidata.org/entity/Q56323639,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q56323645,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q56323673,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q56538353,Giovan Battista Moroni (maschio)
http://www.wikidata.org/entity/Q56776954,Pietro Bussolo (maschio); Giovanni Marinoni (maschio)
http://www.wikidata.org/entity/Q57530584,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q57623718,Giovan Francesco Caroto (maschio)
http://www.wikidata.org/entity/Q58177339,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q58178579,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q58181750,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q58184717,Carlo Grossi (maschio)
http://www.wikidata.org/entity/Q58185294,Antonio Introini (maschio)
http://www.wikidata.org/entity/Q58231270,Teofilo Patini (maschio)
http://www.wikidata.org/entity/Q58480176,Felice Giani (maschio)
http://www.wikidata.org/entity/Q58956093,Antonio Vivarini (maschio); Giovanni d'Alemagna (maschio)
http://www.wikidata.org/entity/Q59185173,Enrico Castiglioni (maschio)
http://www.wikidata.org/entity/Q59185398,Enrico Castiglioni (maschio)
http://www.wikidata.org/entity/Q59442235,Vittoria Ligari (femmina)
http://www.wikidata.org/entity/Q59914107,Renato Guttuso (maschio)
http://www.wikidata.org/entity/Q60838300,Paolo da Visso (maschio)
http://www.wikidata.org/entity/Q61767320,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q61816747,Francesco Hayez (maschio)
http://www.wikidata.org/entity/Q62014629,Basilio Cascella (maschio)
http://www.wikidata.org/entity/Q62272761,Arturo Tosi (maschio)
http://www.wikidata.org/entity/Q62476202,Franz Xaver Winterhalter (maschio)
http://www.wikidata.org/entity/Q63476058,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q63994924,Callisto Piazza (maschio)
http://www.wikidata.org/entity/Q63995247,Giovan Battista Trotti (maschio)
http://www.wikidata.org/entity/Q64766792,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q65610116,Giovanni Migliara (maschio)
http://www.wikidata.org/entity/Q66098687,Ambrogio Figino (maschio)
http://www.wikidata.org/entity/Q67203105,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q67203111,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q68704168,Giovanni Battista Pozzi (maschio); Il Morazzone (maschio)
http://www.wikidata.org/entity/Q69658139,Sebastiano del Piombo (maschio)
http://www.wikidata.org/entity/Q69859246,Federico Zandomeneghi (maschio)
http://www.wikidata.org/entity/Q71126799,Prospero Fontana (maschio)
http://www.wikidata.org/entity/Q74717988,Albrecht Dürer (maschio)
http://www.wikidata.org/entity/Q77310161,Andrea del Sarto (maschio)
http://www.wikidata.org/entity/Q78330040,Lorenzo di Credi (maschio)
http://www.wikidata.org/entity/Q78756742,Aurelio Luini (maschio)
http://www.wikidata.org/entity/Q79020756,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79021384,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79021962,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79022279,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79022528,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79022983,Battista Vicentino (maschio)
http://www.wikidata.org/entity/Q79023210,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79023501,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79024384,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79024730,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q79025062,Giovanni Battista Pittoni (maschio)
http://www.wikidata.org/entity/Q17638342,Girolamo Mazzola Bedoli (maschio)
http://www.wikidata.org/entity/Q17652075,Bernardino Luini (maschio)
http://www.wikidata.org/entity/Q18226128,Rembrandt (maschio)
http://www.wikidata.org/entity/Q18385026,Giovanni Fattori (maschio)
http://www.wikidata.org/entity/Q18578019,Giuseppe Arcimboldo (maschio)
http://www.wikidata.org/entity/Q18688370,Pietro da Cortona (maschio)
http://www.wikidata.org/entity/Q19060568,Anton Raphael Mengs (maschio)
http://www.wikidata.org/entity/Q19060621,Antonio Joli (maschio)
http://www.wikidata.org/entity/Q19361572,Élisabeth Vigée Le Brun (femmina)
http://www.wikidata.org/entity/Q19390001,Lavinia Fontana (femmina)
http://www.wikidata.org/entity/Q19516146,Raffaello Sanzio (maschio)
http://www.wikidata.org/entity/Q19660300,Canaletto (maschio)
http://www.wikidata.org/entity/Q19681559,Bernardo Bellotto (maschio)
http://www.wikidata.org/entity/Q19681664,Bernardo Bellotto (maschio)
http://www.wikidata.org/entity/Q19686409,Francesco Guardi (maschio)
http://www.wikidata.org/entity/Q19686414,Michele Marieschi (maschio)
http://www.wikidata.org/entity/Q19882485,Gian Lorenzo Bernini (maschio)
http://www.wikidata.org/entity/Q19947640,Altobello Melone (maschio)
http://www.wikidata.org/entity/Q19966565,Annibale Carracci (maschio); Ludovico Carracci (maschio)
http://www.wikidata.org/entity/Q19966606,Romanino (maschio)
http://www.wikidata.org/entity/Q19966608,Parmigianino (maschio)
http://www.wikidata.org/entity/Q20092785,Jacopo Bassano (maschio)
http://www.wikidata.org/entity/Q20744065,Niccolò Musso (maschio)
http://www.wikidata.org/entity/Q20744144,Giuseppe Vermiglio (maschio)
http://www.wikidata.org/entity/Q20744173,Eleuterio Pagliano (maschio)
http://www.wikidata.org/entity/Q20991673,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q21121896,Giambattista Tiepolo (maschio)
http://www.wikidata.org/entity/Q21666329,Liberato da Rieti (maschio)
http://www.wikidata.org/entity/Q22917444,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q22931136,Peder Severin Krøyer (maschio)
http://www.wikidata.org/entity/Q22949398,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q22949778,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q22949827,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q22958240,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q23006207,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q23305501,Giovanni Battista Salvi (maschio)
http://www.wikidata.org/entity/Q24050695,Beppe Ciardi (maschio)
http://www.wikidata.org/entity/Q24090610,Achille Cattaneo (maschio)
http://www.wikidata.org/entity/Q24090614,Achille Cattaneo (maschio)
http://www.wikidata.org/entity/Q24091047,Achille Cattaneo (maschio)
http://www.wikidata.org/entity/Q24091066,Achille Cattaneo (maschio)
http://www.wikidata.org/entity/Q24091089,Michele Cascella (maschio)
http://www.wikidata.org/entity/Q24091112,Aldo Carpi (maschio)
http://www.wikidata.org/entity/Q24325684,Juan Bautista Martínez del Mazo (maschio)
http://www.wikidata.org/entity/Q24933808,Antonio Solario (maschio)
http://www.wikidata.org/entity/Q24938224,Giovanni Segantini (maschio)
http://www.wikidata.org/entity/Q24939660,Mario Bazzi (maschio)
http://www.wikidata.org/entity/Q24939839,Leonardo Borgese (maschio)
http://www.wikidata.org/entity/Q24939843,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q24939884,Anselmo Bucci (maschio)
http://www.wikidata.org/entity/Q24940870,Adone Comboni (maschio)
http://www.wikidata.org/entity/Q25388274,Luigi Mussini (maschio)
http://www.wikidata.org/entity/Q25410292,Anselmo Bucci (maschio)
http://www.wikidata.org/entity/Q25410567,Gigi Comolli (maschio)
http://www.wikidata.org/entity/Q25444052,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q26256901,Iacopino del Conte (maschio)
http://www.wikidata.org/entity/Q26488380,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q27504416,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q27507068,Biagio Bellotti (maschio)
http://www.wikidata.org/entity/Q27650796,Angelo Morbelli (maschio)
http://www.wikidata.org/entity/Q27664456,Giambattista Tiepolo (maschio)
http://www.wikidata.org/entity/Q27827425,Mario de' Fiori (maschio); Filippo Lauri (maschio)
http://www.wikidata.org/entity/Q27830737,Carlo Maratta (maschio); Mario de' Fiori (maschio)
http://www.wikidata.org/entity/Q27948860,Francesco Hayez (maschio)
http://www.wikidata.org/entity/Q27955751,Jacopo Palma il Vecchio (maschio)
http://www.wikidata.org/entity/Q28093447,Francesco Solimena (maschio)
http://www.wikidata.org/entity/Q28113318,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q28113316,Ginevra Cantofoli (femmina)
http://www.wikidata.org/entity/Q28147005,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q28229077,Jan Gossaert (maschio)
http://www.wikidata.org/entity/Q28466203,Daniele da Volterra (maschio)
http://www.wikidata.org/entity/Q28547106,Giovanni Fattori (maschio)
http://www.wikidata.org/entity/Q28668222,Tanzio da Varallo (maschio)
http://www.wikidata.org/entity/Q28668544,Frans Pourbus il Giovane (maschio)
http://www.wikidata.org/entity/Q28798137,Bonifacio Veronese (maschio)
http://www.wikidata.org/entity/Q28803486,Andrea Sacchi (maschio)
http://www.wikidata.org/entity/Q28803484,Antoon van Dyck (maschio)
http://www.wikidata.org/entity/Q28803514,Antoon van Dyck (maschio)
http://www.wikidata.org/entity/Q28803759,Guercino (maschio)
http://www.wikidata.org/entity/Q28803789,Hyacinthe Rigaud (maschio)
http://www.wikidata.org/entity/Q28809144,Mattia Preti (maschio)
http://www.wikidata.org/entity/Q28860726,Giovan Francesco Nagli (maschio)
http://www.wikidata.org/entity/Q28952741,Giovan Battista Moroni (maschio)
http://www.wikidata.org/entity/Q29015025,Artemisia Gentileschi (femmina)
http://www.wikidata.org/entity/Q29114098,Francesco de' Franceschi (maschio)
http://www.wikidata.org/entity/Q29654663,Fede Galizia (femmina)
http://www.wikidata.org/entity/Q29997042,Lavinia Fontana (femmina)
http://www.wikidata.org/entity/Q30031052,Innocente Salvini (maschio)
http://www.wikidata.org/entity/Q30032029,Emilio Magistretti (maschio)
http://www.wikidata.org/entity/Q30135606,Paris Bordon (maschio)
http://www.wikidata.org/entity/Q30605361,Onofrio Palumbo (maschio); Artemisia Gentileschi (femmina)
http://www.wikidata.org/entity/Q30880011,Guido Farina (maschio)
http://www.wikidata.org/entity/Q30880062,Giuseppe Ferrata (maschio)
http://www.wikidata.org/entity/Q30880678,Andrea Fossombrone (maschio)
http://www.wikidata.org/entity/Q30880889,Giovan Battista Moroni (maschio)
http://www.wikidata.org/entity/Q30887689,Adriano Spilimbergo (maschio)
http://www.wikidata.org/entity/Q30887699,Antonio Donghi (maschio)
http://www.wikidata.org/entity/Q30887987,Achille Funi (maschio)
http://www.wikidata.org/entity/Q31559452,Alvise Vivarini (maschio)
http://www.wikidata.org/entity/Q34215143,Salvatore Bianchi (maschio)
http://www.wikidata.org/entity/Q110312698,Giovanni Giorgi (maschio)
http://www.wikidata.org/entity/Q110382981,Giovan Gioseffo Dal Sole (maschio)
http://www.wikidata.org/entity/Q110384990,Telemaco Signorini (maschio)
http://www.wikidata.org/entity/Q110546796,Raffaele Postiglione (maschio)
http://www.wikidata.org/entity/Q110626569,Nicolò Bambini (maschio)
http://www.wikidata.org/entity/Q110634767,Marcantonio Franceschini (maschio)
http://www.wikidata.org/entity/Q110681237,Ponziano Loverini (maschio)
http://www.wikidata.org/entity/Q110714745,Sandro Botticelli (maschio)
http://www.wikidata.org/entity/Q110770118,Carlo Antonio Procaccini (maschio)
http://www.wikidata.org/entity/Q110865329,Gregorio Lazzarini (maschio)
http://www.wikidata.org/entity/Q110866078,Giuseppe Gambarini (maschio)
http://www.wikidata.org/entity/Q110867847,Luigi Garzi (maschio)
http://www.wikidata.org/entity/Q110868028,Luigi Garzi (maschio)
http://www.wikidata.org/entity/Q110868273,Paolo De Matteis (maschio)
http://www.wikidata.org/entity/Q110872609,Gregorio Lazzarini (maschio)
http://www.wikidata.org/entity/Q110872935,Francesco Mancini (maschio)
http://www.wikidata.org/entity/Q110884929,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q110907328,Giuseppe Frascaroli (maschio)
http://www.wikidata.org/entity/Q110907797,Hyacinthe Rigaud (maschio)
http://www.wikidata.org/entity/Q111041574,Giotto (maschio)
http://www.wikidata.org/entity/Q111042707,Giotto (maschio); Maestro delle Vele (maschio)
http://www.wikidata.org/entity/Q111159651,Marie-Guillemine Benoist (femmina)
http://www.wikidata.org/entity/Q111160508,Marie-Guillemine Benoist (femmina)
http://www.wikidata.org/entity/Q111255373,Giuseppe Amisani (maschio)
http://www.wikidata.org/entity/Q111255770,Giuseppe Amisani (maschio)
http://www.wikidata.org/entity/Q111256129,Antonio Rotta (maschio)
http://www.wikidata.org/entity/Q111257029,Antonio Rotta (maschio)
http://www.wikidata.org/entity/Q111308504,Giuseppe De Nittis (maschio)
http://www.wikidata.org/entity/Q111485530,Francesco Guarini (maschio)
http://www.wikidata.org/entity/Q111485979,Francesco Guarini (maschio)
http://www.wikidata.org/entity/Q111486358,Francesco Guarini (maschio)
http://www.wikidata.org/entity/Q111486805,Giovan Tommaso Guarini (maschio)
http://www.wikidata.org/entity/Q111508542,Jacopo Bellini (maschio)
http://www.wikidata.org/entity/Q111509018,Jacopo Bellini (maschio)
http://www.wikidata.org/entity/Q111512548,Giuseppe Molteni (maschio)
http://www.wikidata.org/entity/Q111577849,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q111593419,Francesco Guardi (maschio)
http://www.wikidata.org/entity/Q111718624,Giovan Battista Gaulli (maschio)
http://www.wikidata.org/entity/Q111738668,Antonio Rossellino (maschio); Francesco Botticini (maschio)
http://www.wikidata.org/entity/Q111803475,Giuseppe De Nittis (maschio)
http://www.wikidata.org/entity/Q111972094,Luigi Russolo (maschio)
http://www.wikidata.org/entity/Q111976882,Benedetto Rusconi (maschio)
http://www.wikidata.org/entity/Q112007402,Teodoro Matteini (maschio)
http://www.wikidata.org/entity/Q112034219,Pietro Longhi (maschio)
http://www.wikidata.org/entity/Q112034223,Andrea Appiani (maschio)
http://www.wikidata.org/entity/Q112074870,Odoardo Borrani (maschio)
http://www.wikidata.org/entity/Q112110434,Ferdinando Cavalleri (maschio)
http://www.wikidata.org/entity/Q112122261,George Peter Alexander Healy (maschio)
http://www.wikidata.org/entity/Q112125081,Bartolomeo Passarotti (maschio)
http://www.wikidata.org/entity/Q112228996,Domenico Induno (maschio)
http://www.wikidata.org/entity/Q112675085,Giovanni Battista Torriglia (maschio)
http://www.wikidata.org/entity/Q112798481,Cavalier d'Arpino (maschio)
http://www.wikidata.org/entity/Q112958938,Johann Gottlieb Hackert (maschio)
http://www.wikidata.org/entity/Q113005931,Anton Raphael Mengs (maschio)
http://www.wikidata.org/entity/Q113006398,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q113016417,Girolamo Siciolante da Sermoneta (maschio)
http://www.wikidata.org/entity/Q113328601,Giovanni Boldini (maschio)
http://www.wikidata.org/entity/Q113328821,Anton Raphael Mengs (maschio)
http://www.wikidata.org/entity/Q113444533,Giovanni Boldini (maschio)
http://www.wikidata.org/entity/Q113465655,Lucas Cranach il Vecchio (maschio)
http://www.wikidata.org/entity/Q113465666,Lucas Cranach il Vecchio (maschio)
http://www.wikidata.org/entity/Q113550634,Cesare Dell'Acqua (maschio)
http://www.wikidata.org/entity/Q113825024,Agnolo Bronzino (maschio)
http://www.wikidata.org/entity/Q113878786,Guercino (maschio)
http://www.wikidata.org/entity/Q113988555,Giuseppe Frascaroli (maschio)
http://www.wikidata.org/entity/Q114241461,Hyacinthe Rigaud (maschio)
http://www.wikidata.org/entity/Q114417179,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q114417792,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q114601165,Tiziano Vecellio (maschio)
http://www.wikidata.org/entity/Q114647508,Cipriano Cei (maschio)
http://www.wikidata.org/entity/Q114647547,Jacopo Tintoretto (maschio)
http://www.wikidata.org/entity/Q114770904,Jan van Eyck (maschio)
http://www.wikidata.org/entity/Q114772679,Guercino (maschio)
http://www.wikidata.org/entity/Q114775095,Alessandro Tiarini (maschio)
http://www.wikidata.org/entity/Q114793365,Umberto Moggioli (maschio)
http://www.wikidata.org/entity/Q114807998,Giovanni Fattori (maschio)
http://www.wikidata.org/entity/Q114811811,Pompeo Mariani (maschio)
http://www.wikidata.org/entity/Q114825983,Andrea Lilli (maschio)
http://www.wikidata.org/entity/Q114857806,Ludovico Buti (maschio)
http://www.wikidata.org/entity/Q114859027,Cristofano dell'Altissimo (maschio)
http://www.wikidata.org/entity/Q114863216,Giuseppe Maria Crespi (maschio)
http://www.wikidata.org/entity/Q114869573,Pietro Ricchi (maschio)
http://www.wikidata.org/entity/Q114937054,Francesco Podesti (maschio)
http://www.wikidata.org/entity/Q115041810,Pompeo Batoni (maschio)
http://www.wikidata.org/entity/Q115067483,Sandro Botticelli (maschio)
http://www.wikidata.org/entity/Q115102928,Protasio Girolamo Stambucchi (maschio)
http://www.wikidata.org/entity/Q115110979,Scipione Pulzone (maschio)
http://www.wikidata.org/entity/Q115153302,Bruno Tano (maschio)
http://www.wikidata.org/entity/Q115192337,Guido Reni (maschio)
http://www.wikidata.org/entity/Q115193266,Giovanni Lanfranco (maschio)
http://www.wikidata.org/entity/Q115206624,Francesco Solimena (maschio)
http://www.wikidata.org/entity/Q115249957,Guercino (maschio)
http://www.wikidata.org/entity/Q115326515,Federico Barocci (maschio)
http://www.wikidata.org/entity/Q115327275,Giovan Battista Gaulli (maschio)
http://www.wikidata.org/entity/Q115329022,Giovanni Maria Morandi (maschio)
http://www.wikidata.org/entity/Q115350433,Francesco Podesti (maschio)
http://www.wikidata.org/entity/Q115363544,Giuliano Bugiardini (maschio)
http://www.wikidata.org/entity/Q115380883,Clemente Alberi (maschio)
http://www.wikidata.org/entity/Q115382052,Clemente Alberi (maschio)
http://www.wikidata.org/entity/Q115390601,Pier Francesco Mola (maschio)
http://www.wikidata.org/entity/Q117052364,Bernardo Castello (maschio)
http://www.wikidata.org/entity/Q117086849,Jacob Ferdinand Voet (maschio)
http://www.wikidata.org/entity/Q117086888,Cesare Tallone (maschio)
http://www.wikidata.org/entity/Q117086924,Italo Josz (maschio)
