id,soggetti
http://www.wikidata.org/entity/Q107496570,Gioachino Rossini
http://www.wikidata.org/entity/Q107522400,
http://www.wikidata.org/entity/Q107548658,
http://www.wikidata.org/entity/Q107720702,donna
http://www.wikidata.org/entity/Q108123187,età dell'oro
http://www.wikidata.org/entity/Q108123188,Età dell'argento
http://www.wikidata.org/entity/Q108292260,Isabella de' Medici
http://www.wikidata.org/entity/Q108314527,Braccio di Bartolo
http://www.wikidata.org/entity/Q108321038,
http://www.wikidata.org/entity/Q108321039,
http://www.wikidata.org/entity/Q108335985,Pietro Aretino
http://www.wikidata.org/entity/Q108584832,Adorazione dei Magi
http://www.wikidata.org/entity/Q108783372,
http://www.wikidata.org/entity/Q108799898,Madonna col Bambino
http://www.wikidata.org/entity/Q108816249,Annunciazione
http://www.wikidata.org/entity/Q108873567,
http://www.wikidata.org/entity/Q108900483,
http://www.wikidata.org/entity/Q108917715,
http://www.wikidata.org/entity/Q108917736,
http://www.wikidata.org/entity/Q108921968,Gabriele Ferretti
http://www.wikidata.org/entity/Q108922744,Antonio Maria Cadolini
http://www.wikidata.org/entity/Q109798688,
http://www.wikidata.org/entity/Q109913006,Armand-Jean du Plessis de Richelieu
http://www.wikidata.org/entity/Q109913050,Sacra Famiglia
http://www.wikidata.org/entity/Q109914012,Giuseppe Amisani
http://www.wikidata.org/entity/Q109928591,Sacra Famiglia
http://www.wikidata.org/entity/Q109937746,colazione
http://www.wikidata.org/entity/Q110009768,
http://www.wikidata.org/entity/Q110015681,Giovanni Battista
http://www.wikidata.org/entity/Q110039871,
http://www.wikidata.org/entity/Q110062892,ragazzo
http://www.wikidata.org/entity/Q110227186,Eneide
http://www.wikidata.org/entity/Q110312698,Eneide
http://www.wikidata.org/entity/Q110382981,Eneide
http://www.wikidata.org/entity/Q110384990,
http://www.wikidata.org/entity/Q110546796,
http://www.wikidata.org/entity/Q110619157,Clara
http://www.wikidata.org/entity/Q110626569,Eneide
http://www.wikidata.org/entity/Q110634767,Eneide
http://www.wikidata.org/entity/Q110681237,
http://www.wikidata.org/entity/Q110714745,Imago pietatis
http://www.wikidata.org/entity/Q110770118,Flora
http://www.wikidata.org/entity/Q110865329,Eneide; Morte di Didone
http://www.wikidata.org/entity/Q110866078,Eneide
http://www.wikidata.org/entity/Q110867847,Eneide
http://www.wikidata.org/entity/Q110868028,Eneide
http://www.wikidata.org/entity/Q110868273,Eneide
http://www.wikidata.org/entity/Q110872609,Eneide
http://www.wikidata.org/entity/Q110872935,
http://www.wikidata.org/entity/Q110884929,donna
http://www.wikidata.org/entity/Q110907328,Papa Giovanni Paolo II
http://www.wikidata.org/entity/Q110907797,Luigi XIV di Francia
http://www.wikidata.org/entity/Q111041574,Incoronazione della Vergine
http://www.wikidata.org/entity/Q111042707,
http://www.wikidata.org/entity/Q111159651,Elisa Bonaparte Baciocchi
http://www.wikidata.org/entity/Q111160508,Felice Baciocchi
http://www.wikidata.org/entity/Q111255373,Elena del Montenegro
http://www.wikidata.org/entity/Q111255770,Vittorio Emanuele III di Savoia
http://www.wikidata.org/entity/Q111256129,
http://www.wikidata.org/entity/Q111257029,
http://www.wikidata.org/entity/Q111308504,
http://www.wikidata.org/entity/Q111485530,
http://www.wikidata.org/entity/Q111485979,martirio
http://www.wikidata.org/entity/Q111486358,
http://www.wikidata.org/entity/Q111486756,
http://www.wikidata.org/entity/Q111486805,
http://www.wikidata.org/entity/Q111486873,
http://www.wikidata.org/entity/Q111508542,Madonna col Bambino
http://www.wikidata.org/entity/Q111509018,Adorazione dei Magi
http://www.wikidata.org/entity/Q111512548,Giuseppe Candiani
http://www.wikidata.org/entity/Q111577849,Pigmalione e Galatea
http://www.wikidata.org/entity/Q117427024,
http://www.wikidata.org/entity/Q117428285,
http://www.wikidata.org/entity/Q117428543,Sacrificio di Isacco
http://www.wikidata.org/entity/Q117428772,
http://www.wikidata.org/entity/Q117430308,
http://www.wikidata.org/entity/Q117430437,Pietà
http://www.wikidata.org/entity/Q117447676,Agostino d'Ippona
http://www.wikidata.org/entity/Q117470090,nascita di Gesù
http://www.wikidata.org/entity/Q117615645,papa Clemente IX
http://www.wikidata.org/entity/Q117708969,
http://www.wikidata.org/entity/Q117715996,
http://www.wikidata.org/entity/Q117753177,papa Benedetto XIII
http://www.wikidata.org/entity/Q117756937,
http://www.wikidata.org/entity/Q117797593,Albrecht Dürer
http://www.wikidata.org/entity/Q117803973,papa Benedetto XIV
http://www.wikidata.org/entity/Q117826019,
http://www.wikidata.org/entity/Q117832067,
http://www.wikidata.org/entity/Q117834449,
http://www.wikidata.org/entity/Q117834473,
http://www.wikidata.org/entity/Q117834509,
http://www.wikidata.org/entity/Q117834674,
http://www.wikidata.org/entity/Q117834758,
http://www.wikidata.org/entity/Q117834806,
http://www.wikidata.org/entity/Q117834885,
http://www.wikidata.org/entity/Q117848663,
http://www.wikidata.org/entity/Q117848759,
http://www.wikidata.org/entity/Q117848804,
http://www.wikidata.org/entity/Q117848843,
http://www.wikidata.org/entity/Q117848873,
http://www.wikidata.org/entity/Q117849453,
http://www.wikidata.org/entity/Q117849868,
http://www.wikidata.org/entity/Q117850467,
http://www.wikidata.org/entity/Q117949491,
http://www.wikidata.org/entity/Q117950829,
http://www.wikidata.org/entity/Q118121260,papa Paolo III
http://www.wikidata.org/entity/Q118138029,papa Clemente XIV
http://www.wikidata.org/entity/Q118140584,Alice Blanceflor Bildt
http://www.wikidata.org/entity/Q118273001,
http://www.wikidata.org/entity/Q118277328,Annunciazione
http://www.wikidata.org/entity/Q118287906,
http://www.wikidata.org/entity/Q118368958,
http://www.wikidata.org/entity/Q118383381,Augusto Bastianini
http://www.wikidata.org/entity/Q118383458,Augusto Bastianini
http://www.wikidata.org/entity/Q118384137,Filippo Corsini
http://www.wikidata.org/entity/Q118398891,Sofronio Eusebio Girolamo
http://www.wikidata.org/entity/Q118399101,
http://www.wikidata.org/entity/Q118522639,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q118522898,
http://www.wikidata.org/entity/Q118590751,
http://www.wikidata.org/entity/Q118601577,
http://www.wikidata.org/entity/Q118605466,
http://www.wikidata.org/entity/Q118606399,
http://www.wikidata.org/entity/Q118611138,
http://www.wikidata.org/entity/Q118641092,
http://www.wikidata.org/entity/Q118675903,Sacra conversazione
http://www.wikidata.org/entity/Q118678052,conversione di Paolo
http://www.wikidata.org/entity/Q118680631,Madonna col Bambino
http://www.wikidata.org/entity/Q118724762,
http://www.wikidata.org/entity/Q118725088,
http://www.wikidata.org/entity/Q118725638,Presentazione al Tempio
http://www.wikidata.org/entity/Q118822913,
http://www.wikidata.org/entity/Q118835177,
http://www.wikidata.org/entity/Q118868275,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q118869818,
http://www.wikidata.org/entity/Q118873919,
http://www.wikidata.org/entity/Q118898180,Madonna del Latte
http://www.wikidata.org/entity/Q118905108,
http://www.wikidata.org/entity/Q118978047,Michelangelo Buonarroti
http://www.wikidata.org/entity/Q119008888,Maria
http://www.wikidata.org/entity/Q119010849,Adorazione dei Magi
http://www.wikidata.org/entity/Q119157243,Filippo Strozzi il Vecchio
http://www.wikidata.org/entity/Q119164762,Lorenzo il Vecchio
http://www.wikidata.org/entity/Q119169372,Neri Corsini
http://www.wikidata.org/entity/Q119292565,Assunzione di Maria
http://www.wikidata.org/entity/Q119353076,Madonna col Bambino
http://www.wikidata.org/entity/Q119398059,Antonio Canova
http://www.wikidata.org/entity/Q119404568,
http://www.wikidata.org/entity/Q119406125,Elisabetta I d'Inghilterra
http://www.wikidata.org/entity/Q119443390,
http://www.wikidata.org/entity/Q119443609,
http://www.wikidata.org/entity/Q119493466,
http://www.wikidata.org/entity/Q119496040,Giovanni Maria Morandi
http://www.wikidata.org/entity/Q119574411,
http://www.wikidata.org/entity/Q119702756,papa Pio VII
http://www.wikidata.org/entity/Q119819515,
http://www.wikidata.org/entity/Q119846277,
http://www.wikidata.org/entity/Q120311223,
http://www.wikidata.org/entity/Q120317949,
http://www.wikidata.org/entity/Q120401056,Piero il Gottoso
http://www.wikidata.org/entity/Q120488471,
http://www.wikidata.org/entity/Q120488611,
http://www.wikidata.org/entity/Q120488851,
http://www.wikidata.org/entity/Q120489814,
http://www.wikidata.org/entity/Q120509133,
http://www.wikidata.org/entity/Q120509521,
http://www.wikidata.org/entity/Q120509789,
http://www.wikidata.org/entity/Q120598525,
http://www.wikidata.org/entity/Q120598716,San Marco
http://www.wikidata.org/entity/Q120763322,papa Giulio II
http://www.wikidata.org/entity/Q120766339,Alessandro Farnese il Giovane
http://www.wikidata.org/entity/Q111593419,ex monastero di San Zaccaria
http://www.wikidata.org/entity/Q111718624,papa Clemente IX
http://www.wikidata.org/entity/Q111738668,san Sebastiano
http://www.wikidata.org/entity/Q111803475,
http://www.wikidata.org/entity/Q111972094,fulmine
http://www.wikidata.org/entity/Q111976882,Sacra conversazione
http://www.wikidata.org/entity/Q112007402,papa Pio VII
http://www.wikidata.org/entity/Q112034219,
http://www.wikidata.org/entity/Q112034223,Andrea Appiani
http://www.wikidata.org/entity/Q112074870,
http://www.wikidata.org/entity/Q112075694,papa Paolo IV
http://www.wikidata.org/entity/Q112109956,L'incredulità di Tommaso
http://www.wikidata.org/entity/Q112110434,Carlo Alberto di Savoia
http://www.wikidata.org/entity/Q112122261,papa Pio IX
http://www.wikidata.org/entity/Q112125081,
http://www.wikidata.org/entity/Q112133371,
http://www.wikidata.org/entity/Q112133543,deposizione di Gesù
http://www.wikidata.org/entity/Q112228996,
http://www.wikidata.org/entity/Q112675085,Papa Benedetto XV
http://www.wikidata.org/entity/Q112798481,papa Clemente VIII
http://www.wikidata.org/entity/Q112958938,cane
http://www.wikidata.org/entity/Q113005931,papa Clemente XIII
http://www.wikidata.org/entity/Q113006398,deposizione di Gesù
http://www.wikidata.org/entity/Q113016417,papa Giulio III
http://www.wikidata.org/entity/Q113328601,Alice Regnault
http://www.wikidata.org/entity/Q113328821,papa Clemente XIII
http://www.wikidata.org/entity/Q113444533,Alice Regnault
http://www.wikidata.org/entity/Q113465655,Adamo
http://www.wikidata.org/entity/Q113465666,Eva
http://www.wikidata.org/entity/Q113550634,Cesare Dell'Acqua
http://www.wikidata.org/entity/Q113825024,Guidobaldo II della Rovere
http://www.wikidata.org/entity/Q113878786,Morte di Catone
http://www.wikidata.org/entity/Q113988555,Giuseppe Siri
http://www.wikidata.org/entity/Q114065222,papa Innocenzo IX
http://www.wikidata.org/entity/Q114241461,Jacques Bénigne Bossuet
http://www.wikidata.org/entity/Q114417179,
http://www.wikidata.org/entity/Q114417792,Sofronio Eusebio Girolamo
http://www.wikidata.org/entity/Q114601165,Tobia e l'angelo
http://www.wikidata.org/entity/Q114647508,Elisabetta di Sassonia
http://www.wikidata.org/entity/Q114647547,Leda e il cigno
http://www.wikidata.org/entity/Q114770904,Stimmate di San Francesco
http://www.wikidata.org/entity/Q114772679,Santa Palazia
http://www.wikidata.org/entity/Q114775095,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q114793365,casa
http://www.wikidata.org/entity/Q114807998,
http://www.wikidata.org/entity/Q114811811,
http://www.wikidata.org/entity/Q114825983,Ancona
http://www.wikidata.org/entity/Q114857806,papa Leone X
http://www.wikidata.org/entity/Q114859027,papa Bonifacio VIII
http://www.wikidata.org/entity/Q114863216,
http://www.wikidata.org/entity/Q114869573,angelo custode
http://www.wikidata.org/entity/Q114937054,Cesare Nembrini Pironi Gonzaga
http://www.wikidata.org/entity/Q115041810,papa Pio VI
http://www.wikidata.org/entity/Q115067483,Madonna col Bambino
http://www.wikidata.org/entity/Q115102928,Giovanni Battista Caprara Montecuccoli
http://www.wikidata.org/entity/Q115110979,papa Pio V
http://www.wikidata.org/entity/Q115153302,Madonna col Bambino
http://www.wikidata.org/entity/Q115153353,
http://www.wikidata.org/entity/Q115192337,Caterina d'Alessandria
http://www.wikidata.org/entity/Q115193266,Verano di Cavaillon
http://www.wikidata.org/entity/Q115206624,Eneide
http://www.wikidata.org/entity/Q115249957,Immacolata Concezione
http://www.wikidata.org/entity/Q115326515,
http://www.wikidata.org/entity/Q115327275,papa Clemente IX
http://www.wikidata.org/entity/Q115329022,papa Clemente IX
http://www.wikidata.org/entity/Q115350433,papa Gregorio XVI
http://www.wikidata.org/entity/Q115363544,papa Leone X; papa Clemente VII; Innocenzo Cybo
http://www.wikidata.org/entity/Q115380883,papa Pio VIII
http://www.wikidata.org/entity/Q115382052,Stefano Tomani Amiani
http://www.wikidata.org/entity/Q115390601,papa Alessandro VII
http://www.wikidata.org/entity/Q115430770,papa Clemente X
http://www.wikidata.org/entity/Q115431741,Ippolito de' Medici
http://www.wikidata.org/entity/Q115434462,papa Clemente VII
http://www.wikidata.org/entity/Q115452504,crocifisso
http://www.wikidata.org/entity/Q115453601,papa Clemente VII
http://www.wikidata.org/entity/Q115456457,Cosimo I de' Medici
http://www.wikidata.org/entity/Q115470798,Carlo V d'Asburgo; papa Clemente VII
http://www.wikidata.org/entity/Q115484898,fondazione di Roma
http://www.wikidata.org/entity/Q115512129,fondazione di Roma
http://www.wikidata.org/entity/Q115522910,
http://www.wikidata.org/entity/Q115555506,fondazione di Roma
http://www.wikidata.org/entity/Q115589005,
http://www.wikidata.org/entity/Q115589179,
http://www.wikidata.org/entity/Q115652286,Adorazione dei Magi
http://www.wikidata.org/entity/Q115659447,Lorenzo de' Medici
http://www.wikidata.org/entity/Q115662781,papa Leone X
http://www.wikidata.org/entity/Q115669298,negromanzia
http://www.wikidata.org/entity/Q115680005,Madonna della Misericordia
http://www.wikidata.org/entity/Q115707472,Papa Giovanni XXIII
http://www.wikidata.org/entity/Q115727218,
http://www.wikidata.org/entity/Q115770576,papa Paolo III
http://www.wikidata.org/entity/Q115776591,Imago pietatis
http://www.wikidata.org/entity/Q115783769,Il trionfo di Bacco
http://www.wikidata.org/entity/Q115787659,papa Giulio II
http://www.wikidata.org/entity/Q115788237,Marianna Bigazzi
http://www.wikidata.org/entity/Q115789803,papa Paolo III
http://www.wikidata.org/entity/Q115796466,Assunzione di Maria
http://www.wikidata.org/entity/Q115798316,papa Giulio III
http://www.wikidata.org/entity/Q115821855,
http://www.wikidata.org/entity/Q115821974,
http://www.wikidata.org/entity/Q28229077,Madonna col Bambino
http://www.wikidata.org/entity/Q28466203,strage degli innocenti
http://www.wikidata.org/entity/Q28547106,ragazza
http://www.wikidata.org/entity/Q28668222,
http://www.wikidata.org/entity/Q28668544,Eleonora de' Medici
http://www.wikidata.org/entity/Q28798137,Adorazione dei Magi
http://www.wikidata.org/entity/Q28803486,mito di Icaro e Dedalo
http://www.wikidata.org/entity/Q28803484,Paola Adorno Brignole Sale
http://www.wikidata.org/entity/Q28803514,
http://www.wikidata.org/entity/Q28803759,Dio Padre
http://www.wikidata.org/entity/Q28803789,Giovanni Francesco II Brignole Sale
http://www.wikidata.org/entity/Q28809144,Olindo e Sofronia
http://www.wikidata.org/entity/Q28860726,
http://www.wikidata.org/entity/Q28952741,Gian Gerolamo Grumelli
http://www.wikidata.org/entity/Q29015025,Betsabea al bagno
http://www.wikidata.org/entity/Q29114098,Mamete di Cesarea
http://www.wikidata.org/entity/Q29654663,Paolo Morigia
http://www.wikidata.org/entity/Q29997042,
http://www.wikidata.org/entity/Q30031052,Innocente Salvini
http://www.wikidata.org/entity/Q30032029,
http://www.wikidata.org/entity/Q30135606,
http://www.wikidata.org/entity/Q30605361,Susanna e i vecchioni
http://www.wikidata.org/entity/Q30880011,
http://www.wikidata.org/entity/Q30880062,
http://www.wikidata.org/entity/Q30880678,
http://www.wikidata.org/entity/Q30880889,
http://www.wikidata.org/entity/Q30887689,
http://www.wikidata.org/entity/Q30887699,
http://www.wikidata.org/entity/Q30887987,Minerva
http://www.wikidata.org/entity/Q31559452,
http://www.wikidata.org/entity/Q32904769,Madonna col Bambino
http://www.wikidata.org/entity/Q34215143,Benedetto Landriani
http://www.wikidata.org/entity/Q37027223,nascita di Gesù
http://www.wikidata.org/entity/Q40669017,adorazione dei pastori
http://www.wikidata.org/entity/Q40691169,
http://www.wikidata.org/entity/Q40695411,
http://www.wikidata.org/entity/Q42189297,Eleonora di Toledo
http://www.wikidata.org/entity/Q45361473,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q45381203,
http://www.wikidata.org/entity/Q46833514,
http://www.wikidata.org/entity/Q46998093,
http://www.wikidata.org/entity/Q48388241,uomo
http://www.wikidata.org/entity/Q48808515,Pietà
http://www.wikidata.org/entity/Q48814933,
http://www.wikidata.org/entity/Q48917755,
http://www.wikidata.org/entity/Q48927682,
http://www.wikidata.org/entity/Q49167284,
http://www.wikidata.org/entity/Q49167493,
http://www.wikidata.org/entity/Q49167697,suicidio di Lucrezia
http://www.wikidata.org/entity/Q49167869,Jacopo Sansovino
http://www.wikidata.org/entity/Q50378007,Francesco I de' Medici
http://www.wikidata.org/entity/Q50378015,Maria di Cosimo I de' Medici
http://www.wikidata.org/entity/Q50384906,
http://www.wikidata.org/entity/Q50399525,Ganimede rapito da Zeus
http://www.wikidata.org/entity/Q50422860,Papa Sisto IV
http://www.wikidata.org/entity/Q50474718,
http://www.wikidata.org/entity/Q50752920,Giuditta e Oloferne
http://www.wikidata.org/entity/Q50840293,
http://www.wikidata.org/entity/Q50846578,
http://www.wikidata.org/entity/Q50880887,uomo; Gregorio Vecellio
http://www.wikidata.org/entity/Q50884435,Sacrificio di Isacco
http://www.wikidata.org/entity/Q50894841,Antonio Moro
http://www.wikidata.org/entity/Q50939921,
http://www.wikidata.org/entity/Q51212996,papa Clemente IX
http://www.wikidata.org/entity/Q51726313,cucito
http://www.wikidata.org/entity/Q51918916,
http://www.wikidata.org/entity/Q52084102,Francesco Hayez
http://www.wikidata.org/entity/Q52155208,Carlo Maratta
http://www.wikidata.org/entity/Q52155641,Elisabeth Chaplin
http://www.wikidata.org/entity/Q52157937,John Singer Sargent
http://www.wikidata.org/entity/Q52217967,
http://www.wikidata.org/entity/Q52329690,Vittorio Matteo Corcos
http://www.wikidata.org/entity/Q52735921,
http://www.wikidata.org/entity/Q53560123,Sant'Ambrogio
http://www.wikidata.org/entity/Q53940665,
http://www.wikidata.org/entity/Q54086391,Ecce Homo
http://www.wikidata.org/entity/Q54625897,
http://www.wikidata.org/entity/Q54811281,lapidazione di santo Stefano
http://www.wikidata.org/entity/Q55177712,Ecce Homo
http://www.wikidata.org/entity/Q55814015,lago; levata del Sole; Passo dello Spluga; Lago di Montespluga
http://www.wikidata.org/entity/Q56043344,Francesco Maria II della Rovere
http://www.wikidata.org/entity/Q56062483,
http://www.wikidata.org/entity/Q56149824,
http://www.wikidata.org/entity/Q56258104,
http://www.wikidata.org/entity/Q56258413,
http://www.wikidata.org/entity/Q56318135,
http://www.wikidata.org/entity/Q56323639,
http://www.wikidata.org/entity/Q56323645,
http://www.wikidata.org/entity/Q56323673,Annunciazione
http://www.wikidata.org/entity/Q56417895,Martin Lutero
http://www.wikidata.org/entity/Q56417994,Katharina von Bora
http://www.wikidata.org/entity/Q56538353,
http://www.wikidata.org/entity/Q56599032,
http://www.wikidata.org/entity/Q56776954,
http://www.wikidata.org/entity/Q57530584,Domenico di Guzmán
http://www.wikidata.org/entity/Q57623718,deposizione di Gesù
http://www.wikidata.org/entity/Q58177339,Presentazione al Tempio
http://www.wikidata.org/entity/Q58178579,nascita di Maria
http://www.wikidata.org/entity/Q58181750,
http://www.wikidata.org/entity/Q58184717,Giuseppe Borri
http://www.wikidata.org/entity/Q131450154,nascita di Gesù
http://www.wikidata.org/entity/Q131450152,Sogno di San Giuseppe
http://www.wikidata.org/entity/Q131450153,Annunciazione
http://www.wikidata.org/entity/Q131450161,Annunciazione
http://www.wikidata.org/entity/Q131463514,Luca Martini
http://www.wikidata.org/entity/Q131501600,
http://www.wikidata.org/entity/Q131501606,Assunzione di Maria
http://www.wikidata.org/entity/Q131501607,
http://www.wikidata.org/entity/Q131501608,
http://www.wikidata.org/entity/Q131501614,
http://www.wikidata.org/entity/Q131501612,
http://www.wikidata.org/entity/Q131501619,
http://www.wikidata.org/entity/Q131501617,
http://www.wikidata.org/entity/Q131501620,
http://www.wikidata.org/entity/Q131501633,
http://www.wikidata.org/entity/Q131501639,
http://www.wikidata.org/entity/Q131501643,
http://www.wikidata.org/entity/Q131501646,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501645,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501651,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501649,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501655,
http://www.wikidata.org/entity/Q131501653,Incoronazione della Vergine
http://www.wikidata.org/entity/Q131501658,
http://www.wikidata.org/entity/Q131501663,
http://www.wikidata.org/entity/Q131501661,
http://www.wikidata.org/entity/Q131501666,
http://www.wikidata.org/entity/Q131501667,
http://www.wikidata.org/entity/Q131501671,
http://www.wikidata.org/entity/Q131501672,
http://www.wikidata.org/entity/Q131501678,
http://www.wikidata.org/entity/Q131501683,
http://www.wikidata.org/entity/Q131501690,
http://www.wikidata.org/entity/Q131501691,
http://www.wikidata.org/entity/Q131501711,sposalizio della Vergine
http://www.wikidata.org/entity/Q131501712,
http://www.wikidata.org/entity/Q131501724,
http://www.wikidata.org/entity/Q131501744,
http://www.wikidata.org/entity/Q131501750,
http://www.wikidata.org/entity/Q131501755,
http://www.wikidata.org/entity/Q131501753,
http://www.wikidata.org/entity/Q131501759,
http://www.wikidata.org/entity/Q131501756,
http://www.wikidata.org/entity/Q131501763,
http://www.wikidata.org/entity/Q131501770,
http://www.wikidata.org/entity/Q131501775,
http://www.wikidata.org/entity/Q131501773,
http://www.wikidata.org/entity/Q131501784,
http://www.wikidata.org/entity/Q131501791,san Rocco
http://www.wikidata.org/entity/Q131501788,
http://www.wikidata.org/entity/Q131501793,
http://www.wikidata.org/entity/Q131501796,
http://www.wikidata.org/entity/Q131501797,
http://www.wikidata.org/entity/Q131501800,
http://www.wikidata.org/entity/Q131501801,
http://www.wikidata.org/entity/Q131501805,
http://www.wikidata.org/entity/Q131501811,
http://www.wikidata.org/entity/Q131501818,
http://www.wikidata.org/entity/Q131501816,
http://www.wikidata.org/entity/Q131501821,
http://www.wikidata.org/entity/Q131501826,Assunzione di Maria
http://www.wikidata.org/entity/Q131501830,
http://www.wikidata.org/entity/Q131501842,
http://www.wikidata.org/entity/Q131501847,Sacra conversazione
http://www.wikidata.org/entity/Q131501852,
http://www.wikidata.org/entity/Q131501859,
http://www.wikidata.org/entity/Q131542580,
http://www.wikidata.org/entity/Q131542581,
http://www.wikidata.org/entity/Q131542585,
http://www.wikidata.org/entity/Q131542595,
http://www.wikidata.org/entity/Q131542596,
http://www.wikidata.org/entity/Q131542607,
http://www.wikidata.org/entity/Q131542610,
http://www.wikidata.org/entity/Q131542611,
http://www.wikidata.org/entity/Q131542609,Bartolomeo Roverella
http://www.wikidata.org/entity/Q131542614,
http://www.wikidata.org/entity/Q131542615,
http://www.wikidata.org/entity/Q131543565,
http://www.wikidata.org/entity/Q131543603,
http://www.wikidata.org/entity/Q131543624,
http://www.wikidata.org/entity/Q131543631,
http://www.wikidata.org/entity/Q131543629,
http://www.wikidata.org/entity/Q131543651,
http://www.wikidata.org/entity/Q131543648,
http://www.wikidata.org/entity/Q131543655,Madonna col Bambino
http://www.wikidata.org/entity/Q131543653,
http://www.wikidata.org/entity/Q131543672,
http://www.wikidata.org/entity/Q131543680,
http://www.wikidata.org/entity/Q131546415,Ercole I d'Este
http://www.wikidata.org/entity/Q131546421,Ascensione di Gesù
http://www.wikidata.org/entity/Q131546426,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131546425,assunzione di Maria nell'arte
http://www.wikidata.org/entity/Q131546428,Dormizione di Maria
http://www.wikidata.org/entity/Q131546441,Aurora
http://www.wikidata.org/entity/Q131546444,
http://www.wikidata.org/entity/Q131546449,Bambino Gesù
http://www.wikidata.org/entity/Q131546458,bambino
http://www.wikidata.org/entity/Q131546462,battesimo di Gesù
http://www.wikidata.org/entity/Q131546463,battesimo di Gesù
http://www.wikidata.org/entity/Q131546466,battesimo di Gesù
http://www.wikidata.org/entity/Q120793977,Filippo Strozzi
http://www.wikidata.org/entity/Q120822987,papa Giulio II
http://www.wikidata.org/entity/Q120884863,
http://www.wikidata.org/entity/Q120884895,Ritrovamento di Gesù al Tempio
http://www.wikidata.org/entity/Q120900571,
http://www.wikidata.org/entity/Q120903815,Madonna col Bambino
http://www.wikidata.org/entity/Q120968113,papa Paolo III
http://www.wikidata.org/entity/Q120968282,Ranuccio Farnese
http://www.wikidata.org/entity/Q120968550,Pier Luigi Farnese
http://www.wikidata.org/entity/Q120968767,Alessandro Farnese il Giovane
http://www.wikidata.org/entity/Q120968914,Ottavio Farnese
http://www.wikidata.org/entity/Q120985002,Gian Lorenzo Bernini
http://www.wikidata.org/entity/Q121050640,Assunzione di Maria
http://www.wikidata.org/entity/Q121064292,
http://www.wikidata.org/entity/Q121064630,
http://www.wikidata.org/entity/Q121065902,
http://www.wikidata.org/entity/Q121066043,
http://www.wikidata.org/entity/Q121450256,papa Paolo III
http://www.wikidata.org/entity/Q121462678,Anna Maria Luisa de' Medici
http://www.wikidata.org/entity/Q121504941,Andrea Doria
http://www.wikidata.org/entity/Q121546107,Madonna col Bambino
http://www.wikidata.org/entity/Q121678655,Filippo II di Spagna
http://www.wikidata.org/entity/Q121685223,Gesù
http://www.wikidata.org/entity/Q121689728,Cariti
http://www.wikidata.org/entity/Q121692401,Madonna col Bambino
http://www.wikidata.org/entity/Q121735048,Domenico di Guzmán; Francesco d'Assisi
http://www.wikidata.org/entity/Q121780997,
http://www.wikidata.org/entity/Q121811406,
http://www.wikidata.org/entity/Q121995915,Samuel Egerton
http://www.wikidata.org/entity/Q122227973,ciarlatano
http://www.wikidata.org/entity/Q122615548,
http://www.wikidata.org/entity/Q122617360,Elisabeth Chaplin
http://www.wikidata.org/entity/Q122730307,
http://www.wikidata.org/entity/Q122733370,Filippo II di Spagna
http://www.wikidata.org/entity/Q122740583,
http://www.wikidata.org/entity/Q122764699,Cosimo I de' Medici
http://www.wikidata.org/entity/Q122912807,
http://www.wikidata.org/entity/Q122948136,Orazio Riminaldi
http://www.wikidata.org/entity/Q122965388,Franca Viviani della Robbia
http://www.wikidata.org/entity/Q123036459,Emanuele Brignole
http://www.wikidata.org/entity/Q123052486,
http://www.wikidata.org/entity/Q123052559,
http://www.wikidata.org/entity/Q123055325,papa Clemente XIII
http://www.wikidata.org/entity/Q123146252,papa Urbano V
http://www.wikidata.org/entity/Q123178580,Madonna del Rosario
http://www.wikidata.org/entity/Q123200931,
http://www.wikidata.org/entity/Q123200938,
http://www.wikidata.org/entity/Q123200940,
http://www.wikidata.org/entity/Q123201359,Papa Leone XIII
http://www.wikidata.org/entity/Q123258249,Antonietta Negroni Prati Morosini
http://www.wikidata.org/entity/Q123260093,
http://www.wikidata.org/entity/Q123301255,Carolina Primodì
http://www.wikidata.org/entity/Q123313948,Elisabetta di Baviera
http://www.wikidata.org/entity/Q123314103,Francesco Giuseppe I d'Austria
http://www.wikidata.org/entity/Q123328738,Carlo Ferrari
http://www.wikidata.org/entity/Q123338940,Franz Xaver Winterhalter
http://www.wikidata.org/entity/Q123375075,Elisabetta I d'Inghilterra
http://www.wikidata.org/entity/Q123416410,
http://www.wikidata.org/entity/Q123416461,
http://www.wikidata.org/entity/Q123416548,
http://www.wikidata.org/entity/Q123416954,Anzio
http://www.wikidata.org/entity/Q123416994,
http://www.wikidata.org/entity/Q123417018,
http://www.wikidata.org/entity/Q123418628,battaglia di Curtatone e Montanara
http://www.wikidata.org/entity/Q123419057,
http://www.wikidata.org/entity/Q123419096,
http://www.wikidata.org/entity/Q123419116,
