id,larghezza
http://www.wikidata.org/entity/Q3937502,67
http://www.wikidata.org/entity/Q3937511,102
http://www.wikidata.org/entity/Q3937553,87
http://www.wikidata.org/entity/Q3937561,86
http://www.wikidata.org/entity/Q3937569,107
http://www.wikidata.org/entity/Q3937634,89
http://www.wikidata.org/entity/Q3937643,85
http://www.wikidata.org/entity/Q3937547,188
http://www.wikidata.org/entity/Q3937438,43.5
http://www.wikidata.org/entity/Q3937598,44.8
http://www.wikidata.org/entity/Q3944499,89
http://www.wikidata.org/entity/Q3944515,185
http://www.wikidata.org/entity/Q3945710,58
http://www.wikidata.org/entity/Q3947013,32
http://www.wikidata.org/entity/Q3946910,186
http://www.wikidata.org/entity/Q3947210,32
http://www.wikidata.org/entity/Q3947211,67
http://www.wikidata.org/entity/Q3947277,160
http://www.wikidata.org/entity/Q3947281,68
http://www.wikidata.org/entity/Q3947288,71
http://www.wikidata.org/entity/Q3947064,321
http://www.wikidata.org/entity/Q3947375,86
http://www.wikidata.org/entity/Q3947504,50
http://www.wikidata.org/entity/Q3947723,188
http://www.wikidata.org/entity/Q3947687,237
http://www.wikidata.org/entity/Q3947812,205
http://www.wikidata.org/entity/Q3948701,112
http://www.wikidata.org/entity/Q3954057,130
http://www.wikidata.org/entity/Q3967206,321
http://www.wikidata.org/entity/Q123036459,
http://www.wikidata.org/entity/Q3973584,195
http://www.wikidata.org/entity/Q3979950,330
http://www.wikidata.org/entity/Q3979961,429
http://www.wikidata.org/entity/Q123416461,
http://www.wikidata.org/entity/Q123416548,
http://www.wikidata.org/entity/Q123416954,
http://www.wikidata.org/entity/Q123416994,
http://www.wikidata.org/entity/Q123417018,
http://www.wikidata.org/entity/Q3981174,150
http://www.wikidata.org/entity/Q123418628,
http://www.wikidata.org/entity/Q123419057,
http://www.wikidata.org/entity/Q123419096,
http://www.wikidata.org/entity/Q123419116,
http://www.wikidata.org/entity/Q123419237,
http://www.wikidata.org/entity/Q123419285,
http://www.wikidata.org/entity/Q123419324,
http://www.wikidata.org/entity/Q123419384,
http://www.wikidata.org/entity/Q123419421,
http://www.wikidata.org/entity/Q3982379,1560
http://www.wikidata.org/entity/Q3983114,90.5
http://www.wikidata.org/entity/Q3984830,81
http://www.wikidata.org/entity/Q3985169,32
http://www.wikidata.org/entity/Q3985186,135
http://www.wikidata.org/entity/Q3985472,82
http://www.wikidata.org/entity/Q3992111,124
http://www.wikidata.org/entity/Q3997723,152
http://www.wikidata.org/entity/Q3998940,1500
http://www.wikidata.org/entity/Q3999095,79
http://www.wikidata.org/entity/Q3999094,206
http://www.wikidata.org/entity/Q4006302,71.9
http://www.wikidata.org/entity/Q124256182,
http://www.wikidata.org/entity/Q124287594,
http://www.wikidata.org/entity/Q4010476,560
http://www.wikidata.org/entity/Q4010941,321
http://www.wikidata.org/entity/Q4014547,39
http://www.wikidata.org/entity/Q4015932,115
http://www.wikidata.org/entity/Q4015931,303
http://www.wikidata.org/entity/Q124627974,
http://www.wikidata.org/entity/Q125189520,
http://www.wikidata.org/entity/Q125774997,
http://www.wikidata.org/entity/Q125775011,
http://www.wikidata.org/entity/Q125775038,
http://www.wikidata.org/entity/Q125775039,
http://www.wikidata.org/entity/Q125775114,
http://www.wikidata.org/entity/Q125775115,
http://www.wikidata.org/entity/Q125775113,
http://www.wikidata.org/entity/Q125775116,
http://www.wikidata.org/entity/Q125794511,
http://www.wikidata.org/entity/Q125809444,
http://www.wikidata.org/entity/Q126127358,
http://www.wikidata.org/entity/Q126208372,
http://www.wikidata.org/entity/Q126208398,
http://www.wikidata.org/entity/Q126208411,
http://www.wikidata.org/entity/Q126215082,
http://www.wikidata.org/entity/Q126260153,
http://www.wikidata.org/entity/Q126284178,
http://www.wikidata.org/entity/Q126329804,
http://www.wikidata.org/entity/Q126331546,
http://www.wikidata.org/entity/Q126331548,
http://www.wikidata.org/entity/Q126368575,
http://www.wikidata.org/entity/Q126371885,
http://www.wikidata.org/entity/Q126456502,
http://www.wikidata.org/entity/Q126456503,
http://www.wikidata.org/entity/Q126456506,
http://www.wikidata.org/entity/Q126456507,
http://www.wikidata.org/entity/Q126456505,
http://www.wikidata.org/entity/Q126456508,
http://www.wikidata.org/entity/Q126456514,
http://www.wikidata.org/entity/Q126456515,
http://www.wikidata.org/entity/Q126456516,
http://www.wikidata.org/entity/Q126456517,
http://www.wikidata.org/entity/Q126456555,
http://www.wikidata.org/entity/Q126513924,
http://www.wikidata.org/entity/Q126680509,
http://www.wikidata.org/entity/Q126727120,
http://www.wikidata.org/entity/Q126727184,
http://www.wikidata.org/entity/Q126727198,
http://www.wikidata.org/entity/Q126891336,
http://www.wikidata.org/entity/Q127790733,
http://www.wikidata.org/entity/Q127985981,
http://www.wikidata.org/entity/Q129500713,
http://www.wikidata.org/entity/Q129977163,
http://www.wikidata.org/entity/Q130335034,
http://www.wikidata.org/entity/Q130552524,
http://www.wikidata.org/entity/Q130999230,
http://www.wikidata.org/entity/Q131011027,
http://www.wikidata.org/entity/Q131325204,
http://www.wikidata.org/entity/Q131349567,
http://www.wikidata.org/entity/Q131362573,
http://www.wikidata.org/entity/Q131395036,
http://www.wikidata.org/entity/Q131414320,
http://www.wikidata.org/entity/Q131414321,
http://www.wikidata.org/entity/Q131414326,
http://www.wikidata.org/entity/Q131414433,
http://www.wikidata.org/entity/Q131421438,
http://www.wikidata.org/entity/Q131421566,
http://www.wikidata.org/entity/Q131421567,
http://www.wikidata.org/entity/Q131421565,
