id,collezioni
http://www.wikidata.org/entity/Q28860726,Museo di Saludecio e del beato Amato
http://www.wikidata.org/entity/Q28952741,Palazzo Moroni
http://www.wikidata.org/entity/Q29015025,
http://www.wikidata.org/entity/Q29114098,Museo Correr
http://www.wikidata.org/entity/Q29654663,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q29997042,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q30031052,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q30032029,
http://www.wikidata.org/entity/Q30135606,Pinacoteca di Brera
http://www.wikidata.org/entity/Q30605361,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q30880011,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q30880062,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q30880678,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q30880889,Accademia Carrara
http://www.wikidata.org/entity/Q30887689,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q30887699,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q30887987,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q31559452,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q32904769,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q34215143,Quadreria dell'ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q37027223,Galleria Estense
http://www.wikidata.org/entity/Q40669017,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q40691169,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q40695411,basilica di San Giovanni Battista
http://www.wikidata.org/entity/Q42189297,Museo Bardini
http://www.wikidata.org/entity/Q45361473,Museo di San Marco
http://www.wikidata.org/entity/Q45381203,Pinacoteca nazionale di Siena
http://www.wikidata.org/entity/Q46833514,Accademia Carrara; Collezione Lochis
http://www.wikidata.org/entity/Q46998093,Museo del Novecento
http://www.wikidata.org/entity/Q48388241,Musei capitolini
http://www.wikidata.org/entity/Q48808515,Museo Correr
http://www.wikidata.org/entity/Q48814933,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q48917755,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q48927682,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167284,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167493,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167697,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q49167869,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50378007,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50378015,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50384906,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50399525,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50422860,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50474718,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50752920,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50840293,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50846578,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50880887,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q50884435,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50894841,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q50939921,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q51212996,
http://www.wikidata.org/entity/Q51726313,Galleria internazionale d'arte moderna
http://www.wikidata.org/entity/Q51918916,
http://www.wikidata.org/entity/Q52084102,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q52155208,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q52155641,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q52157937,Palazzo degli Uffizi; Corridoio Vasariano
http://www.wikidata.org/entity/Q52217967,"Museo civico ""Giovanni Fattori"""
http://www.wikidata.org/entity/Q52329690,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q52735921,
http://www.wikidata.org/entity/Q53560123,collezione Francesco Arcangeli
http://www.wikidata.org/entity/Q53940665,
http://www.wikidata.org/entity/Q54086391,Galleria Palatina
http://www.wikidata.org/entity/Q54625897,
http://www.wikidata.org/entity/Q54811281,
http://www.wikidata.org/entity/Q55177712,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q55814015,
http://www.wikidata.org/entity/Q56043344,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q56062483,Pinacoteca metropolitana di Bari
http://www.wikidata.org/entity/Q56149824,Museo d'arte moderna e contemporanea di Trento e Rovereto
http://www.wikidata.org/entity/Q56258104,
http://www.wikidata.org/entity/Q56258413,
http://www.wikidata.org/entity/Q56318135,
http://www.wikidata.org/entity/Q56323639,Senato della Repubblica
http://www.wikidata.org/entity/Q56323645,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q56323673,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q56417895,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q56417994,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q56538353,
http://www.wikidata.org/entity/Q56599032,
http://www.wikidata.org/entity/Q56776954,chiesa di San Pietro
http://www.wikidata.org/entity/Q57530584,Galleria Borghese
http://www.wikidata.org/entity/Q57623718,Museo di Castelvecchio
http://www.wikidata.org/entity/Q58177339,chiesa di San Martino
http://www.wikidata.org/entity/Q58178579,chiesa di San Martino
http://www.wikidata.org/entity/Q58181750,chiesa di San Giuseppe
http://www.wikidata.org/entity/Q58184717,Quadreria dell'ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q117427024,Museo di Palazzo Vecchio
http://www.wikidata.org/entity/Q117428285,
http://www.wikidata.org/entity/Q117428543,
http://www.wikidata.org/entity/Q117428772,
http://www.wikidata.org/entity/Q117430308,
http://www.wikidata.org/entity/Q117430437,
http://www.wikidata.org/entity/Q117447676,
http://www.wikidata.org/entity/Q117470090,
http://www.wikidata.org/entity/Q117615645,pinacoteca civica
http://www.wikidata.org/entity/Q117708969,Casa Buonarroti
http://www.wikidata.org/entity/Q117715996,
http://www.wikidata.org/entity/Q117753177,Palazzo d'Arco
http://www.wikidata.org/entity/Q117756937,Raccolta d'arte del Novecento di Palazzo Buonaccorsi
http://www.wikidata.org/entity/Q117797593,Palazzo degli Uffizi; Corridoio Vasariano
http://www.wikidata.org/entity/Q117803973,Pinacoteca nazionale di Ferrara
http://www.wikidata.org/entity/Q117826019,Museo civico di Modena
http://www.wikidata.org/entity/Q117832067,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q117834449,
http://www.wikidata.org/entity/Q117834473,
http://www.wikidata.org/entity/Q117834509,
http://www.wikidata.org/entity/Q117834674,
http://www.wikidata.org/entity/Q117834758,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117834806,
http://www.wikidata.org/entity/Q117834885,
http://www.wikidata.org/entity/Q117848663,
http://www.wikidata.org/entity/Q117848759,
http://www.wikidata.org/entity/Q117848804,
http://www.wikidata.org/entity/Q117848843,
http://www.wikidata.org/entity/Q117848873,
http://www.wikidata.org/entity/Q117849453,
http://www.wikidata.org/entity/Q117849868,
http://www.wikidata.org/entity/Q117850467,
http://www.wikidata.org/entity/Q117949491,
http://www.wikidata.org/entity/Q117950829,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q118121260,Galleria Spada
http://www.wikidata.org/entity/Q118138029,museo della città di Acquapendente
http://www.wikidata.org/entity/Q118140584,Museo Boncompagni Ludovisi per le arti decorative
http://www.wikidata.org/entity/Q118273001,
http://www.wikidata.org/entity/Q118277328,
http://www.wikidata.org/entity/Q118287906,Musei di Strada Nuova
http://www.wikidata.org/entity/Q118368958,
http://www.wikidata.org/entity/Q118383381,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q118383458,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q118384137,Museo di Firenze com'era
http://www.wikidata.org/entity/Q118398891,
http://www.wikidata.org/entity/Q118399101,
http://www.wikidata.org/entity/Q118522639,Pinacoteca di Brera
http://www.wikidata.org/entity/Q118522898,
http://www.wikidata.org/entity/Q118590751,Opera di Santa Croce
http://www.wikidata.org/entity/Q118601577,
http://www.wikidata.org/entity/Q118605466,
http://www.wikidata.org/entity/Q118606399,
http://www.wikidata.org/entity/Q118611138,
http://www.wikidata.org/entity/Q118641092,
http://www.wikidata.org/entity/Q118675903,
http://www.wikidata.org/entity/Q118678052,
http://www.wikidata.org/entity/Q118680631,Museo di Castelvecchio
http://www.wikidata.org/entity/Q118724762,
http://www.wikidata.org/entity/Q118725088,
http://www.wikidata.org/entity/Q118725638,Basilica di Santa Maria Gloriosa dei Frari
http://www.wikidata.org/entity/Q118822913,
http://www.wikidata.org/entity/Q118835177,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q118868275,chiesa di Santa Maria dell'Anima
http://www.wikidata.org/entity/Q118869818,
http://www.wikidata.org/entity/Q118873919,
http://www.wikidata.org/entity/Q118898180,Accademia Carrara; Museo Adriano Bernareggi
http://www.wikidata.org/entity/Q118905108,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q118978047,Casa Buonarroti
http://www.wikidata.org/entity/Q119008888,Museo degli innocenti
http://www.wikidata.org/entity/Q119010849,
http://www.wikidata.org/entity/Q119157243,Palazzo Vecchio
http://www.wikidata.org/entity/Q119164762,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q119169372,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q119292565,
http://www.wikidata.org/entity/Q119353076,
http://www.wikidata.org/entity/Q119398059,Gipsoteca canoviana
http://www.wikidata.org/entity/Q119404568,
http://www.wikidata.org/entity/Q119406125,Galleria Palatina
http://www.wikidata.org/entity/Q119443390,Museo di Palazzo Pretorio
http://www.wikidata.org/entity/Q119443609,Museo di Palazzo Pretorio
http://www.wikidata.org/entity/Q119493466,
http://www.wikidata.org/entity/Q119496040,Palazzo degli Uffizi; Corridoio Vasariano
http://www.wikidata.org/entity/Q119574411,
http://www.wikidata.org/entity/Q119702756,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q119819515,
http://www.wikidata.org/entity/Q119846277,
http://www.wikidata.org/entity/Q120311223,
http://www.wikidata.org/entity/Q120317949,
http://www.wikidata.org/entity/Q120401056,tesoro dei Granduchi
http://www.wikidata.org/entity/Q120488471,
http://www.wikidata.org/entity/Q120488611,
http://www.wikidata.org/entity/Q120488851,
http://www.wikidata.org/entity/Q120489814,
http://www.wikidata.org/entity/Q120509133,
http://www.wikidata.org/entity/Q120509521,
http://www.wikidata.org/entity/Q120509789,
http://www.wikidata.org/entity/Q120598525,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q120598716,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q120763322,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q120766339,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q115839852,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q115862528,
http://www.wikidata.org/entity/Q115863339,Casa Buonarroti
http://www.wikidata.org/entity/Q115898761,chiesa di Madonna di Campagna
http://www.wikidata.org/entity/Q116259243,
http://www.wikidata.org/entity/Q116259790,Pinacoteca metropolitana di Bari
http://www.wikidata.org/entity/Q116270130,Museo del settecento veneziano
http://www.wikidata.org/entity/Q116414251,Galleria Nazionale d'Arte Moderna e Contemporanea
http://www.wikidata.org/entity/Q116734952,Galleria civica d'arte moderna e contemporanea di Torino
http://www.wikidata.org/entity/Q116771231,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116771349,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116771885,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116772186,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q116779908,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116780072,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116780670,Museo civico di Modena
http://www.wikidata.org/entity/Q116786123,museo civico delle Cappuccine
http://www.wikidata.org/entity/Q116802769,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116804064,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116804839,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116805369,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116806301,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116807092,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116875391,Galleria di Palazzo Cini; Collezione Vittorio Cini
http://www.wikidata.org/entity/Q116912669,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912674,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912676,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912691,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912704,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912709,Corridoio Vasariano; Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912724,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116920763,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116920783,Palazzo degli Uffizi; Corridoio Vasariano
http://www.wikidata.org/entity/Q116938047,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116943395,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116943590,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116943795,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116944959,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116944960,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116945667,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116955599,Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116956495,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116957155,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116968203,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116968267,Collezione Vittorio Cini; Galleria di Palazzo Cini; Collezione Heinz Kisters
http://www.wikidata.org/entity/Q116984810,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116984873,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116985089,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116985263,Minneapolis Institute of Art; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116985325,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116985346,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116989564,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116990427,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116991105,Collezione Vittorio Cini; Galleria di Palazzo Cini; Collezione Ricasoli
http://www.wikidata.org/entity/Q116991906,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116992418,Collezione Vittorio Cini; Galleria di Palazzo Cini; Collezione Costabili
http://www.wikidata.org/entity/Q116993372,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116993384,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116993417,Collezione Vittorio Cini; Galleria di Palazzo Cini; Collezione Costabili
http://www.wikidata.org/entity/Q116994722,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116994793,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116995512,Collezione Vittorio Cini; Collezione granducale di Oldenburg; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117005860,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117005926,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117005980,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117023915,
http://www.wikidata.org/entity/Q117024956,
http://www.wikidata.org/entity/Q117034670,Collezione Vittorio Cini; Galleria di Palazzo Cini; Collezione Heinz Kisters
http://www.wikidata.org/entity/Q117034906,Collezione Contini Bonacossi; Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117034996,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117035037,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117035093,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117040607,Collezione Vittorio Cini; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117041748,Collezione Contini Bonacossi; Galleria di Palazzo Cini; Collezione Vittorio Cini
http://www.wikidata.org/entity/Q117041785,
http://www.wikidata.org/entity/Q117042320,Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117042984,Galleria di Palazzo Cini; Collezione Vittorio Cini; Collezione Contini Bonacossi
http://www.wikidata.org/entity/Q117043780,
http://www.wikidata.org/entity/Q117043824,Galleria di Palazzo Cini; Collezione Vittorio Cini
http://www.wikidata.org/entity/Q117044144,
http://www.wikidata.org/entity/Q117051271,
http://www.wikidata.org/entity/Q117051307,
http://www.wikidata.org/entity/Q117051343,
http://www.wikidata.org/entity/Q117051893,
http://www.wikidata.org/entity/Q117052364,
http://www.wikidata.org/entity/Q117086849,Palazzo Pallavicini Rospigliosi
http://www.wikidata.org/entity/Q117086888,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q117086924,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q117086970,ASST Monza
http://www.wikidata.org/entity/Q117161791,
http://www.wikidata.org/entity/Q117162400,
http://www.wikidata.org/entity/Q117164043,
http://www.wikidata.org/entity/Q117188285,Museo Correr
http://www.wikidata.org/entity/Q117304805,Galleria Sabauda
http://www.wikidata.org/entity/Q117323711,
http://www.wikidata.org/entity/Q117338080,Accademia Carrara
http://www.wikidata.org/entity/Q117382014,Galleria Palatina
http://www.wikidata.org/entity/Q117408489,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q117408743,
http://www.wikidata.org/entity/Q117408881,
http://www.wikidata.org/entity/Q58185294,Quadreria dell'ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q58231270,Galleria d'arte moderna e contemporanea
http://www.wikidata.org/entity/Q58480176,
http://www.wikidata.org/entity/Q58956093,
http://www.wikidata.org/entity/Q59185173,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q59185398,Biblioteca comunale Gian Battista Roggia
http://www.wikidata.org/entity/Q59442235,Museo valtellinese di storia e arte
http://www.wikidata.org/entity/Q59914107,Gemäldegalerie Alte Meister
http://www.wikidata.org/entity/Q60838300,
http://www.wikidata.org/entity/Q61767320,Scuola Grande di San Rocco
http://www.wikidata.org/entity/Q61816747,Galleria d'arte moderna di Milano
http://www.wikidata.org/entity/Q62014629,"museo civico ""Basilio Cascella"""
http://www.wikidata.org/entity/Q62272761,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q62476202,Museo napoleonico di Roma
http://www.wikidata.org/entity/Q63476058,chiesa di San Cassiano
http://www.wikidata.org/entity/Q63994924,tempio Civico della Beata Vergine Incoronata
http://www.wikidata.org/entity/Q63995247,chiesa di San Francesco
http://www.wikidata.org/entity/Q64766792,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q65610116,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q66098687,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q67203105,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q67203111,Pinacoteca di Brera
http://www.wikidata.org/entity/Q68704168,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q69658139,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q69859246,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q71126799,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q74717988,Accademia Carrara; Collezione Lochis
http://www.wikidata.org/entity/Q77310161,Collezione Borghese; Galleria Borghese
http://www.wikidata.org/entity/Q78330040,Pinacoteca civica di Forlì
http://www.wikidata.org/entity/Q78756742,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q78783346,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q78799218,
http://www.wikidata.org/entity/Q78910398,
http://www.wikidata.org/entity/Q79020756,
http://www.wikidata.org/entity/Q79021384,
http://www.wikidata.org/entity/Q79021962,
http://www.wikidata.org/entity/Q79022279,
http://www.wikidata.org/entity/Q79022528,
http://www.wikidata.org/entity/Q79022983,
http://www.wikidata.org/entity/Q79023210,
http://www.wikidata.org/entity/Q79023501,
http://www.wikidata.org/entity/Q79024384,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q79024730,Museo Correr
http://www.wikidata.org/entity/Q79025062,
http://www.wikidata.org/entity/Q79026167,Basilica di Santa Maria Gloriosa dei Frari
http://www.wikidata.org/entity/Q79151177,Museo napoleonico di Roma
http://www.wikidata.org/entity/Q79859145,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q80824471,Collezione Cook; Galleria di Palazzo Cini; Collezione Vittorio Cini
http://www.wikidata.org/entity/Q81089309,Collezione Costabili; Collezione Cook; Galleria di Palazzo Cini; Collezione Vittorio Cini
http://www.wikidata.org/entity/Q86674601,basilica di Santa Maria della Salute
http://www.wikidata.org/entity/Q87469267,pieve di Santa Maria Assunta
http://www.wikidata.org/entity/Q88164010,Musei capitolini
http://www.wikidata.org/entity/Q88416397,chiesa di San Cassiano
http://www.wikidata.org/entity/Q88961191,
http://www.wikidata.org/entity/Q89034154,Palazzo Reale di Genova
http://www.wikidata.org/entity/Q89035643,Galleria Giorgio Franchetti alla Ca' d'Oro
http://www.wikidata.org/entity/Q89039593,Musei di Strada Nuova
http://www.wikidata.org/entity/Q89697566,Musei di Strada Nuova
http://www.wikidata.org/entity/Q90291195,Musei di Strada Nuova
http://www.wikidata.org/entity/Q93520523,
http://www.wikidata.org/entity/Q93631317,
http://www.wikidata.org/entity/Q94634547,Veneranda Fabbrica del Duomo di Milano
http://www.wikidata.org/entity/Q94636244,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q96025421,
http://www.wikidata.org/entity/Q96192148,Pinacoteca di Brera
http://www.wikidata.org/entity/Q97065805,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi
http://www.wikidata.org/entity/Q97378803,Palazzo Te
http://www.wikidata.org/entity/Q97463134,
http://www.wikidata.org/entity/Q97669288,
http://www.wikidata.org/entity/Q97669846,
http://www.wikidata.org/entity/Q97933450,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q98108204,
http://www.wikidata.org/entity/Q98449585,
http://www.wikidata.org/entity/Q98545387,Certosa di San Martino; chiesa della Certosa di San Martino
http://www.wikidata.org/entity/Q98557614,
http://www.wikidata.org/entity/Q98684801,
http://www.wikidata.org/entity/Q98925578,Civiche raccolte d'arte di palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q98925663,Raccolte d'arte dell'Ospedale Maggiore di Milano
http://www.wikidata.org/entity/Q99323182,Museo Revoltella
http://www.wikidata.org/entity/Q99937752,
http://www.wikidata.org/entity/Q100273549,Pinacoteca civica di Forlì
http://www.wikidata.org/entity/Q100502707,Collezioni comunali d'arte di Bologna
http://www.wikidata.org/entity/Q101853163,chiesa di San Francesco (Matelica)
http://www.wikidata.org/entity/Q101984696,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103823905,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103847443,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103884105,Galleria Palatina
http://www.wikidata.org/entity/Q104117302,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q104832804,Pinacoteca nazionale di Ferrara
http://www.wikidata.org/entity/Q104902739,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q104963266,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q104966980,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q104999859,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105001687,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105001950,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105002330,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105005172,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105009573,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105010125,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105010402,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105025725,
http://www.wikidata.org/entity/Q105070687,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105070700,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105070713,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q105544193,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q105754329,Museo Correr
http://www.wikidata.org/entity/Q105760555,Ca' Rezzonico; Museo del settecento veneziano
http://www.wikidata.org/entity/Q105773240,Galleria nazionale d'arte antica
http://www.wikidata.org/entity/Q105882065,
http://www.wikidata.org/entity/Q105906293,Museo di Roma a palazzo Braschi
http://www.wikidata.org/entity/Q105942793,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q105942808,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q106172341,Museo Mario Praz
http://www.wikidata.org/entity/Q106547526,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q106570155,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q106575251,duomo di Pisa
http://www.wikidata.org/entity/Q106649932,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106684238,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106766906,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106766907,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106857023,Palazzo Ducale
http://www.wikidata.org/entity/Q106863540,Galleria Estense
http://www.wikidata.org/entity/Q107132227,Galleria Palatina
http://www.wikidata.org/entity/Q107171794,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q107254346,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q107273576,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q107311733,
http://www.wikidata.org/entity/Q107440131,Ca' Rezzonico
http://www.wikidata.org/entity/Q107467842,Ca' Rezzonico
http://www.wikidata.org/entity/Q107496570,Rocca Estense
http://www.wikidata.org/entity/Q107522400,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q107548658,
http://www.wikidata.org/entity/Q107720702,"Museo civico ""Giovanni Fattori"""
http://www.wikidata.org/entity/Q108123187,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q108123188,Palazzo degli Uffizi
