id,titolo,artisti,data_creazione,generi,luoghi,collezioni,contenuti,movimenti,soggetti,altezza,larghezza
http://www.wikidata.org/entity/Q124248182,Ritratto di Cosimo I de' Medici,Alessandro Allori (maschio),1583,ritratto,Galleria Borghese,Collezione Borghese; Galleria Borghese,Cosimo I de' Medici,manierismo; pittura rinascimentale italiana,Cosimo I de' Medici,84.0,66.0
http://www.wikidata.org/entity/Q124287594,Ritratto del cardinale Ippolito de' Medici,Giorgio Vasari (maschio),1558,ritratto,,Palazzo Vecchio,Ippolito de' Medici,,Ippolito de' Medici,,
http://www.wikidata.org/entity/Q124256182,adorazione del bambino,Francesco Granacci (maschio),1550,arte religiosa,Accademia delle arti del disegno,Accademia delle arti del disegno,nascita di Gesù,,nascita di Gesù,,
http://www.wikidata.org/entity/Q124307433,Haschisch: fumatrici d'oppio,Gaetano Previati (maschio),1887,,Galleria d'arte moderna Ricci Oddi,Galleria d'arte moderna Ricci Oddi,donna,,,80.0,150.0
http://www.wikidata.org/entity/Q124307821,Abisso verde,Giulio Aristide Sartorio (maschio),1895,pittura mitologica,Galleria d'arte moderna Ricci Oddi,Galleria d'arte moderna Ricci Oddi,,,,59.0,135.0
http://www.wikidata.org/entity/Q124316070,Autoritratto con tavolozza,Giovanni Carnovali (maschio),1850,autoritratto,Accademia Carrara,Accademia Carrara,Giovanni Carnovali,,,78.0,58.0
http://www.wikidata.org/entity/Q124321743,Ritratto dell'imperatore Carlo V in armatura,,1550,ritratto,deposito del museo,Galleria Palatina,Carlo V d'Asburgo,,Carlo V d'Asburgo,196.0,100.0
http://www.wikidata.org/entity/Q124369794,Ritratto di Pier Luigi Farnese,Girolamo Mazzola Bedoli (maschio),1547,ritratto,palazzo della Pilotta,Galleria nazionale di Parma,Pier Luigi Farnese,,Pier Luigi Farnese,132.0,103.0
http://www.wikidata.org/entity/Q124498236,Ritratto di Ambrogio Bertarelli,Giuseppe Amisani (maschio),1927,ritratto,Raccolte d'arte dell'Ospedale Maggiore di Milano,Raccolte d'arte dell'Ospedale Maggiore di Milano,Ambrogio Bertarelli,,Ambrogio Bertarelli,115.0,85.0
http://www.wikidata.org/entity/Q124499426,Ritratto di Francesco Mira,Giuseppe Amisani (maschio),1922,ritratto,Raccolte d'arte dell'Ospedale Maggiore di Milano,Raccolte d'arte dell'Ospedale Maggiore di Milano,Francesco Mira,,Francesco Mira,130.0,100.0
http://www.wikidata.org/entity/Q124538450,Ritratto di papa Urbano VIII Barberini,Guido Ubaldo Abbatini (maschio),1633,ritratto,Galleria nazionale di Palazzo Corsini,Galleria nazionale d'arte antica,papa Urbano VIII,,papa Urbano VIII,133.0,97.0
http://www.wikidata.org/entity/Q124629543,Ritratto di Alessandro de' Medici,Cristofano dell'Altissimo (maschio),1560,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Alessandro de' Medici,,Alessandro de' Medici,62.0,45.0
http://www.wikidata.org/entity/Q124630700,Giovane donna con vestito giallo (Renée Modot),Amedeo Modigliani (maschio),1918,ritratto,Museo d'arte contemporanea del castello di Rivoli,Museo d'arte contemporanea del castello di Rivoli; Fondazione Francesco Federico Cerruti per l’Arte,donna; Renée Modot,,Renée Modot,92.0,60.0
http://www.wikidata.org/entity/Q124627974,Madonna del Latte,Gentile da Rocca (maschio),1283,arte religiosa,Museo nazionale d'Abruzzo,Museo nazionale d'Abruzzo,Gesù; Maria,,,,
http://www.wikidata.org/entity/Q124537391,Ritratto di Pio IX,Antoine Chatelain (maschio),1848,ritratto,deposito del museo,Galleria d'arte moderna di Firenze,papa Pio IX,,papa Pio IX,135.0,98.0
http://www.wikidata.org/entity/Q125599554,Ritratto di Pedro Álvarez de Toledo y Zúñiga,,1625,ritratto,Museo nazionale di San Martino,Museo nazionale di San Martino,Pedro Álvarez de Toledo y Zúñiga,,Pedro Álvarez de Toledo y Zúñiga,80.0,68.0
http://www.wikidata.org/entity/Q125266586,Conversione di san Paolo,Domenico Morelli (maschio),1876,arte religiosa,cattedrale di Santa Maria Assunta,cattedrale di Santa Maria Assunta,conversione di Paolo,,conversione di Paolo,360.0,160.0
http://www.wikidata.org/entity/Q124962542,Ritratto di Andrea Vesalio,,1545,ritratto,Galleria Palatina,Galleria Palatina,Andrea Vesalio,manierismo,Andrea Vesalio,130.0,98.0
http://www.wikidata.org/entity/Q125102834,La novella della nonna,Pietro Saltini (maschio),1875,arte di genere,Museo Revoltella,Museo Revoltella,gatto domestico; madre; cucina; ceramica; vasca da bagno; paiolo; camino; panchina; conocchia; narrazione; nonna; figlio o figlia,realismo,narrazione,63.5,82.0
http://www.wikidata.org/entity/Q125107060,La nonna e nipote,Georgios Iakovidis (maschio),1886,arte di genere,Museo Revoltella,Museo Revoltella,ragazza; nonna,naturalismo; realismo,,95.5,70.0
http://www.wikidata.org/entity/Q125116690,Roma antica,Nicolas-Didier Boguet (maschio),1900,vedutismo,Museo Revoltella,Museo Revoltella,rovine; Foro Romano; Tabularium,neoclassicismo,Foro Romano,65.0,100.0
http://www.wikidata.org/entity/Q125170382,L'onestà di Sant'Eligio,Jacopo Chimenti (maschio),1614,arte religiosa,Palazzo degli Uffizi,Palazzo degli Uffizi,Eligio di Noyon; Clotario II,,,300.5,190.0
http://www.wikidata.org/entity/Q125176302,Ritratto dell’Arciduca Massimiliano,Augusto Tominz (maschio),1868,ritratto,Museo Revoltella,Museo Revoltella,Massimiliano I del Messico,romanticismo,Massimiliano I del Messico,148.0,111.0
http://www.wikidata.org/entity/Q125189520,Stamura che incendia le macchine all'assedio di Ancona,Francesco Podesti (maschio),1877,,,,Stamira,,,,
http://www.wikidata.org/entity/Q125208945,Visita allo zio cardinale,Raffaele Armenise (maschio),1884,pittura storica; arte di genere,Museo Revoltella,Museo Revoltella,,,visita,127.0,207.0
http://www.wikidata.org/entity/Q125298817,Ritratto di Niccolò Leoniceno,Dosso Dossi (maschio),1521,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,Niccolò Leoniceno; Galeni Ars medicinalis Nicolao Leoniceno interprete,,Niccolò Leoniceno,85.0,72.0
http://www.wikidata.org/entity/Q125387269,Baccanale con Arianna dormiente,David Teniers il Giovane (maschio),1638,pittura mitologica,Galleria Palatina,Galleria Palatina,vino; nudità; albero; paesaggio; baccanale; ninfa; Sileno,,baccanale,36.0,46.0
http://www.wikidata.org/entity/Q125490773,Ritratto della contessa Anna Maria Rombo Morosini,Lino Selvatico (maschio),1908,ritratto,Museo Fortuny,Museo d'Arte Orientale,Anna Morosini,,Anna Morosini,228.0,119.0
http://www.wikidata.org/entity/Q125144993,Adorazione dei pastori,Amico Aspertini (maschio),1530,arte religiosa,Palazzo degli Uffizi,Palazzo degli Uffizi,Maria; pastore; San Giuseppe; paesaggio; tronco; putto; Stella di Betlemme; San Giovannino; Bambino Gesù; agnello; adorazione dei pastori,,adorazione dei pastori,44.5,34.0
http://www.wikidata.org/entity/Q125293980,Vergine e il Bambino,Alvise Vivarini (maschio),1480,arte religiosa,Museo di Castelvecchio,Museo di Castelvecchio,Maria; Bambino Gesù,,Madonna col Bambino,61.0,43.0
http://www.wikidata.org/entity/Q125399429,Madonna del Latte,Ambrogio Lorenzetti (maschio),1330,arte religiosa,Siena,Museo diocesano d'arte sacra,Madonna col Bambino,,allattamento,90.0,45.0
http://www.wikidata.org/entity/Q124981334,Ritratto di giovane,Silvestro Lega (maschio),1857,ritratto,Palazzo Pitti,Galleria d'arte moderna di Firenze,uomo,art pompier; realismo,uomo,28.0,23.0
http://www.wikidata.org/entity/Q124721106,Ritratto di papa Pio II,Cristofano dell'Altissimo (maschio),1567,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,papa Pio II,,papa Pio II,60.0,45.0
http://www.wikidata.org/entity/Q124736928,Ritratto di Bianca Cappello,Alessandro Allori (maschio),1578,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Bianca Cappello,,Bianca Cappello,37.0,27.0
http://www.wikidata.org/entity/Q124652229,Ritratto del papa Leone XIII,Franz von Lenbach (maschio),1886,ritratto,Galleria internazionale d'arte moderna,Galleria internazionale d'arte moderna,Papa Leone XIII,realismo,Papa Leone XIII,112.0,85.8
http://www.wikidata.org/entity/Q124652592,Ritratto di Giovanni di Montagliari,Franz von Lenbach (maschio),1885,ritratto,Galleria d'arte moderna di Firenze,Galleria d'arte moderna di Firenze,Giovanni Meyer,,Giovanni Meyer,68.0,55.0
http://www.wikidata.org/entity/Q124662452,Ritratto di Javotte Bocconi Manca di Villahermosa,Antonio Ambrogio Alciati (maschio),1916,ritratto,Museo nazionale della scienza e della tecnologia Leonardo da Vinci,Museo nazionale della scienza e della tecnologia Leonardo da Vinci,Javotte Manca di Villahermosa,,Javotte Manca di Villahermosa,48.0,42.7
http://www.wikidata.org/entity/Q124662574,Ritratto di Benigno Cristoforo Crespi,Antonio Ambrogio Alciati (maschio),1920,ritratto,Raccolte d'arte dell'Ospedale Maggiore di Milano,Raccolte d'arte dell'Ospedale Maggiore di Milano,Cristoforo Benigno Crespi,,Cristoforo Benigno Crespi,202.0,120.0
http://www.wikidata.org/entity/Q124663036,Ritratto di Giacomo Mellerio,Giuseppe Molteni (maschio),1848,ritratto,Raccolte d'arte dell'Ospedale Maggiore di Milano,Raccolte d'arte dell'Ospedale Maggiore di Milano,Giacomo Mellerio,,Giacomo Mellerio,209.0,136.0
http://www.wikidata.org/entity/Q124664892,Ritratto di Ferdinando I d'Austria,Giuseppe Molteni (maschio),1837,ritratto,Accademia di belle arti di Brera,Accademia di belle arti di Brera,Ferdinando I d'Austria,,Ferdinando I d'Austria,227.0,184.5
http://www.wikidata.org/entity/Q124686467,Ritratto di Ludovico Ariosto,Dosso Dossi (maschio),1520,ritratto,Il Cardello Casa Oriani,Il Cardello Casa Oriani,Ludovico Ariosto,Alto Rinascimento,Ludovico Ariosto,60.0,50.0
http://www.wikidata.org/entity/Q124719736,Ritratto di Leonardo da Vinci,Cristofano dell'Altissimo (maschio),1560,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Leonardo da Vinci,,Leonardo da Vinci,60.0,45.0
http://www.wikidata.org/entity/Q124723493,Ritratto del cardinale Pompeo Colonna,Cristofano dell'Altissimo (maschio),1560,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Pompeo Colonna,,Pompeo Colonna,60.0,45.0
http://www.wikidata.org/entity/Q124724283,Ritratto del cardinale Pompeo Colonna,Sebastiano del Piombo (maschio),1517,ritratto,Palazzo Colonna,Palazzo Colonna,cane; Pompeo Colonna,pittura veneta; Alto Rinascimento,Pompeo Colonna,115.0,87.0
http://www.wikidata.org/entity/Q124738743,Ritratto di Ferdinando II al nono giorno di vaiolo,Justus Sustermans (maschio),1626,ritratto,Galleria Palatina,Galleria Palatina,Ferdinando II de' Medici,,Ferdinando II de' Medici,45.0,34.0
http://www.wikidata.org/entity/Q124884546,L'incredulità di San Tommaso,Silvestro Lega (maschio),1850,arte religiosa,palazzo pretorio,"pinacoteca comunale ""S. Lega''",Gesù; Tommaso; L'incredulità di Tommaso,romanticismo; art pompier,L'incredulità di Tommaso,101.0,76.0
http://www.wikidata.org/entity/Q124902982,David who calms the cravings of Saul troubled by the evil spirit with the sound of the harp (preparatory sketch),Silvestro Lega (maschio),1852,arte religiosa,Palazzo Pitti,Galleria d'arte moderna di Firenze,Saul; Davide; arpa; Gionatan; Mikal; colonnato,romanticismo; art pompier,Davide,23.5,29.5
http://www.wikidata.org/entity/Q124922865,David che placa col suono dell'arpa le smanie di Saul travagliato dallo spirito malo,Silvestro Lega (maschio),1852,arte religiosa,Galleria dell'Accademia,Galleria dell'Accademia e Musei del Bargello,mobile; Saul; Davide; lancia; arpa; Gionatan; portico; Mikal,romanticismo; art pompier,Davide,133.0,174.0
http://www.wikidata.org/entity/Q124801581,Ritratto di Alfonso I d'Este,Sebastiano Filippi (maschio),1556,ritratto,Galleria Palatina,Galleria Palatina,spada; cannone; Alfonso I d'Este,,Alfonso I d'Este,154.7,123.3
http://www.wikidata.org/entity/Q124726116,Ritratto di Pietro Aretino,Cristofano dell'Altissimo (maschio),1587,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Pietro Aretino,,Pietro Aretino,58.8,42.5
http://www.wikidata.org/entity/Q124726300,Ritratto di Vincenzo Cappello,Cristofano dell'Altissimo (maschio),1560,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,Vincenzo Cappello,,Vincenzo Cappello,57.0,42.0
http://www.wikidata.org/entity/Q125678611,Ora triste,Giuseppe De Nittis (maschio),1883,ritratto,Palazzo della Marra,Pinacoteca Giuseppe De Nittis,velo; posizione eretta; donna giovane; abbigliamento; tristezza; dolore,,donna giovane,100.0,61.0
http://www.wikidata.org/entity/Q125679589,Uscita dal bosco,Giuseppe De Nittis (maschio),1884,pittura paesaggistica,Palazzo della Marra,Pinacoteca Giuseppe De Nittis,foresta; albero; strada; recinto; campo,,,55.0,73.0
http://www.wikidata.org/entity/Q125692333,San Michele arcangelo trionfante,Carlo Francesco Nuvolone (maschio),1630,arte religiosa,sala 1.1 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,Michele; Lucifero; angelo,,,330.0,700.0
http://www.wikidata.org/entity/Q125704254,"Madonna con bambino, San Giovannino e angeli",Andrea del Sarto (maschio),1518,arte religiosa,Museo nazionale di Capodimonte,Museo nazionale di Capodimonte,Maria; angelo; Bambino Gesù; San Giovannino; Madonna col Bambino,,Madonna col Bambino,115.0,87.0
http://www.wikidata.org/entity/Q125728210,Figura di donna (Léontine De Nittis),Giuseppe De Nittis (maschio),1880,ritratto,Palazzo della Marra,Pinacoteca Giuseppe De Nittis,,,,71.0,38.0
http://www.wikidata.org/entity/Q126284318,Composizione G.R.U. 35/B,Mario Radice (maschio),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,76.0,45.0
http://www.wikidata.org/entity/Q126284317,Composizione 50/218,Manlio Rho (maschio),1950,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,54.0,43.0
http://www.wikidata.org/entity/Q126284320,Composizione R.S. 202,Mario Radice (maschio),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,40.0,70.0
http://www.wikidata.org/entity/Q126284322,disegno per rilievo,Aldo Galli (maschio),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,27.5,19.0
http://www.wikidata.org/entity/Q126284326,Officina Uno,Aldo Galli (maschio),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,80.0,55.0
http://www.wikidata.org/entity/Q126284329,Le vent se lève (Composizione n. 43),Carla Badiali (femmina),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,47.5,37.5
http://www.wikidata.org/entity/Q126284355,Composizione C.F. 123 B,Mario Radice (maschio),,,sala 2.7 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,46.0,72.0
http://www.wikidata.org/entity/Q126284357,Composizione R.3.C.,Mario Radice (maschio),,,sala 2.7 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,26.0,35.0
http://www.wikidata.org/entity/Q126284385,Cortile a Rovetta,Ugo Bernasconi (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,50.0,70.0
http://www.wikidata.org/entity/Q126284383,Lavori in corso - cantiere,Giuliano Collina (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,150.0,200.0
http://www.wikidata.org/entity/Q126284387,Mercato di cavalli,Betto Lotti (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,64.0,49.0
http://www.wikidata.org/entity/Q126284388,La casa solitaria,Vincenzo Schiavio (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,58.0,48.0
http://www.wikidata.org/entity/Q126284380,Spiaggia,Giuliano Collina (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,200.0,210.0
http://www.wikidata.org/entity/Q126284386,Veduta di paese (Merate),Donato Frisia (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,39.0,30.0
http://www.wikidata.org/entity/Q126284381,Zolla di terra,Giuliano Collina (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,141.0,241.0
http://www.wikidata.org/entity/Q126284384,Trabucco adriatico,Virgilio Vairo (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,90.0,120.0
http://www.wikidata.org/entity/Q126284389,Verde Brianza,Sergio Tagliabue (maschio),,,sala 2.8 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,50.0,70.0
http://www.wikidata.org/entity/Q126284622,disegno per rilievo (P672),Aldo Galli (maschio),,,sala 2.4 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,24.0,19.0
http://www.wikidata.org/entity/Q125811962,Santi Crispino e Crispiniano,,1700,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Gesù; Maria; mendicante; colonnato; Crispiniano; povero; Crispino,,Crispino; Crispiniano,260.0,170.0
http://www.wikidata.org/entity/Q125811807,Martirio di Santa Lucia,Giulio Benso (maschio),1650,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,cane; Gesù; Maria; Equus ferus caballus; vescovo; edificio; Santa Lucia; angelo; santo cattolico; soldato,,Santa Lucia,275.0,175.0
http://www.wikidata.org/entity/Q125809444,Madonna e santi,Giovanni Bellini (maschio),,,chiesa di San Francesco della Vigna,chiesa di San Francesco della Vigna,Sacra conversazione,,Sacra conversazione,,
http://www.wikidata.org/entity/Q125813375,Cristo consegna le chiavi a San Pietro,,1700,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Gesù; Paolo di Tarso; colonna; Pietro; angelo,,chiavi del cielo,250.0,170.0
http://www.wikidata.org/entity/Q125813094,Santi Cosma e Damiano,,1800,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Giovanni Battista; Cosma e Damiano; mendicante; agnello,,Cosma e Damiano,250.0,180.0
http://www.wikidata.org/entity/Q125775011,San Francesco riceve i Sette privilegi dall'Angelo,Jusepe de Ribera (maschio),,,palazzo Bianco,palazzo Bianco,,,,,
http://www.wikidata.org/entity/Q125775038,Miracolo del Beato Salvatore da Horta,Domenico Piola (maschio),,,,,,,,,
http://www.wikidata.org/entity/Q125775114,Miracolo della coppa avvelenata,Maestro della Leggenda di San Giovanni evangelista (maschio),,,palazzo Bianco,palazzo Bianco,,,,,
http://www.wikidata.org/entity/Q125775113,Visitare i carcerati,Cornelis de Wael (maschio),,,palazzo Bianco,palazzo Bianco,,,,,
http://www.wikidata.org/entity/Q125794511,San Francesco in estasi,,,,palazzo Bianco,palazzo Bianco,,,,,
http://www.wikidata.org/entity/Q125812539,Pentecoste,Bernardo Castello (maschio),1700,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Maria; Spirito Santo; cherubino; colonnato; colomba come simbolo; dodici apostoli,,Pentecoste,260.0,172.0
http://www.wikidata.org/entity/Q125813029,Morte di San Giuseppe,,1738,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Gesù; Maria; San Giuseppe; cherubino; angelo,,,300.0,200.0
http://www.wikidata.org/entity/Q125813475,Incoronazione di Maria Vergine,,1800,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Gesù; umano; Maria; Dio nel Cristianesimo; nuvola; angelo,,Incoronazione della Vergine,150.0,220.0
http://www.wikidata.org/entity/Q125813876,Educazione di Maria Vergine,Maurizio Carrega (maschio),1800,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Maria; edificio; Sant'Anna; angelo; Gioacchino,,educazione di Maria,242.0,119.0
http://www.wikidata.org/entity/Q125775116,Adorazione dei pastori,Antonio Travi (maschio),,arte religiosa,,,,,adorazione dei pastori,,
http://www.wikidata.org/entity/Q125775039,San Giovanni Evangelista,Maestro della Leggenda di San Giovanni evangelista (maschio),,arte religiosa,palazzo Bianco,palazzo Bianco,,,Giovanni,,
http://www.wikidata.org/entity/Q125775115,Sacrificio di Isacco,Giuseppe Vermiglio (maschio),1700,arte religiosa,palazzo Bianco,palazzo Bianco,,,Sacrificio di Isacco,,
http://www.wikidata.org/entity/Q125811262,Trinità,,1600,arte religiosa,chiesa di Sant'Ambrogio,chiesa di Sant'Ambrogio,Gesù; Dio nel Cristianesimo; angelo; colomba come simbolo; gallo,,Trinità,220.0,150.0
http://www.wikidata.org/entity/Q125774997,San Pietro,Jan Provoost (maschio),,arte religiosa,palazzo Bianco,palazzo Bianco,,,Pietro,,
http://www.wikidata.org/entity/Q125938897,Composizione con figure,,,,sala 0.11 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,57.3,39.0
http://www.wikidata.org/entity/Q125973990,Ritratto del conte Guglielmo Lochis,Giovanni Carnovali (maschio),1835,ritratto,Accademia Carrara,Accademia Carrara; Collezione Lochis,Guglielmo Lochis,,Guglielmo Lochis,49.0,42.0
http://www.wikidata.org/entity/Q126093976,Ritratto di Anna Maria Luisa de' Medici in atto di danza,Jan Frans van Douven (maschio),1699,ritratto,Galleria Palatina,Galleria Palatina,Anna Maria Luisa de' Medici,,Anna Maria Luisa de' Medici,45.0,32.5
http://www.wikidata.org/entity/Q126127672,Madonna e Bambino in gloria con santi,Annibale Carracci (maschio),1550 | 1590,,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,Madonna col Bambino,,,278.0,193.0
http://www.wikidata.org/entity/Q125973048,Autoritratto,Fra' Galgario (maschio),1732,autoritratto,Accademia Carrara,Accademia Carrara,Fra' Galgario,,Fra' Galgario,73.0,58.0
http://www.wikidata.org/entity/Q125974248,Autoritratto,Fra' Galgario (maschio),1730,autoritratto,Pinacoteca del Castello Sforzesco,Pinacoteca del Castello Sforzesco,Fra' Galgario,,Fra' Galgario,53.0,48.0
http://www.wikidata.org/entity/Q125863783,La Maddalena,,1563,arte religiosa,Roma; Busto Arsizio,,Maria Maddalena; Maddalena penitente,pittura veneta,Maddalena penitente,104.0,90.0
http://www.wikidata.org/entity/Q126127358,Madonna del Rosario,,,arte religiosa,,,,,,,
http://www.wikidata.org/entity/Q126284238,Ester e Assuero,Aurelio Luini (maschio),,,sala 1.3 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,240.0,340.0
http://www.wikidata.org/entity/Q126284230,San Tommaso d'Aquino,,,,sala 1.2 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,58.0,82.0
http://www.wikidata.org/entity/Q126284206,compianto sul cristo morto,,,,sala 0.13 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,118.5,100.0
http://www.wikidata.org/entity/Q126284178,Ritratto di Niccolò Leoniceno,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,,
http://www.wikidata.org/entity/Q126208398,ritratto di Elisabetta d'Ungheria,Jan Provoost (maschio),,ritratto,palazzo Bianco,palazzo Bianco,Elisabetta d'Ungheria,,,,
http://www.wikidata.org/entity/Q126208411,San Francesco consolato dall'angelo-musico,Gioacchino Assereto (maschio),,,palazzo Bianco,palazzo Bianco,Francesco d'Assisi,,,,
http://www.wikidata.org/entity/Q126215082,Sacrificio di Noè,Giovanni Benedetto Castiglione (maschio),,,palazzo Bianco,palazzo Bianco,Sacrificio di Noè,,,,
http://www.wikidata.org/entity/Q126260153,La Pentecoste,Domenico Fiasella (maschio),,arte religiosa,basilica di Santa Maria di Nazareth,,Pentecoste,,Pentecoste,,
http://www.wikidata.org/entity/Q126284172,Concerto Campestre,Ambrogio Benzone (maschio),,,sala 0.11 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,107.0,134.5
http://www.wikidata.org/entity/Q126284170,Ritratto di liutista,Giulio Campi (maschio),,ritratto,sala 0.11 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,92.0,70.0
http://www.wikidata.org/entity/Q126284182,Ritratto di Marsilio Ficino,Brescianino (maschio),,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,Marsilio Ficino,,Marsilio Ficino,63.0,46.0
http://www.wikidata.org/entity/Q126284183,Ritratto di Gerolamo Savonarola,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,60.0,49.0
http://www.wikidata.org/entity/Q126284180,Ritratto Michele Marullo,Ridolfo del Ghirlandaio (maschio),,,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,61.0,49.0
http://www.wikidata.org/entity/Q126284185,Ritratto di Guillaume Budé,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,102.0,78.0
http://www.wikidata.org/entity/Q126284191,Ritratto di Gian Giorgio Trissino,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,75.0,64.0
http://www.wikidata.org/entity/Q126284189,Ritratto di Ermolao Barbaro,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,61.0,52.0
http://www.wikidata.org/entity/Q126284177,Veduta della villa Museo di Paolo Giovio e Imprese,Giovanni Domenico Caresana (maschio),,,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,104.0,147.0
http://www.wikidata.org/entity/Q126284194,Ritratto di Francesco Franchini,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,84.5,64.0
http://www.wikidata.org/entity/Q126284192,Ritratto di Domizio Calderino,,,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,,,,80.0,67.5
http://www.wikidata.org/entity/Q126284193,Ritratto di Alberto Magno e Giovanni Duns Scoto,Amico Aspertini (maschio),,ritratto,sala 0.12 della Pinacoteca Civica di palazzo Volpi,raccolte d'arte della Pinacoteca Civica di Palazzo Volpi,Alberto Magno; Duns Scoto,,,67.0,81.0
