id,titolo,artisti,data_creazione,generi,luoghi,collezioni,contenuti,movimenti,soggetti,altezza,larghezza
http://www.wikidata.org/entity/Q110714745,Vir dolorum,Sandro Botticelli (maschio),1500,arte religiosa,Accademia Carrara,Accademia Carrara,Gesù; Imago pietatis,,Imago pietatis,47.6,32.3
http://www.wikidata.org/entity/Q110865329,Morte di Didone,Gregorio Lazzarini (maschio),1714,pittura mitologica,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Didone,pittura veneta,Eneide; Morte di Didone,300.0,300.0
http://www.wikidata.org/entity/Q110866078,Enea raccoglie il ramo d'oro,Giuseppe Gambarini (maschio),1712,pittura mitologica,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Enea,pittura bolognese,Eneide,258.0,133.0
http://www.wikidata.org/entity/Q110867847,Venere chiede a Vulcano di forgiare un'armatura per Enea,Luigi Garzi (maschio),1712,pittura mitologica,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Vulcano; Venere,barocco romano,Eneide,298.0,292.0
http://www.wikidata.org/entity/Q110868028,"bozzetto per ""Venere chiede a Vulcano di forgiare un'armatura per Enea""",Luigi Garzi (maschio),1711,pittura mitologica,Roma,Getty Museum; Colnaghi; Collezione Lemme,Vulcano; Venere,,Eneide,50.0,64.0
http://www.wikidata.org/entity/Q110868273,Venere offre le armi ad Enea,Paolo De Matteis (maschio),1712,pittura mitologica,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Enea; Venere,pittura napoletana,Eneide,246.0,136.0
http://www.wikidata.org/entity/Q110872609,Battaglia tra Enea e Mezenzio,Gregorio Lazzarini (maschio),1712,pittura mitologica,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Equus ferus caballus; spada; lancia; Enea; scudo; corazza; Mezenzio; colombo; soldato; elmo,pittura veneta,Eneide,304.0,326.0
http://www.wikidata.org/entity/Q110872935,La Chiesa annienta gli dei pagani,Francesco Mancini (maschio),1712,allegoria,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,personificazione,,,135.0,178.0
http://www.wikidata.org/entity/Q111041574,Incoronazione della Vergine tra angeli e santi,Giotto (maschio),1328,arte religiosa,cappella Baroncelli,,Maria,,Incoronazione della Vergine,,
http://www.wikidata.org/entity/Q111042707,Apoteosi di San Francesco,Giotto (maschio); Maestro delle Vele (maschio),1334,arte religiosa,basilica inferiore di San Francesco d'Assisi,,trono; Francesco d'Assisi,,,,
http://www.wikidata.org/entity/Q110884929,Ritratto di giovane donna,Federico Barocci (maschio),1570,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,donna; Lavinia Feltria della Rovere,,donna,45.0,33.0
http://www.wikidata.org/entity/Q110907797,Luigi XIV,Hyacinthe Rigaud (maschio),1800,ritratto,Museo Glauco Lombardi,Museo Glauco Lombardi,Luigi XIV di Francia,,Luigi XIV di Francia,40.0,31.0
http://www.wikidata.org/entity/Q110907328,San Giovanni Paolo II,Giuseppe Frascaroli (maschio),2014,ritratto,chiesa di Santa Maria delle Grazie,chiesa di Santa Maria delle Grazie,Papa Giovanni Paolo II,,Papa Giovanni Paolo II,70.0,60.0
http://www.wikidata.org/entity/Q111159651,Ritratto di Elisa Bonaparte,Marie-Guillemine Benoist (femmina),1806,ritratto,Museo di palazzo Mansi,Museo di palazzo Mansi,Elisa Bonaparte Baciocchi,,Elisa Bonaparte Baciocchi,214.0,129.0
http://www.wikidata.org/entity/Q111160508,Ritratto di Felice Baciocchi,Marie-Guillemine Benoist (femmina),1806,ritratto,Museo napoleonico di Roma,Museo napoleonico di Roma,Felice Baciocchi,,Felice Baciocchi,206.0,125.0
http://www.wikidata.org/entity/Q111255373,Regina Elena di Savoia,Giuseppe Amisani (maschio),1925,ritratto,palazzo della Farnesina,Collezione Farnesina Experimenta,Elena del Montenegro,,Elena del Montenegro,128.5,88.0
http://www.wikidata.org/entity/Q111255770,Re Vittorio Emanuele III,Giuseppe Amisani (maschio),1907,ritratto,Collezione Farnesina Experimenta,Collezione Farnesina Experimenta,Vittorio Emanuele III di Savoia,,Vittorio Emanuele III di Savoia,130.0,90.3
http://www.wikidata.org/entity/Q111256129,La carità,Antonio Rotta (maschio),,,,,,,,57.5,65.0
http://www.wikidata.org/entity/Q111257029,Silenzio eloquente,Antonio Rotta (maschio),1900,arte di genere,Palazzo della Ragione,GAM Verona,nobiltà,realismo,,26.0,36.0
http://www.wikidata.org/entity/Q111308504,Il salotto della principessa Matilde,Giuseppe De Nittis (maschio),1883,arte di genere,Palazzo della Marra,Pinacoteca Giuseppe De Nittis,Matilde Bonaparte; Locutorio (architettura),,,73.0,91.0
http://www.wikidata.org/entity/Q111509018,Adorazione dei Magi,Jacopo Bellini (maschio),1460,arte religiosa,Pinacoteca nazionale di Ferrara,Pinacoteca nazionale di Ferrara,Maria; Magi; dono; Adorazione dei Magi; Bambino Gesù; Gaspare; Melchiorre; Baldassarre,,Adorazione dei Magi,29.0,57.0
http://www.wikidata.org/entity/Q111508542,Madonna col Bambino,Jacopo Bellini (maschio),1440,arte religiosa,Accademia Carrara,Accademia Carrara,Maria; uccello; Bambino Gesù; Madonna col Bambino,,Madonna col Bambino,64.9,52.4
http://www.wikidata.org/entity/Q111486873,La Natività,,,,collegiata di San Michele Arcangelo,,,,,,
http://www.wikidata.org/entity/Q111485530,Annuncio a Zaccaria,Francesco Guarini (maschio),1637,,,,,,,,
http://www.wikidata.org/entity/Q111485979,Martirio di Sant'Agata (taglio dei seni),Francesco Guarini (maschio),1640,arte religiosa,chiesa di Sant'Agata Irpina,,,,martirio,,
http://www.wikidata.org/entity/Q111486358,La liberazione di San Pietro,Francesco Guarini (maschio),1632,,collegiata di San Michele arcangelo,,,,,,
http://www.wikidata.org/entity/Q111486756,La cacciata degli angeli ribelli,,,,collegiata di San Michele Arcangelo,,,,,,
http://www.wikidata.org/entity/Q111486805,Il Paradiso,Giovan Tommaso Guarini (maschio),,,collegiata di San Michele Arcangelo,,,,,,
http://www.wikidata.org/entity/Q111512548,Ritratto di Giuseppe Candiani,Giuseppe Molteni (maschio),1832,ritratto,Padiglione Centrale dell'Ospedale di Busto Arsizio,Quadreria dell'ospedale di Busto Arsizio,Giuseppe Candiani,,Giuseppe Candiani,87.0,70.0
http://www.wikidata.org/entity/Q111577849,pigmalione e galatea,Agnolo Bronzino (maschio),1529,pittura mitologica,,Palazzo degli Uffizi,Pigmalione e Galatea,,Pigmalione e Galatea,83.0,64.5
http://www.wikidata.org/entity/Q111593419,Il Parlatorio delle monache di San Zaccaria,Francesco Guardi (maschio),1750,,Ca' Rezzonico; Museo del settecento veneziano,Ca' Rezzonico; Museo del settecento veneziano,ex monastero di San Zaccaria,,ex monastero di San Zaccaria,108.0,208.0
http://www.wikidata.org/entity/Q111972094,Lampi,Luigi Russolo (maschio),1910,,Galleria Nazionale d'Arte Moderna e Contemporanea,Galleria Nazionale d'Arte Moderna e Contemporanea,,,fulmine,,
http://www.wikidata.org/entity/Q111976882,"Madonna col Bambino tra i santi Girolamo, Benedetto, Maddalena e Giustina",Benedetto Rusconi (maschio),1515,arte religiosa,,Gallerie dell'Accademia,Maria; Bambino Gesù,,Sacra conversazione,200.0,230.0
http://www.wikidata.org/entity/Q112007402,Ritratto di Pio VII,Teodoro Matteini (maschio),1801,ritratto,basilica di San Giorgio Maggiore,basilica di San Giorgio Maggiore,papa Pio VII; trono; tiara,,papa Pio VII,328.0,250.0
http://www.wikidata.org/entity/Q112034223,Autoritratto,Andrea Appiani (maschio),1790,autoritratto,Pinacoteca di Brera,Pinacoteca di Brera,Andrea Appiani,,Andrea Appiani,19.0,15.5
http://www.wikidata.org/entity/Q112034219,Il concertino,Pietro Longhi (maschio),,,Pinacoteca di Brera,Pinacoteca di Brera,famiglia,,,,
http://www.wikidata.org/entity/Q112074870,Il richiamo del contingente,Odoardo Borrani (maschio),1869,pittura storica; arte di genere,sede storica della Cassa di Risparmio di Firenze,sede storica della Cassa di Risparmio di Firenze; Fondazione Cassa di Risparmio di Firenze,,,,,
http://www.wikidata.org/entity/Q112075694,Ritratto di papa Paolo IV Carafa,,1558,ritratto,Palazzo Ducale,Palazzo Ducale,papa Paolo IV,pittura rinascimentale italiana,papa Paolo IV,105.3,84.4
http://www.wikidata.org/entity/Q111718624,Ritratto di Clemente IX benedicente,Giovan Battista Gaulli (maschio),1667,ritratto,Palazzo Chigi,Palazzo Chigi,papa Clemente IX,,papa Clemente IX,74.0,60.0
http://www.wikidata.org/entity/Q111738668,Tabernacolo di San Sebastiano,Antonio Rossellino (maschio); Francesco Botticini (maschio),1476,,Pinacoteca Museo della Collegiata di Sant'Andrea,Pinacoteca Museo della Collegiata di Sant'Andrea,san Sebastiano,,san Sebastiano,,
http://www.wikidata.org/entity/Q111803475,Signora col cane,Giuseppe De Nittis (maschio),1878,arte di genere,Museo Revoltella,Museo Revoltella,donna,impressionismo,,150.0,90.0
http://www.wikidata.org/entity/Q112109956,Incredulità di San Tommaso,,1615,arte religiosa,Palazzo degli Uffizi,Palazzo degli Uffizi,Gesù; apostolo; Tommaso; L'incredulità di Tommaso,,L'incredulità di Tommaso,108.5,145.0
http://www.wikidata.org/entity/Q112133543,La Deposizione,,1601,arte religiosa,chiesa di Santa Maria Assunta in Cielo,Parrocchia di Santa Maria Assunta,,,deposizione di Gesù,,
http://www.wikidata.org/entity/Q112110434,Ritratto di Carlo Alberto di Savoia-Carignano,Ferdinando Cavalleri (maschio),1832,ritratto,Castello Reale di Racconigi,Castello Reale di Racconigi,Carlo Alberto di Savoia,,Carlo Alberto di Savoia,302.0,199.0
http://www.wikidata.org/entity/Q112122261,Ritratto di papa Pio IX,George Peter Alexander Healy (maschio),1871,ritratto,Museo Pio IX,Museo Pio IX,papa Pio IX,,papa Pio IX,156.0,112.0
http://www.wikidata.org/entity/Q112125081,Ritratto di papa Pio V,Bartolomeo Passarotti (maschio),1579,ritratto,Spoleto,,tenda; papa Pio V; trono,Rinascimento,,,
http://www.wikidata.org/entity/Q112133371,La caduta di Gesù,,1601,,chiesa di Santa Maria Assunta in Cielo,Parrocchia di Santa Maria Assunta,,,,,
http://www.wikidata.org/entity/Q112675085,Ritratto di papa Benedetto XV,Giovanni Battista Torriglia (maschio),1918,ritratto,basilica di Santa Maria delle Vigne,basilica di Santa Maria delle Vigne,libro; Papa Benedetto XV; crocifisso; trono,,Papa Benedetto XV,190.0,130.0
http://www.wikidata.org/entity/Q112228996,L’usuraio (L’Antiquario),Domenico Induno (maschio),1853,arte di genere,Palazzo Pitti,Galleria d'arte moderna di Firenze,,realismo,,81.0,55.0
http://www.wikidata.org/entity/Q112798481,Ritratto di papa Clemente VIII Aldobrandini,Cavalier d'Arpino (maschio),1598,ritratto,Museo diocesano di Senigallia,Museo diocesano di Senigallia,libro; cranio; stemma; tenda; papa Clemente VIII; trono; colombo; scrivania; scrittura,manierismo; pittura rinascimentale italiana,papa Clemente VIII,177.0,166.0
http://www.wikidata.org/entity/Q112958938,Due cani,Johann Gottlieb Hackert (maschio),1782,,Accademia Carrara,Accademia Carrara; Collezione Lochis,cane,,cane,24.0,31.0
http://www.wikidata.org/entity/Q113005931,Ritratto di papa Clemente XIII Rezzonico,Anton Raphael Mengs (maschio),1758,ritratto,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,papa Clemente XIII,pittura barocca,papa Clemente XIII,153.0,111.0
http://www.wikidata.org/entity/Q113006398,Deposizione nel Sepolcro,Jacopo Tintoretto (maschio),1590,arte religiosa,basilica di San Giorgio Maggiore,basilica di San Giorgio Maggiore,Gesù; Maria,pittura veneta,deposizione di Gesù,288.0,166.0
http://www.wikidata.org/entity/Q113016417,Ritratto di papa Giulio III,Girolamo Siciolante da Sermoneta (maschio),1550,ritratto,Galleria Spada,Galleria Spada,papa Giulio III,manierismo; pittura rinascimentale italiana,papa Giulio III,89.5,64.5
http://www.wikidata.org/entity/Q113328821,Ritratto di Clemente XIII Rezzonico,Anton Raphael Mengs (maschio),1758,ritratto,Museo del settecento veneziano,Museo del settecento veneziano,papa Clemente XIII,pittura barocca,papa Clemente XIII,100.0,85.0
http://www.wikidata.org/entity/Q113328601,L'amazzone,Giovanni Boldini (maschio),1878,ritratto,Galleria d'arte moderna di Milano,Galleria d'arte moderna di Milano,cane; Equus ferus caballus; Alice Regnault,,Alice Regnault,69.0,58.0
http://www.wikidata.org/entity/Q113465666,Eva,Lucas Cranach il Vecchio (maschio),1528,nudo artistico; arte religiosa,,Palazzo degli Uffizi,donna; nudità; Eva,rinascimento tedesco,Eva,167.0,61.0
http://www.wikidata.org/entity/Q113465655,Adamo,Lucas Cranach il Vecchio (maschio),1528,nudo artistico; arte religiosa,,Palazzo degli Uffizi,nudità; Adamo; albero della conoscenza del bene e del male,rinascimento tedesco,Adamo,167.0,63.0
http://www.wikidata.org/entity/Q113444533,Ritratto dell'attrice Alice Regnault,Giovanni Boldini (maschio),1880,ritratto,collezione privata,,donna; Alice Regnault; negligé; posizione seduta; attrice,impressionismo,Alice Regnault,102.0,82.0
http://www.wikidata.org/entity/Q113550634,Autoritratto,Cesare Dell'Acqua (maschio),1851,autoritratto,Museo Revoltella,Museo Revoltella,Cesare Dell'Acqua,romanticismo,Cesare Dell'Acqua,40.0,40.0
http://www.wikidata.org/entity/Q113825024,Ritratto di Guidobaldo II della Rovere,Agnolo Bronzino (maschio),1531,ritratto,Sala di Giove,Galleria Palatina,cane; Guidobaldo II della Rovere,pittura rinascimentale italiana,Guidobaldo II della Rovere,114.0,86.0
http://www.wikidata.org/entity/Q113988555,Cardinale Giuseppe Siri,Giuseppe Frascaroli (maschio),2016,ritratto,Molo,Palazzo Arcivescovile,stemma; Giuseppe Siri; cupola di San Pietro,,Giuseppe Siri,100.0,80.0
http://www.wikidata.org/entity/Q114417792,San Girolamo,Federico Barocci (maschio),1600,arte religiosa,Galleria Borghese,Galleria Borghese,Sofronio Eusebio Girolamo,,Sofronio Eusebio Girolamo,97.0,67.0
http://www.wikidata.org/entity/Q114065222,Ritratto di papa Innocenzo IX,,1700,ritratto,duomo di Fidenza,Museo del Duomo di Fidenza,papa Innocenzo IX,,papa Innocenzo IX,64.5,50.5
http://www.wikidata.org/entity/Q114241461,Ritratto di Jacques-Bénigne Bossuet,Hyacinthe Rigaud (maschio),1698,ritratto,Corridoio Vasariano,Palazzo degli Uffizi,Jacques Bénigne Bossuet,,Jacques Bénigne Bossuet,72.0,58.5
http://www.wikidata.org/entity/Q114417179,Madonna di san Simone,Federico Barocci (maschio),1567,arte religiosa,Galleria nazionale delle Marche; Convento di San Francesco,Galleria nazionale delle Marche,Maria; Simone il Cananeo; Giuda Taddeo,,,281.0,190.0
http://www.wikidata.org/entity/Q114601165,Tobia e san Raffaele Arcangelo,Tiziano Vecellio (maschio),1530,arte religiosa,chiesa della Madonna dell'Orto,chiesa della Madonna dell'Orto,cane; Raffaele; Tobia; Tobia e l'angelo; Tobi,pittura veneta,Tobia e l'angelo,193.0,130.0
http://www.wikidata.org/entity/Q114647508,Ritratto di Elisabetta di Sassonia,Cipriano Cei (maschio),1909,ritratto,Castello Reale di Racconigi,Castello Reale di Racconigi,Elisabetta di Sassonia,,Elisabetta di Sassonia,120.5,92.0
http://www.wikidata.org/entity/Q114647547,Leda e il cigno,Jacopo Tintoretto (maschio),1553,nudo artistico; pittura mitologica,Palazzo degli Uffizi; Munich Central Collecting Point,Palazzo degli Uffizi; Munich Central Collecting Point,Giove; nudità; Zeus; cigno; Leda; Leda e il cigno,pittura veneta,Leda e il cigno,147.5,147.5
http://www.wikidata.org/entity/Q115380883,Ritratto di Papa Pio VIII,Clemente Alberi (maschio),1845,ritratto,musei civici di Pesaro,musei civici di Pesaro,papa Pio VIII,,papa Pio VIII,74.0,61.0
http://www.wikidata.org/entity/Q115192337,Martirio di Santa Caterina d'Alessandria,Guido Reni (maschio),1606,arte religiosa,Museo diocesano,Museo diocesano,boia; Caterina d'Alessandria; angelo,,Caterina d'Alessandria,272.0,191.0
http://www.wikidata.org/entity/Q115193266,Miracolo di san Verano,Giovanni Lanfranco (maschio),1610,arte religiosa,Museo diocesano,Museo diocesano,miracolo; Verano di Cavaillon,,Verano di Cavaillon,258.0,186.0
http://www.wikidata.org/entity/Q115206624,Enea e Didone si inoltrano verso la grotta (bozzetto),Francesco Solimena (maschio),1712,pittura mitologica,Musei civici di Palazzo Buonaccorsi,Pinacoteca di arte antica di Palazzo Buonaccorsi,Cupido; Giunone; Enea; Didone,pittura napoletana,Eneide,73.7,77.0
http://www.wikidata.org/entity/Q115249957,L'Immacolata Concezione,Guercino (maschio),1650,arte religiosa,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,Immacolata Concezione; Dio Padre; angelo; luna crescente,barocco,Immacolata Concezione,259.0,180.0
http://www.wikidata.org/entity/Q115326515,Presentazione della Vergine al Tempio,Federico Barocci (maschio),1600,arte religiosa,chiesa di Santa Maria in Vallicella,chiesa di Santa Maria in Vallicella,Maria; Presentazione della Beata Vergine Maria; Presentazione di Maria,,,381.0,248.0
http://www.wikidata.org/entity/Q115327275,Ritratto di papa Clemente IX Rospigliosi benedicente,Giovan Battista Gaulli (maschio),1668,ritratto,Palazzo Barberini,Galleria nazionale d'arte antica,papa Clemente IX,barocco,papa Clemente IX,74.5,61.7
http://www.wikidata.org/entity/Q115329022,Ritratto del cardinale Giulio Rospigliosi,Giovanni Maria Morandi (maschio),1667,ritratto,Palazzo Barberini,Galleria nazionale d'arte antica,papa Clemente IX,,papa Clemente IX,242.0,174.5
http://www.wikidata.org/entity/Q115350433,Ritratto di papa Gregorio XVI,Francesco Podesti (maschio),1832,ritratto,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,papa Gregorio XVI,pittura romantica,papa Gregorio XVI,174.0,124.0
http://www.wikidata.org/entity/Q115363544,Ritratto di papa Leone X con i cardinali Giulio de' Medici e Innocenzo Cybo,Giuliano Bugiardini (maschio),1519,ritratto,Palazzo Barberini,Galleria nazionale d'arte antica,papa Leone X; papa Clemente VII; Innocenzo Cybo,,papa Leone X; papa Clemente VII; Innocenzo Cybo,157.0,117.5
http://www.wikidata.org/entity/Q115382052,Ritratto del conte Stefano Tomani Amiani,Clemente Alberi (maschio),1831,ritratto,Palazzo Malatestiano,Museo civico di Fano,Stefano Tomani Amiani,,Stefano Tomani Amiani,70.0,53.0
http://www.wikidata.org/entity/Q115390601,Ritratto di Alessandro VII Chigi,Pier Francesco Mola (maschio),1659,ritratto,Milano,,papa Alessandro VII,barocco,papa Alessandro VII,119.0,95.0
http://www.wikidata.org/entity/Q115430770,Ritratto di papa Clemente X,,1700,ritratto,Galleria Palatina,Galleria Palatina,papa Clemente X,,papa Clemente X,74.0,57.0
http://www.wikidata.org/entity/Q115431741,Ritratto del cardinale Ippolito de' Medici,Cristofano dell'Altissimo (maschio),1563,ritratto,Galleria Palatina,Galleria Palatina,Ippolito de' Medici,manierismo,Ippolito de' Medici,60.0,43.5
http://www.wikidata.org/entity/Q115434462,Ritratto di Clemente VII con barba,Sebastiano del Piombo (maschio),1529,ritratto,Museo nazionale di Capodimonte,Museo nazionale di Capodimonte,papa Clemente VII,Rinascimento,papa Clemente VII,55.0,34.0
http://www.wikidata.org/entity/Q115453601,Ritratto di papa Clemente VII,,1567,ritratto,Corridoio Vasariano,Palazzo degli Uffizi,papa Clemente VII,manierismo,papa Clemente VII,16.0,12.5
http://www.wikidata.org/entity/Q115452504,Il Crocifisso fra S. Giovanni Battista e S. Nicola da Tolentino,Andrea Lilli (maschio),1574,arte religiosa,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,bambino; crocifisso; Giovanni Battista; Nicola da Tolentino,manierismo,crocifisso,112.0,96.0
http://www.wikidata.org/entity/Q115456457,Ritratto di Cosimo I de' Medici,,1547,ritratto,Sala di Prometeo,Galleria Palatina,Cosimo I de' Medici; armatura; Vello d'oro,pittura rinascimentale italiana,Cosimo I de' Medici,77.5,60.2
http://www.wikidata.org/entity/Q115470798,Papa Clemente VII e l'imperatore Carlo V a colloquio,Giorgio Vasari (maschio),1559,pittura storica,Sala di Clemente VII,Palazzo Vecchio,Bologna; Carlo V d'Asburgo; papa Clemente VII,pittura rinascimentale italiana,Carlo V d'Asburgo; papa Clemente VII,100.0,146.0
http://www.wikidata.org/entity/Q115484898,Putti incoronano la dea Minerva,Niccolò Ricciolini (maschio),1715,,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,Minerva; putto,,fondazione di Roma,90.0,150.0
http://www.wikidata.org/entity/Q115512129,Putto che incorona con l'alloro l'aquila che ha battuto il leone,Niccolò Ricciolini (maschio),1715,,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,leone; putto; corona trionfale; aquila,,fondazione di Roma,90.0,150.0
http://www.wikidata.org/entity/Q115522910,putti con vessillo e fascio littorio,Niccolò Ricciolini (maschio),1715,,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,corona; putto; vessillo; fascio littorio,,,90.0,150.0
http://www.wikidata.org/entity/Q115555506,Putti con scudo e insegne romane,Niccolò Ricciolini (maschio),1715,,Galleria dell'Eneide,Pinacoteca di arte antica di Palazzo Buonaccorsi,spada; scudo; putto; Insegne militari romane; fascio littorio,,fondazione di Roma,90.0,150.0
http://www.wikidata.org/entity/Q115589005,Elemosina di san Benedetto,Bergognone (maschio),1490,arte religiosa,Castello Sforzesco,Pinacoteca del Castello Sforzesco,Benedetto da Norcia,,,27.5,29.0
http://www.wikidata.org/entity/Q115589179,Madonna allattante,,,,santuario di Montevergine,,,,,231.0,99.0
http://www.wikidata.org/entity/Q114863216,Autoritratto,Giuseppe Maria Crespi (maschio),1720,autoritratto,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,Giuseppe Maria Crespi,,,95.5,80.5
http://www.wikidata.org/entity/Q114869573,L'angelo custode,Pietro Ricchi (maschio),1653,arte religiosa,MAG Museo Alto Garda,,Gesù; bambino; angelo custode,,angelo custode,,
http://www.wikidata.org/entity/Q114775095,Compianto sul Cristo morto,Alessandro Tiarini (maschio),1617,arte religiosa,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,Gesù; Compianto sul Cristo morto,,Compianto sul Cristo morto,323.0,213.0
http://www.wikidata.org/entity/Q115110979,Ritratto di papa Pio V,Scipione Pulzone (maschio),1570,ritratto,Palazzo Colonna,Palazzo Colonna,papa Pio V; trono,manierismo; pittura rinascimentale italiana,papa Pio V,175.0,112.0
http://www.wikidata.org/entity/Q114772679,Santa Palazia,Guercino (maschio),1658,arte religiosa,Basilica cattedrale di San Ciriaco; convento di Santa Palazia; Palazzo Bosdari,Pinacoteca civica Francesco Podesti,turibolo; angelo; Navicella; Santa Palazia,barocco,Santa Palazia,370.0,215.0
http://www.wikidata.org/entity/Q114793365,La casa dell'artista,Umberto Moggioli (maschio),1918,arte di genere,Ca' Pesaro; Galleria internazionale d'arte moderna,Galleria internazionale d'arte moderna,donna; casa,,casa,145.0,120.0
http://www.wikidata.org/entity/Q114807998,Cavalcata di soldati nel bosco,Giovanni Fattori (maschio),1900,,Novara,Galleria Giannoni,,,,276.0,450.0
http://www.wikidata.org/entity/Q114811811,Scogliera a Quarto,Pompeo Mariani (maschio),1891,,Novara,Galleria Giannoni,,,,37.0,45.0
http://www.wikidata.org/entity/Q114825983,Veduta di Ancona,Andrea Lilli (maschio),1597,vedutismo; arte religiosa,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,Ancona,manierismo,Ancona,64.0,257.0
http://www.wikidata.org/entity/Q114857806,Ritratto di papa Leone X,Ludovico Buti (maschio),1585,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,libro; sedia; papa Leone X; campanella,manierismo,papa Leone X,141.0,116.0
http://www.wikidata.org/entity/Q114859027,Ritratto di papa Bonifacio VIII,Cristofano dell'Altissimo (maschio),1560,ritratto,Palazzo degli Uffizi,Palazzo degli Uffizi,papa Bonifacio VIII,manierismo,papa Bonifacio VIII,60.0,45.0
http://www.wikidata.org/entity/Q114937054,Ritratto del cardinale Cesare Nembrini Pironi Gonzaga,Francesco Podesti (maschio),1825,ritratto,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,Cesare Nembrini Pironi Gonzaga; pastorale; mitria; Galero,,Cesare Nembrini Pironi Gonzaga,137.0,100.0
http://www.wikidata.org/entity/Q115041810,Ritratto di papa Pio VI,Pompeo Batoni (maschio),1780,ritratto,Pinacoteca comunale di Cesena,Pinacoteca comunale di Cesena,papa Pio VI,neoclassicismo,papa Pio VI,230.0,150.0
http://www.wikidata.org/entity/Q115067483,Madonna del Magnificat,Sandro Botticelli (maschio),1480,arte religiosa,,,Maria; donna; ragazzo; madre; Bambino Gesù; Madonna col Bambino,Primo Rinascimento,Madonna col Bambino,,
http://www.wikidata.org/entity/Q115102928,Ritratto di Giovanni Battista Caprara Montecuccoli,Protasio Girolamo Stambucchi (maschio),1811,ritratto,Raccolte d'arte dell'Ospedale Maggiore di Milano,Raccolte d'arte dell'Ospedale Maggiore di Milano,Giovanni Battista Caprara Montecuccoli,neoclassicismo,Giovanni Battista Caprara Montecuccoli,221.0,130.0
http://www.wikidata.org/entity/Q115153302,La Madonna dell'ala,Bruno Tano (maschio),1931,aeropittura,Musei civici di Palazzo Buonaccorsi,Raccolta d'arte del Novecento di Palazzo Buonaccorsi,Maria; Bambino Gesù; Madonna col Bambino,futurismo,Madonna col Bambino,137.0,70.0
http://www.wikidata.org/entity/Q115153353,Ritratto di Matilde Monori Puini,,1905,ritratto,Musei civici di Palazzo Buonaccorsi,Raccolta d'arte del Novecento di Palazzo Buonaccorsi,sedia; cappello; spilla,eclettismo,,103.0,68.0
http://www.wikidata.org/entity/Q114770904,San Francesco di Assisi riceve le stimmate,Jan van Eyck (maschio),1434,arte religiosa,Galleria Sabauda,Galleria Sabauda,Stimmate di San Francesco,primitivi fiamminghi,Stimmate di San Francesco,29.2,33.4
http://www.wikidata.org/entity/Q115862528,Martirio di San Giorgio e dell'Imperatrice Alessandra,Ercole Graziani (maschio),1737,arte religiosa,cattedrale di San Giorgio,,san Giorgio; Alessandra da Roma,,,,
http://www.wikidata.org/entity/Q115796466,Assunzione della Vergine,Federico Barocci (maschio),1606,arte religiosa,Galleria nazionale delle Marche,Galleria nazionale delle Marche,Assunzione di Maria,,Assunzione di Maria,241.5,171.5
http://www.wikidata.org/entity/Q115652286,Adorazione dei Re Magi,Sandro Botticelli (maschio),1500,arte religiosa,Palazzo degli Uffizi,Palazzo degli Uffizi,Maria; Magi; San Giuseppe; Bambino Gesù; insieme di umani; Adorazione dei Magi,,Adorazione dei Magi,107.5,173.0
http://www.wikidata.org/entity/Q115662781,Ritratto di papa Leone X,,1567,ritratto; miniatura,Corridoio Vasariano,Palazzo degli Uffizi,papa Leone X,manierismo,papa Leone X,16.0,12.5
http://www.wikidata.org/entity/Q115659447,Ritratto di Lorenzo de' Medici il Magnifico,,1567,ritratto,Corridoio Vasariano,Palazzo degli Uffizi,Lorenzo de' Medici,manierismo,Lorenzo de' Medici,16.0,12.5
http://www.wikidata.org/entity/Q115669298,La negromante,Angelo Caroselli (maschio),1649,ritratto,Palazzo Bosdari,Pinacoteca civica Francesco Podesti,donna; libro; colonna; bambino; uomo; cranio umano; negromante; candela,,negromanzia,44.0,35.0
http://www.wikidata.org/entity/Q115680005,Madonna della Misericordia,Fra Bartolomeo (maschio),1515,,Museo nazionale di Villa Guinigi,Museo nazionale di Villa Guinigi,Maria,,Madonna della Misericordia,,
