id,titolo
http://www.wikidata.org/entity/Q28803789,Giovanni Francesco II Brignole-Sale
http://www.wikidata.org/entity/Q28860726,Santi Antonio Abate e Antonio da Padova in adorazione del Gesù Bambino
http://www.wikidata.org/entity/Q28952741,Il Cavaliere in rosa
http://www.wikidata.org/entity/Q29114098,Il martirio di San Mamante
http://www.wikidata.org/entity/Q30031052,Autoritratto
http://www.wikidata.org/entity/Q30135606,Gli amanti veneziani
http://www.wikidata.org/entity/Q30032029,Il sogno di una madre
http://www.wikidata.org/entity/Q30887689,Venezia
http://www.wikidata.org/entity/Q30887987,Minerva
http://www.wikidata.org/entity/Q30887699,Convento
http://www.wikidata.org/entity/Q30605361,Susanna e i vecchioni
http://www.wikidata.org/entity/Q30880062,Paesaggio lombardo
http://www.wikidata.org/entity/Q30880011,Mattino d'estate sull'Adige
http://www.wikidata.org/entity/Q30880678,Assisi - San Damiano. Coretto di Santa Chiara
http://www.wikidata.org/entity/Q30880889,Ritratto di vecchio seduto
http://www.wikidata.org/entity/Q31559452,Arco trionfale del doge Nicolò Tron
http://www.wikidata.org/entity/Q32904769,Madonna con Bambino e santa Caterina d'Alessandria
http://www.wikidata.org/entity/Q40669017,Adorazione dei pastori
http://www.wikidata.org/entity/Q40691169,Martirio di santo Stefano
http://www.wikidata.org/entity/Q40695411,Cristo morto adorato da san Domenico di Guzman
http://www.wikidata.org/entity/Q34215143,Ritratto di Benedetto Landriani
http://www.wikidata.org/entity/Q37027223,Adorazione del Bambino
http://www.wikidata.org/entity/Q45361473,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q42189297,Eleonora di Toledo malata
http://www.wikidata.org/entity/Q45381203,Bernardino Campi ritrae Sofonisba Anguissola
http://www.wikidata.org/entity/Q46998093,Elasticità
http://www.wikidata.org/entity/Q46833514,Ritratto del duca Louis de Clève
http://www.wikidata.org/entity/Q48808515,Pietà
http://www.wikidata.org/entity/Q48388241,Ritratto virile
http://www.wikidata.org/entity/Q48917755,Vanitas
http://www.wikidata.org/entity/Q49167697,Morte di Lucrezia
http://www.wikidata.org/entity/Q48814933,Ritratto di giovane ignota
http://www.wikidata.org/entity/Q48927682,Santi Giovanni Evangelista e Francesco
http://www.wikidata.org/entity/Q49167284,Allegoria della Pittura e Architettura
http://www.wikidata.org/entity/Q49167493,Maria Maddalena morente
http://www.wikidata.org/entity/Q49167869,Ritratto di Jacopo Sansovino
http://www.wikidata.org/entity/Q50752920,Giuditta
http://www.wikidata.org/entity/Q50894841,Autoritratto
http://www.wikidata.org/entity/Q50884435,Sacrificio di Isacco
http://www.wikidata.org/entity/Q51212996,Ritratto di papa Clemente IX
http://www.wikidata.org/entity/Q50399525,Ratto di Ganimede
http://www.wikidata.org/entity/Q50378007,Ritratto di Francesco I de' Medici giovinetto
http://www.wikidata.org/entity/Q50378015,Ritratto di Maria di Cosimo de' Medici
http://www.wikidata.org/entity/Q50384906,Ritratto di giovane con liuto
http://www.wikidata.org/entity/Q50422860,Ritratto del papa Sisto IV
http://www.wikidata.org/entity/Q50474718,Allegoria della Felicità
http://www.wikidata.org/entity/Q50840293,Ritratto di un dotto
http://www.wikidata.org/entity/Q50846578,Allegoria della Toscana
http://www.wikidata.org/entity/Q50880887,Uomo in armatura
http://www.wikidata.org/entity/Q50939921,Cercatrice di pulci
http://www.wikidata.org/entity/Q51726313,Cucendo la vela
http://www.wikidata.org/entity/Q51918916,Camerino delle Duchesse
http://www.wikidata.org/entity/Q52084102,Autoritratto a 71 anni
http://www.wikidata.org/entity/Q52735921,Ritorno dai campi
http://www.wikidata.org/entity/Q52155208,Autoritratto
http://www.wikidata.org/entity/Q52157937,Autoritratto
http://www.wikidata.org/entity/Q52329690,Autoritratto
http://www.wikidata.org/entity/Q52217967,Gli emigranti
http://www.wikidata.org/entity/Q52155641,Autoritratto con ombrello verde
http://www.wikidata.org/entity/Q54086391,Ecce Homo
http://www.wikidata.org/entity/Q53940665,"Madonna con il Bambino, santi Pietro e Paolo e un angelo"
http://www.wikidata.org/entity/Q53560123,Sant'Ambrogio
http://www.wikidata.org/entity/Q54811281,Lapidazione di santo Stefano
http://www.wikidata.org/entity/Q54625897,La cacciata dei profanatori dal tempio
http://www.wikidata.org/entity/Q55177712,Ecce Homo
http://www.wikidata.org/entity/Q55814015,Levata del Sole allo Spluga
http://www.wikidata.org/entity/Q56043344,Ritratto di Francesco Maria II della Rovere
http://www.wikidata.org/entity/Q56149824,La morte del pulcino
http://www.wikidata.org/entity/Q56062483,Ulisse e Diomede nella tenda di Reso
http://www.wikidata.org/entity/Q56258104,"''Cristo in Gloria, San Marco e Carlo Borromeo, la Fede, il Consiglio, Benaco con i frutti del lago'' (Dipinto a soffitto di Andrea Bertanza)"
http://www.wikidata.org/entity/Q56258413,dipinti di Felice Boscarati (Situati presso l'ingresso del Municipio)
http://www.wikidata.org/entity/Q56323673,Annunciazione
http://www.wikidata.org/entity/Q56318135,Velario del Sanquirico
http://www.wikidata.org/entity/Q56323639,Bacco e Arianna del Senato
http://www.wikidata.org/entity/Q56323645,Crasso saccheggia il tempio di Gerusalemme
http://www.wikidata.org/entity/Q56417895,Ritratto di Luther
http://www.wikidata.org/entity/Q56417994,Ritratto di Caterina Bora
http://www.wikidata.org/entity/Q56538353,Ritratto di bambina di casa Redetti
http://www.wikidata.org/entity/Q56599032,Dipinti di arte urbana
http://www.wikidata.org/entity/Q57530584,San Domenico
http://www.wikidata.org/entity/Q57623718,Pietà della lacrima
http://www.wikidata.org/entity/Q61767320,Annunciazione (Tiziano Scuola Grande di San Rocco)
http://www.wikidata.org/entity/Q61816747,Ritratto di Matilde Juva Branca
http://www.wikidata.org/entity/Q56776954,Polittico di san Pietro
http://www.wikidata.org/entity/Q59185173,Deposizione di Cristo dalla croce
http://www.wikidata.org/entity/Q58177339,Presentazione di Gesù al Tempio
http://www.wikidata.org/entity/Q58231270,L'erede
http://www.wikidata.org/entity/Q58178579,Nascita di Maria
http://www.wikidata.org/entity/Q58181750,San Giuseppe con il Bambino
http://www.wikidata.org/entity/Q58184717,Ritratto di Giuseppe Borri
http://www.wikidata.org/entity/Q58185294,Ritratto di Luigi Tosi
http://www.wikidata.org/entity/Q58480176,Altare patrio in piazza San Pietro per la Festa della Federazione
http://www.wikidata.org/entity/Q58956093,Incoronazione della Vergine (Vivarini-d'Alemagna)
http://www.wikidata.org/entity/Q59185398,Il mulino del borgo
http://www.wikidata.org/entity/Q59442235,San Giuseppe con Bambino
http://www.wikidata.org/entity/Q59914107,Occupazione delle terre incolte in Sicilia
http://www.wikidata.org/entity/Q60838300,Madonna del Voto
http://www.wikidata.org/entity/Q62014629,Il bagno della pastora
http://www.wikidata.org/entity/Q62476202,Napoleone III
http://www.wikidata.org/entity/Q62272761,Santuario di Ambivere
http://www.wikidata.org/entity/Q63476058,Resurrezione di Cristo con san Cassiano e santa Cecilia
http://www.wikidata.org/entity/Q63994924,Conversione di San Paolo
http://www.wikidata.org/entity/Q63995247,Sant'Antonio da Padova incontra Ezzelino da Romano
http://www.wikidata.org/entity/Q64766792,Ritratto del cardinale Alessandro Farnese
http://www.wikidata.org/entity/Q65610116,Scena veneziana
http://www.wikidata.org/entity/Q66098687,Cristo alla colonna
http://www.wikidata.org/entity/Q69859246,Ritratto di Diego Martelli
http://www.wikidata.org/entity/Q68704168,Cristo compianto dagli angeli
http://www.wikidata.org/entity/Q69658139,Ritratto di Clemente VII
http://www.wikidata.org/entity/Q71126799,Sepoltura di cristo
http://www.wikidata.org/entity/Q67203105,Santa Maria Maddalena penitente
http://www.wikidata.org/entity/Q67203111,Annibale giura odio ai romani
http://www.wikidata.org/entity/Q81089309,Pietà
http://www.wikidata.org/entity/Q80824471,Ritratto di Tito Vespasiano Strozzi
http://www.wikidata.org/entity/Q74717988,Salita di Cristo al monte Calvario
http://www.wikidata.org/entity/Q78756742,Assunzione della Madonna
http://www.wikidata.org/entity/Q78910398,San Rocco
http://www.wikidata.org/entity/Q79021384,Sacrificio di Isacco
http://www.wikidata.org/entity/Q79151177,L'imperatrice Eugenia
http://www.wikidata.org/entity/Q79859145,Ritratto di papa Alessandro VI
http://www.wikidata.org/entity/Q77310161,Madonna con Bambino e san Giovannino
http://www.wikidata.org/entity/Q78330040,Dama dei gelsomini
http://www.wikidata.org/entity/Q78783346,Christus Passus
http://www.wikidata.org/entity/Q78799218,Dio Padre tra gli Evangelisti
http://www.wikidata.org/entity/Q79020756,Madonna col bambino e i Santi Carlo Borromeo e Filippo Neri
http://www.wikidata.org/entity/Q79021962,"Madonna col bambino e i santi Carlo Giuseppe, Antonio, Rocco, Lorenzo e Sebastiano"
http://www.wikidata.org/entity/Q79022279,Madonna col bambino e San Filippo Neri
http://www.wikidata.org/entity/Q79022528,Sant'Agostino in gloria
http://www.wikidata.org/entity/Q79022983,I Santi Taddeo e Mattia
http://www.wikidata.org/entity/Q79023210,San Eustachio rifiuta di adorare gli idoli
http://www.wikidata.org/entity/Q79023501,Il supplizio di San Tommaso
http://www.wikidata.org/entity/Q79024384,La Moltiplicazione dei pani e dei pesci
http://www.wikidata.org/entity/Q79024730,Transito di Giuseppe
http://www.wikidata.org/entity/Q79025062,Giustizia e Pace con Minerva e Giove
http://www.wikidata.org/entity/Q79026167,Agar confortata da un angelo nel deserto
http://www.wikidata.org/entity/Q86674601,Davide e Golia
http://www.wikidata.org/entity/Q87469267,Annunciazione con quattro santi
http://www.wikidata.org/entity/Q88164010,Ritratto di Cornelis e Lucas de Wael
http://www.wikidata.org/entity/Q88961191,Icona Madre di Dio della Passione
http://www.wikidata.org/entity/Q89034154,Ritratto di Caterina Balbi Durazzo
http://www.wikidata.org/entity/Q89035643,Ritratto di Marcello Durazzo
http://www.wikidata.org/entity/Q89039593,Ritratto di Geronima Sale Brignole con la figlia Maria Aurelia
http://www.wikidata.org/entity/Q88416397,Crocifissione
http://www.wikidata.org/entity/Q89697566,ritratto dell'orefice pucci col figlio
http://www.wikidata.org/entity/Q90291195,Ritratto di Filippo Spinola di Tassarolo
http://www.wikidata.org/entity/Q94634547,Nascita di San Carlo nella rocca di Arona
http://www.wikidata.org/entity/Q94636244,Ritratto di Carlo Borromeo
http://www.wikidata.org/entity/Q96025421,ritratto di Giovanni dalle Bande Nere
http://www.wikidata.org/entity/Q96192148,La strigliatura della canapa
http://www.wikidata.org/entity/Q97669846,il Transito di San Giuseppe
http://www.wikidata.org/entity/Q97463134,Madonna di Costantinopoli
http://www.wikidata.org/entity/Q97378803,La caduta dei Giganti
http://www.wikidata.org/entity/Q97669288,trinità e santi
http://www.wikidata.org/entity/Q97065805,Ritratto di Vespasiano Gonzaga
http://www.wikidata.org/entity/Q93520523,Riposo durante la fuga in Egitto
http://www.wikidata.org/entity/Q93631317,Flagellazione
http://www.wikidata.org/entity/Q97933450,Ritratto di Ainolfo de' Bardi
http://www.wikidata.org/entity/Q98108204,Pala di Botticelli
http://www.wikidata.org/entity/Q98545387,Comunione degli apostoli
http://www.wikidata.org/entity/Q98557614,Dipinto commemorativo ai Caduti di Chiusi
http://www.wikidata.org/entity/Q98449585,Immacolata Concezione
http://www.wikidata.org/entity/Q98684801,Il muro di Roncarà
http://www.wikidata.org/entity/Q98925663,Ritratto di Teresa Miramonti
http://www.wikidata.org/entity/Q99323182,Dopo la prima Comunione
http://www.wikidata.org/entity/Q98925578,Ritratto di nobiluomo
http://www.wikidata.org/entity/Q100502707,Ritratto di Pio VIII
http://www.wikidata.org/entity/Q101853163,La Liberazione delle anime del Purgatorio
http://www.wikidata.org/entity/Q101984696,Deposizione dalla Croce
http://www.wikidata.org/entity/Q99937752,Via Crucis di Gino Severini
http://www.wikidata.org/entity/Q100273549,Ritratto di papa Pio VIII
http://www.wikidata.org/entity/Q105544193,Battesimo di Cristo (Girolamo Imparato)
http://www.wikidata.org/entity/Q103823905,Santa Caterina d’Alessandria
http://www.wikidata.org/entity/Q103847443,Madonna in trono con il Bambino
http://www.wikidata.org/entity/Q103884105,Ritratto di Leopoldo de' Medici in fasce
http://www.wikidata.org/entity/Q104117302,Madonna delle Grazie (Marco Cardisco)
http://www.wikidata.org/entity/Q105754329,Ritratto del Doge Leonardo Loredan
http://www.wikidata.org/entity/Q105760555,Burrasca
http://www.wikidata.org/entity/Q105773240,Ritratto del cardinale Alessandro Farnese
http://www.wikidata.org/entity/Q105882065,Madonna col Bambino e i santi Giacomo il Maggiore e Nicola di Bari
http://www.wikidata.org/entity/Q105906293,Festa degli artisti a Tor de' Schiavi.
http://www.wikidata.org/entity/Q105942793,Adorazione dei pastori (Niccolò de Simone)
http://www.wikidata.org/entity/Q105942808,Madonna di Costantinopoli tra i santi Andrea e Stefano
http://www.wikidata.org/entity/Q106172341,Ritratto della baronessa Sophie Regnault
http://www.wikidata.org/entity/Q104832804,Morte della Vergine
http://www.wikidata.org/entity/Q104902739,Quasi aurora consurgens – il Duomo. Veduta generale esterna da oriente
http://www.wikidata.org/entity/Q104963266,Vergine annunziata
http://www.wikidata.org/entity/Q104966980,La preghiera
http://www.wikidata.org/entity/Q104999859,Il ritorno dalla sagra
http://www.wikidata.org/entity/Q105001687,Valenza Gradenigo davanti agli Inquisitori
http://www.wikidata.org/entity/Q105001950,L'ultimo abboccamento di Jacopo Foscari con la propria famiglia (I due Foscari)
http://www.wikidata.org/entity/Q105002330,Ritratto del professor Giampiero Cantoni
http://www.wikidata.org/entity/Q105005172,"Edolo, Fiume Oglio"
http://www.wikidata.org/entity/Q105009573,La Darsena di Porta Ticinese a Milano
http://www.wikidata.org/entity/Q105010125,Veduta della piazza del Duomo di Milano
http://www.wikidata.org/entity/Q105010402,Via Magolfa a Milano
http://www.wikidata.org/entity/Q105025725,Sant'Antonio Abate tentato dal demonio
http://www.wikidata.org/entity/Q105070700,Colonna Traiana
http://www.wikidata.org/entity/Q105070687,Veduta di piazza San Pietro
http://www.wikidata.org/entity/Q105070713,La demolizione della Rupe Tarpea a Roma
http://www.wikidata.org/entity/Q107132227,"Ritratto di John Churchill, duca di Marlborough (1650-1722)"
http://www.wikidata.org/entity/Q106766907,Maddalena penitente
http://www.wikidata.org/entity/Q106547526,Ritratto di Caterina Amisani
http://www.wikidata.org/entity/Q106570155,Ritratto dello scultore Antoine-Denis Chaudet
http://www.wikidata.org/entity/Q106575251,Polittico di Sant'Agnese
http://www.wikidata.org/entity/Q106649932,Ritratto di Carlo V
http://www.wikidata.org/entity/Q106684238,Ritratto di Paolo III con il camauro
http://www.wikidata.org/entity/Q106766906,Ritratto del cardinale Pietro Bembo
http://www.wikidata.org/entity/Q106857023,Vittoria di Francesco Bembo su Filippo Maria Visconti
http://www.wikidata.org/entity/Q106863540,Ritratto del duca Alfonso I d'Este
http://www.wikidata.org/entity/Q107171794,Autoritratto con la moglie e i due figli
http://www.wikidata.org/entity/Q107254346,Ritratto di Charles de La Fosse (1636-1716)
http://www.wikidata.org/entity/Q107273576,Ritratto di Leone X con i cardinali Giulio de' Medici e Luigi de' Rossi
http://www.wikidata.org/entity/Q107311733,Sant'Agostino trionfa sull'eresia
http://www.wikidata.org/entity/Q107440131,Innalzamento della Croce
http://www.wikidata.org/entity/Q107467842,Soldati che giocano a dadi
http://www.wikidata.org/entity/Q107496570,Ritratto di Gioachino Rossini
http://www.wikidata.org/entity/Q107522400,Officine a Porta Romana
http://www.wikidata.org/entity/Q107548658,cartina murale di Bellagio
http://www.wikidata.org/entity/Q107720702,Ritratto della terza moglie
http://www.wikidata.org/entity/Q108123187,Età dell'oro
http://www.wikidata.org/entity/Q108123188,Età dell'argento
http://www.wikidata.org/entity/Q108292260,Ritratto di Isabella di Cosimo I de' Medici
http://www.wikidata.org/entity/Q108314527,Doppio ritratto del Nano Morgante
http://www.wikidata.org/entity/Q108321039,L'antico Stato di Magliano
http://www.wikidata.org/entity/Q108321038,Stemma della Guardia nazionale di Capizzo
http://www.wikidata.org/entity/Q108335985,Ritratto di Pietro Aretino
http://www.wikidata.org/entity/Q108816249,Annunciazione
http://www.wikidata.org/entity/Q108873567,"Ritratto di Francesco Andreini, XVII secolo"
http://www.wikidata.org/entity/Q108900483,Storie della Vergine
http://www.wikidata.org/entity/Q108917715,Padrone con cane
http://www.wikidata.org/entity/Q108917736,Sconfitto alla regata
http://www.wikidata.org/entity/Q108921968,Ritratto del cardinale Gabriele Ferretti
http://www.wikidata.org/entity/Q108922744,Ritratto del cardinale Antonio Maria Cadolini
http://www.wikidata.org/entity/Q108799898,Madonna con bambino
http://www.wikidata.org/entity/Q108584832,Adorazione dei Re Magi
http://www.wikidata.org/entity/Q108783372,Madonna con Bambino e Santi
http://www.wikidata.org/entity/Q109798688,"Ritratto di gruppo di Domenica delle Cascine, la Cecca di Pratolino e Pietro Moro"
http://www.wikidata.org/entity/Q110009768,Ritratto del commendatore Attilio Brivio
http://www.wikidata.org/entity/Q109914012,Autoritratto
http://www.wikidata.org/entity/Q110015681,San Giovanni Battista
http://www.wikidata.org/entity/Q109913050,Sacra Famiglia
http://www.wikidata.org/entity/Q109913006,Cardinale Richelieu
http://www.wikidata.org/entity/Q109928591,Sacra Famiglia con san Giovanni Battista e santa Caterina d'Alessandria
http://www.wikidata.org/entity/Q109937746,Colazione in giardino
http://www.wikidata.org/entity/Q110039871,Raccoglitrice di olive con ragazzo
http://www.wikidata.org/entity/Q110062892,Pastorello in ciocie
http://www.wikidata.org/entity/Q110227186,Venere cacciatrice che appare a Enea e Acate
http://www.wikidata.org/entity/Q110312698,"Enea fugge da Troia con Anchise, Ascanio e Creusa"
http://www.wikidata.org/entity/Q110382981,L'incontro di Enea e Ascanio con Andromaca e Eleno a Butroro
http://www.wikidata.org/entity/Q110384990,Non potendo aspettare
http://www.wikidata.org/entity/Q110770118,Flora
http://www.wikidata.org/entity/Q110546796,L'Imperatore Claudio fa uccidere il suo legatario Asiatico
http://www.wikidata.org/entity/Q110619157,Il rinoceronte
http://www.wikidata.org/entity/Q110626569,Enea racconta Didone la caduta di Troia
http://www.wikidata.org/entity/Q110634767,Mercurio appare in sogno a Enea
http://www.wikidata.org/entity/Q110681237,"San Giuseppe con il Bambino, Santa Caterina d'Alessandria e San Francesco di Sales"
http://www.wikidata.org/entity/Q110714745,Vir dolorum
http://www.wikidata.org/entity/Q110865329,Morte di Didone
http://www.wikidata.org/entity/Q110866078,Enea raccoglie il ramo d'oro
http://www.wikidata.org/entity/Q110867847,Venere chiede a Vulcano di forgiare un'armatura per Enea
http://www.wikidata.org/entity/Q110868028,"bozzetto per ""Venere chiede a Vulcano di forgiare un'armatura per Enea"""
http://www.wikidata.org/entity/Q110868273,Venere offre le armi ad Enea
http://www.wikidata.org/entity/Q110872609,Battaglia tra Enea e Mezenzio
http://www.wikidata.org/entity/Q110872935,La Chiesa annienta gli dei pagani
http://www.wikidata.org/entity/Q111041574,Incoronazione della Vergine tra angeli e santi
http://www.wikidata.org/entity/Q111042707,Apoteosi di San Francesco
http://www.wikidata.org/entity/Q110884929,Ritratto di giovane donna
http://www.wikidata.org/entity/Q110907797,Luigi XIV
http://www.wikidata.org/entity/Q110907328,San Giovanni Paolo II
http://www.wikidata.org/entity/Q111159651,Ritratto di Elisa Bonaparte
http://www.wikidata.org/entity/Q111160508,Ritratto di Felice Baciocchi
http://www.wikidata.org/entity/Q111255373,Regina Elena di Savoia
http://www.wikidata.org/entity/Q111255770,Re Vittorio Emanuele III
http://www.wikidata.org/entity/Q111256129,La carità
http://www.wikidata.org/entity/Q111257029,Silenzio eloquente
http://www.wikidata.org/entity/Q111308504,Il salotto della principessa Matilde
http://www.wikidata.org/entity/Q111509018,Adorazione dei Magi
http://www.wikidata.org/entity/Q111508542,Madonna col Bambino
http://www.wikidata.org/entity/Q111486873,La Natività
http://www.wikidata.org/entity/Q111485530,Annuncio a Zaccaria
http://www.wikidata.org/entity/Q111485979,Martirio di Sant'Agata (taglio dei seni)
http://www.wikidata.org/entity/Q111486358,La liberazione di San Pietro
http://www.wikidata.org/entity/Q111486756,La cacciata degli angeli ribelli
http://www.wikidata.org/entity/Q111486805,Il Paradiso
http://www.wikidata.org/entity/Q111512548,Ritratto di Giuseppe Candiani
http://www.wikidata.org/entity/Q111577849,pigmalione e galatea
http://www.wikidata.org/entity/Q111593419,Il Parlatorio delle monache di San Zaccaria
http://www.wikidata.org/entity/Q111972094,Lampi
http://www.wikidata.org/entity/Q111976882,"Madonna col Bambino tra i santi Girolamo, Benedetto, Maddalena e Giustina"
http://www.wikidata.org/entity/Q112007402,Ritratto di Pio VII
http://www.wikidata.org/entity/Q112034223,Autoritratto
http://www.wikidata.org/entity/Q112034219,Il concertino
http://www.wikidata.org/entity/Q112074870,Il richiamo del contingente
http://www.wikidata.org/entity/Q112075694,Ritratto di papa Paolo IV Carafa
http://www.wikidata.org/entity/Q111718624,Ritratto di Clemente IX benedicente
http://www.wikidata.org/entity/Q111738668,Tabernacolo di San Sebastiano
http://www.wikidata.org/entity/Q111803475,Signora col cane
http://www.wikidata.org/entity/Q112109956,Incredulità di San Tommaso
http://www.wikidata.org/entity/Q112133543,La Deposizione
http://www.wikidata.org/entity/Q112110434,Ritratto di Carlo Alberto di Savoia-Carignano
http://www.wikidata.org/entity/Q112122261,Ritratto di papa Pio IX
http://www.wikidata.org/entity/Q112125081,Ritratto di papa Pio V
http://www.wikidata.org/entity/Q112133371,La caduta di Gesù
http://www.wikidata.org/entity/Q112675085,Ritratto di papa Benedetto XV
http://www.wikidata.org/entity/Q112228996,L’usuraio (L’Antiquario)
http://www.wikidata.org/entity/Q112798481,Ritratto di papa Clemente VIII Aldobrandini
http://www.wikidata.org/entity/Q112958938,Due cani
http://www.wikidata.org/entity/Q113005931,Ritratto di papa Clemente XIII Rezzonico
http://www.wikidata.org/entity/Q113006398,Deposizione nel Sepolcro
http://www.wikidata.org/entity/Q113016417,Ritratto di papa Giulio III
http://www.wikidata.org/entity/Q113328821,Ritratto di Clemente XIII Rezzonico
http://www.wikidata.org/entity/Q113328601,L'amazzone
http://www.wikidata.org/entity/Q113465666,Eva
http://www.wikidata.org/entity/Q113465655,Adamo
http://www.wikidata.org/entity/Q113444533,Ritratto dell'attrice Alice Regnault
http://www.wikidata.org/entity/Q113550634,Autoritratto
http://www.wikidata.org/entity/Q113825024,Ritratto di Guidobaldo II della Rovere
http://www.wikidata.org/entity/Q113988555,Cardinale Giuseppe Siri
http://www.wikidata.org/entity/Q114417792,San Girolamo
http://www.wikidata.org/entity/Q114065222,Ritratto di papa Innocenzo IX
http://www.wikidata.org/entity/Q114241461,Ritratto di Jacques-Bénigne Bossuet
http://www.wikidata.org/entity/Q114417179,Madonna di san Simone
http://www.wikidata.org/entity/Q114601165,Tobia e san Raffaele Arcangelo
http://www.wikidata.org/entity/Q114647508,Ritratto di Elisabetta di Sassonia
http://www.wikidata.org/entity/Q114647547,Leda e il cigno
http://www.wikidata.org/entity/Q115380883,Ritratto di Papa Pio VIII
http://www.wikidata.org/entity/Q115192337,Martirio di Santa Caterina d'Alessandria
http://www.wikidata.org/entity/Q115193266,Miracolo di san Verano
http://www.wikidata.org/entity/Q115206624,Enea e Didone si inoltrano verso la grotta (bozzetto)
http://www.wikidata.org/entity/Q115249957,L'Immacolata Concezione
http://www.wikidata.org/entity/Q115326515,Presentazione della Vergine al Tempio
http://www.wikidata.org/entity/Q115327275,Ritratto di papa Clemente IX Rospigliosi benedicente
http://www.wikidata.org/entity/Q115329022,Ritratto del cardinale Giulio Rospigliosi
http://www.wikidata.org/entity/Q115350433,Ritratto di papa Gregorio XVI
http://www.wikidata.org/entity/Q115363544,Ritratto di papa Leone X con i cardinali Giulio de' Medici e Innocenzo Cybo
http://www.wikidata.org/entity/Q115382052,Ritratto del conte Stefano Tomani Amiani
http://www.wikidata.org/entity/Q115390601,Ritratto di Alessandro VII Chigi
http://www.wikidata.org/entity/Q115430770,Ritratto di papa Clemente X
http://www.wikidata.org/entity/Q115431741,Ritratto del cardinale Ippolito de' Medici
http://www.wikidata.org/entity/Q115434462,Ritratto di Clemente VII con barba
http://www.wikidata.org/entity/Q115453601,Ritratto di papa Clemente VII
http://www.wikidata.org/entity/Q115452504,Il Crocifisso fra S. Giovanni Battista e S. Nicola da Tolentino
http://www.wikidata.org/entity/Q115456457,Ritratto di Cosimo I de' Medici
http://www.wikidata.org/entity/Q115470798,Papa Clemente VII e l'imperatore Carlo V a colloquio
http://www.wikidata.org/entity/Q115484898,Putti incoronano la dea Minerva
http://www.wikidata.org/entity/Q115512129,Putto che incorona con l'alloro l'aquila che ha battuto il leone
http://www.wikidata.org/entity/Q115522910,putti con vessillo e fascio littorio
http://www.wikidata.org/entity/Q115555506,Putti con scudo e insegne romane
http://www.wikidata.org/entity/Q115589005,Elemosina di san Benedetto
http://www.wikidata.org/entity/Q115589179,Madonna allattante
http://www.wikidata.org/entity/Q114863216,Autoritratto
http://www.wikidata.org/entity/Q114869573,L'angelo custode
http://www.wikidata.org/entity/Q114775095,Compianto sul Cristo morto
http://www.wikidata.org/entity/Q115110979,Ritratto di papa Pio V
http://www.wikidata.org/entity/Q114772679,Santa Palazia
http://www.wikidata.org/entity/Q114793365,La casa dell'artista
http://www.wikidata.org/entity/Q114807998,Cavalcata di soldati nel bosco
http://www.wikidata.org/entity/Q114811811,Scogliera a Quarto
http://www.wikidata.org/entity/Q114825983,Veduta di Ancona
http://www.wikidata.org/entity/Q114857806,Ritratto di papa Leone X
http://www.wikidata.org/entity/Q114859027,Ritratto di papa Bonifacio VIII
http://www.wikidata.org/entity/Q114937054,Ritratto del cardinale Cesare Nembrini Pironi Gonzaga
http://www.wikidata.org/entity/Q115041810,Ritratto di papa Pio VI
http://www.wikidata.org/entity/Q115067483,Madonna del Magnificat
http://www.wikidata.org/entity/Q115102928,Ritratto di Giovanni Battista Caprara Montecuccoli
http://www.wikidata.org/entity/Q115153302,La Madonna dell'ala
http://www.wikidata.org/entity/Q115153353,Ritratto di Matilde Monori Puini
http://www.wikidata.org/entity/Q114770904,San Francesco di Assisi riceve le stimmate
http://www.wikidata.org/entity/Q115862528,Martirio di San Giorgio e dell'Imperatrice Alessandra
http://www.wikidata.org/entity/Q115796466,Assunzione della Vergine
http://www.wikidata.org/entity/Q115652286,Adorazione dei Re Magi
http://www.wikidata.org/entity/Q115662781,Ritratto di papa Leone X
http://www.wikidata.org/entity/Q115659447,Ritratto di Lorenzo de' Medici il Magnifico
http://www.wikidata.org/entity/Q115669298,La negromante
http://www.wikidata.org/entity/Q115680005,Madonna della Misericordia
http://www.wikidata.org/entity/Q115707472,San Giovanni XXIII
http://www.wikidata.org/entity/Q115727218,Marina del Porto
http://www.wikidata.org/entity/Q115770576,Ritratto di papa Paolo III
http://www.wikidata.org/entity/Q115776591,Cristo nel sepolcro
http://www.wikidata.org/entity/Q115783769,Porta con con Trionfo di Bacco
http://www.wikidata.org/entity/Q115789803,Ritratto di papa Paolo III Farnese
http://www.wikidata.org/entity/Q115787659,Ritratto di papa Giulio II
http://www.wikidata.org/entity/Q115788237,Ritratto della seconda moglie
http://www.wikidata.org/entity/Q115798316,"Ritratto del cardinale Giovanni Maria Ciocchi del Monte, poi papa Giulio III"
http://www.wikidata.org/entity/Q115821855,Il Perdono di Assisi
http://www.wikidata.org/entity/Q115821974,Madonna di san Giovanni
http://www.wikidata.org/entity/Q115839852,Crocifissione con i dolenti
http://www.wikidata.org/entity/Q115863339,Michelangelo presenta a papa Pio IV il modello di San Pietro in Vaticano
http://www.wikidata.org/entity/Q113878786,Suicidio di Catone
http://www.wikidata.org/entity/Q117034670,Madonna col Bambino in trono
http://www.wikidata.org/entity/Q117041785,Natività
http://www.wikidata.org/entity/Q117044144,Madonna del Rosario
http://www.wikidata.org/entity/Q117051307,Adorazione dei Pastori
http://www.wikidata.org/entity/Q117051343,Adorazione dei Pastori
