id,edizione
http://www.wikidata.org/entity/Q111602372,
http://www.wikidata.org/entity/Q111602373,
http://www.wikidata.org/entity/Q111602378,
http://www.wikidata.org/entity/Q111602379,
http://www.wikidata.org/entity/Q111602376,
http://www.wikidata.org/entity/Q111602377,
http://www.wikidata.org/entity/Q111602382,
http://www.wikidata.org/entity/Q111602380,
http://www.wikidata.org/entity/Q111602381,
http://www.wikidata.org/entity/Q111602386,
http://www.wikidata.org/entity/Q111602387,
http://www.wikidata.org/entity/Q111602384,
http://www.wikidata.org/entity/Q111602385,
http://www.wikidata.org/entity/Q111602391,
http://www.wikidata.org/entity/Q111602388,
http://www.wikidata.org/entity/Q111602389,
http://www.wikidata.org/entity/Q111602394,
http://www.wikidata.org/entity/Q111602395,
http://www.wikidata.org/entity/Q111602392,
http://www.wikidata.org/entity/Q111602393,
http://www.wikidata.org/entity/Q111602398,
http://www.wikidata.org/entity/Q111602399,
http://www.wikidata.org/entity/Q111602396,
http://www.wikidata.org/entity/Q111602397,
http://www.wikidata.org/entity/Q111602402,
http://www.wikidata.org/entity/Q111602400,
http://www.wikidata.org/entity/Q111602401,
http://www.wikidata.org/entity/Q115577742,
http://www.wikidata.org/entity/Q120702421,2-3
http://www.wikidata.org/entity/Q60713534,
http://www.wikidata.org/entity/Q61056650,1
http://www.wikidata.org/entity/Q61057042,1
http://www.wikidata.org/entity/Q125897612,
http://www.wikidata.org/entity/Q131986883,
http://www.wikidata.org/entity/Q136661502,
http://www.wikidata.org/entity/Q131986985,20
http://www.wikidata.org/entity/Q111602403,
http://www.wikidata.org/entity/Q111602406,
http://www.wikidata.org/entity/Q111602407,
http://www.wikidata.org/entity/Q111602404,
http://www.wikidata.org/entity/Q111602405,
http://www.wikidata.org/entity/Q111602410,
http://www.wikidata.org/entity/Q111602411,
http://www.wikidata.org/entity/Q111602408,
http://www.wikidata.org/entity/Q111602409,
http://www.wikidata.org/entity/Q111602414,
http://www.wikidata.org/entity/Q111602418,
http://www.wikidata.org/entity/Q111602419,
http://www.wikidata.org/entity/Q111602417,
http://www.wikidata.org/entity/Q111602423,
http://www.wikidata.org/entity/Q111602421,
http://www.wikidata.org/entity/Q111602426,
http://www.wikidata.org/entity/Q111602427,
http://www.wikidata.org/entity/Q111602424,
http://www.wikidata.org/entity/Q111602425,
http://www.wikidata.org/entity/Q111602430,
http://www.wikidata.org/entity/Q111602431,
http://www.wikidata.org/entity/Q111602428,
http://www.wikidata.org/entity/Q111602429,
http://www.wikidata.org/entity/Q111602434,
http://www.wikidata.org/entity/Q111602435,
http://www.wikidata.org/entity/Q111602439,
http://www.wikidata.org/entity/Q111602436,
http://www.wikidata.org/entity/Q111602442,
http://www.wikidata.org/entity/Q111602443,
http://www.wikidata.org/entity/Q111602441,
http://www.wikidata.org/entity/Q111602446,
http://www.wikidata.org/entity/Q111602445,
http://www.wikidata.org/entity/Q111602450,
http://www.wikidata.org/entity/Q111602451,
http://www.wikidata.org/entity/Q111602448,
http://www.wikidata.org/entity/Q111602449,
http://www.wikidata.org/entity/Q111602454,
http://www.wikidata.org/entity/Q111602455,
http://www.wikidata.org/entity/Q111602452,
http://www.wikidata.org/entity/Q111602453,
http://www.wikidata.org/entity/Q111602458,
http://www.wikidata.org/entity/Q111602456,
http://www.wikidata.org/entity/Q111602457,
http://www.wikidata.org/entity/Q111602462,
http://www.wikidata.org/entity/Q111602460,
http://www.wikidata.org/entity/Q111602461,
http://www.wikidata.org/entity/Q111602466,
http://www.wikidata.org/entity/Q111602464,
http://www.wikidata.org/entity/Q111602465,
http://www.wikidata.org/entity/Q111602470,
http://www.wikidata.org/entity/Q111602471,
http://www.wikidata.org/entity/Q111602468,
http://www.wikidata.org/entity/Q111602474,
http://www.wikidata.org/entity/Q111602475,
http://www.wikidata.org/entity/Q111602472,
http://www.wikidata.org/entity/Q111602473,
http://www.wikidata.org/entity/Q111602477,
http://www.wikidata.org/entity/Q111747741,
http://www.wikidata.org/entity/Q125913828,
http://www.wikidata.org/entity/Q73492838,
http://www.wikidata.org/entity/Q128592850,
http://www.wikidata.org/entity/Q136445352,
http://www.wikidata.org/entity/Q136456640,
http://www.wikidata.org/entity/Q136456660,
http://www.wikidata.org/entity/Q136540024,
http://www.wikidata.org/entity/Q136669602,
http://www.wikidata.org/entity/Q95997038,1
http://www.wikidata.org/entity/Q95997039,2
http://www.wikidata.org/entity/Q95997044,2
http://www.wikidata.org/entity/Q95997073,1
http://www.wikidata.org/entity/Q95997066,2
http://www.wikidata.org/entity/Q95997067,2
http://www.wikidata.org/entity/Q95997081,1
http://www.wikidata.org/entity/Q95997079,2
http://www.wikidata.org/entity/Q95997076,2
http://www.wikidata.org/entity/Q95997077,2
http://www.wikidata.org/entity/Q95997082,2
http://www.wikidata.org/entity/Q95997084,2
http://www.wikidata.org/entity/Q95997103,1
http://www.wikidata.org/entity/Q95997102,2
http://www.wikidata.org/entity/Q95997101,2
http://www.wikidata.org/entity/Q95997062,1
http://www.wikidata.org/entity/Q95997060,1
http://www.wikidata.org/entity/Q95997054,2
http://www.wikidata.org/entity/Q95997061,2
http://www.wikidata.org/entity/Q99860432,2
http://www.wikidata.org/entity/Q99860449,1
http://www.wikidata.org/entity/Q99860482,1
http://www.wikidata.org/entity/Q99860480,1
http://www.wikidata.org/entity/Q99860487,2
http://www.wikidata.org/entity/Q135400000,
http://www.wikidata.org/entity/Q133257960,29
http://www.wikidata.org/entity/Q133258145,53
http://www.wikidata.org/entity/Q111578825,1
http://www.wikidata.org/entity/Q111578864,3
http://www.wikidata.org/entity/Q111578928,1
http://www.wikidata.org/entity/Q111578802,1
http://www.wikidata.org/entity/Q111578810,3
http://www.wikidata.org/entity/Q111578756,3-4
http://www.wikidata.org/entity/Q111579339,2
http://www.wikidata.org/entity/Q122049868,2
http://www.wikidata.org/entity/Q122049874,2
http://www.wikidata.org/entity/Q122049876,2
http://www.wikidata.org/entity/Q122049880,2
http://www.wikidata.org/entity/Q122049898,1
http://www.wikidata.org/entity/Q122049914,1
http://www.wikidata.org/entity/Q122049924,2
http://www.wikidata.org/entity/Q122050002,1
http://www.wikidata.org/entity/Q122050109,2
http://www.wikidata.org/entity/Q122049779,1
http://www.wikidata.org/entity/Q122049776,1
http://www.wikidata.org/entity/Q122049777,1
http://www.wikidata.org/entity/Q122049784,1
http://www.wikidata.org/entity/Q122049798,1
http://www.wikidata.org/entity/Q122049796,1
http://www.wikidata.org/entity/Q122049785,2
http://www.wikidata.org/entity/Q122049794,2
http://www.wikidata.org/entity/Q122049806,1
http://www.wikidata.org/entity/Q122049817,1
http://www.wikidata.org/entity/Q111579162,1
http://www.wikidata.org/entity/Q111579187,1
http://www.wikidata.org/entity/Q111579071,3-4
http://www.wikidata.org/entity/Q122050183,1
