id,basi_dati
http://www.wikidata.org/entity/Q96623081,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623086,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623087,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623085,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623090,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623091,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623089,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q96623093,Scopus; Google Scholar; DOAJ; SCImago Journal Rank
http://www.wikidata.org/entity/Q99573989,Scopus; Science Citation Index Expanded
http://www.wikidata.org/entity/Q99639341,Scopus; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q99653413,Scopus; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q99654817,Scopus; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q99661235,Scopus; Science Citation Index Expanded
http://www.wikidata.org/entity/Q99860432,Scopus
http://www.wikidata.org/entity/Q99860449,Scopus
http://www.wikidata.org/entity/Q99860482,Scopus
http://www.wikidata.org/entity/Q99860480,Scopus
http://www.wikidata.org/entity/Q99860487,Scopus
http://www.wikidata.org/entity/Q100741569,Scopus; DOAJ; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q101086004,
http://www.wikidata.org/entity/Q101996668,
http://www.wikidata.org/entity/Q102115630,
http://www.wikidata.org/entity/Q102116015,
http://www.wikidata.org/entity/Q102391509,
http://www.wikidata.org/entity/Q102391845,
http://www.wikidata.org/entity/Q102392002,
http://www.wikidata.org/entity/Q102392285,
http://www.wikidata.org/entity/Q102392363,
http://www.wikidata.org/entity/Q102392806,
http://www.wikidata.org/entity/Q102392889,
http://www.wikidata.org/entity/Q102393180,
http://www.wikidata.org/entity/Q102393258,
http://www.wikidata.org/entity/Q102393556,
http://www.wikidata.org/entity/Q102393664,
http://www.wikidata.org/entity/Q102393759,
http://www.wikidata.org/entity/Q102393947,
http://www.wikidata.org/entity/Q102393996,
http://www.wikidata.org/entity/Q102503100,Scopus; DOAJ; Emerging Sources Citation Index
http://www.wikidata.org/entity/Q102802821,
